#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         337    -5.45009    -5.44933 0.000369358
         338    -5.44926    -5.44933 0.000368265
         339    -5.44871    -5.44933 0.000367183
         340    -5.44821    -5.44933 0.000366118
         341     -5.4477    -5.44932 0.000365076
         342    -5.44798    -5.44932 0.000364029
         343    -5.44855    -5.44932 0.000362975
         344    -5.44971    -5.44932 0.000361922
         345    -5.44795    -5.44931 0.000360894
         346    -5.44791    -5.44931 0.000359874
         347    -5.44686     -5.4493 0.000358906
         348    -5.44674     -5.4493 0.000357951
         349    -5.44787    -5.44929 0.000356948
         350    -5.44774    -5.44929 0.000355956
         351    -5.44761    -5.44928 0.000354974
         352    -5.44713    -5.44928 0.000354018
         353    -5.44648    -5.44927 0.000353104
         354     -5.4458    -5.44926 0.000352242
         355    -5.44461    -5.44925 0.000351493
         356    -5.44385    -5.44923 0.000350832
         357    -5.44507    -5.44922 0.000350042
         358    -5.44735    -5.44921 0.000349103
         359    -5.44843    -5.44921 0.000348138
         360     -5.4488    -5.44921 0.000347172
         361    -5.44831    -5.44921  0.00034622
         362    -5.44942    -5.44921 0.000345264
         363    -5.45082    -5.44921 0.000344341
         364    -5.45231    -5.44922   0.0003435
         365    -5.45361    -5.44923 0.000342769
         366    -5.45269    -5.44924 0.000341963
         367     -5.4506    -5.44925 0.000341051
         368    -5.44936    -5.44925 0.000340124
         369    -5.44741    -5.44924 0.000339239
         370    -5.44706    -5.44924 0.000338374
         371     -5.4471    -5.44923 0.000337511
         372    -5.44794    -5.44923 0.000336621
         373    -5.44997    -5.44923 0.000335725
         374    -5.45102    -5.44923 0.000334861
         375    -5.45012    -5.44924 0.000333976
         376    -5.44838    -5.44923 0.000333096
         377    -5.44713    -5.44923 0.000332259
         378    -5.44585    -5.44922   0.0003315
         379    -5.44579    -5.44921 0.000330749
         380     -5.4458     -5.4492     0.00033
         381    -5.44506    -5.44919 0.000329313
         382     -5.4454    -5.44918 0.000328601
         383    -5.44523    -5.44917 0.000327905
         384    -5.44614    -5.44916 0.000327146
         385    -5.44767    -5.44916 0.000326319
         386    -5.44743    -5.44915 0.000325504
         387    -5.44832    -5.44915  0.00032467
         388    -5.44815    -5.44915 0.000323844
         389    -5.44839    -5.44915 0.000323017
         390    -5.44882    -5.44915  0.00032219
         391    -5.44772    -5.44914 0.000321387
         392    -5.44673    -5.44914 0.000320626
         393    -5.44716    -5.44913 0.000319849
         394    -5.44879    -5.44913 0.000319039
         395    -5.44907    -5.44913 0.000318231
         396    -5.44882    -5.44913 0.000317428
         397    -5.44947    -5.44913  0.00031663
         398    -5.44923    -5.44913 0.000315834
         399     -5.4492    -5.44913 0.000315043
         400    -5.44772    -5.44913 0.000314275
         401    -5.44665    -5.44912 0.000313552
         402    -5.44682    -5.44912 0.000312824
         403     -5.4464    -5.44911 0.000312121
         404     -5.4457     -5.4491 0.000311462
         405    -5.44544    -5.44909 0.000310825
         406    -5.44548    -5.44908 0.000310186
         407    -5.44725    -5.44908 0.000309457
         408     -5.4481    -5.44908 0.000308707
         409    -5.44947    -5.44908 0.000307954
         410    -5.45084    -5.44908 0.000307233
         411    -5.45261    -5.44909 0.000306606
         412     -5.4522     -5.4491 0.000305955
         413    -5.45087     -5.4491 0.000305244
         414    -5.45177    -5.44911 0.000304575
         415    -5.45059    -5.44911 0.000303862
         416    -5.44987    -5.44911 0.000303137
         417    -5.44985    -5.44911 0.000302415
         418    -5.44874    -5.44911 0.000301693
         419    -5.44792    -5.44911 0.000300986
         420    -5.44589     -5.4491 0.000300368
         421    -5.44571     -5.4491 0.000299762
         422     -5.4468    -5.44909 0.000299101
         423    -5.44622    -5.44908 0.000298471
         424    -5.44785    -5.44908 0.000297781
         425    -5.44858    -5.44908 0.000297083
         426    -5.44811    -5.44908 0.000296394
         427    -5.44863    -5.44908 0.000295702
         428    -5.44983    -5.44908 0.000295017
         429     -5.4498    -5.44908 0.000294334
         430    -5.44974    -5.44908 0.000293653
         431    -5.44987    -5.44908 0.000292978
         432    -5.44962    -5.44908 0.000292302
         433    -5.44939    -5.44908 0.000291628
         434     -5.4481    -5.44908 0.000290965
         435    -5.44855    -5.44908 0.000290298
         436    -5.44833    -5.44908 0.000289638
         437    -5.44744    -5.44908 0.000288999
         438    -5.44654    -5.44907 0.000288397
         439     -5.4479    -5.44907 0.000287753
         440    -5.44829    -5.44907 0.000287104
         441    -5.44661    -5.44906 0.000286507
         442    -5.44655    -5.44905 0.000285915
         443    -5.44601    -5.44905 0.000285352
         444    -5.44443    -5.44904 0.000284899
         445    -5.44538    -5.44903 0.000284378
         446    -5.44453    -5.44902 0.000283919
         447    -5.44551    -5.44901 0.000283392
         448    -5.44759    -5.44901 0.000282777
         449    -5.45075    -5.44901 0.000282174
         450    -5.45245    -5.44902  0.00028165
         451    -5.45171    -5.44903 0.000281089
         452    -5.45367    -5.44904 0.000280655
         453    -5.45557    -5.44905 0.000280406
         454    -5.45422    -5.44906 0.000280019
         455    -5.45554    -5.44908 0.000279765
         456    -5.45573    -5.44909 0.000279532
         457    -5.45322     -5.4491 0.000279066
         458    -5.45028     -5.4491 0.000278469
         459    -5.44877     -5.4491 0.000277863
         460    -5.44911     -5.4491 0.000277259
         461    -5.44664     -5.4491 0.000276709
         462    -5.44476    -5.44909  0.00027627
         463    -5.44519    -5.44908 0.000275801
         464    -5.44353    -5.44907 0.000275466
         465    -5.44158    -5.44905 0.000275344
         466    -5.44188    -5.44903 0.000275183
         467    -5.44382    -5.44902  0.00027482
         468    -5.44389    -5.44901 0.000274452
         469    -5.44415      -5.449 0.000274063
         470    -5.44367    -5.44899 0.000273714
         471    -5.44248    -5.44898 0.000273482
         472    -5.44168    -5.44896 0.000273339
         473      -5.444    -5.44895 0.000272962
         474    -5.44478    -5.44894 0.000272528
         475    -5.44704    -5.44894 0.000271983
         476    -5.44938    -5.44894 0.000271414
         477    -5.45193    -5.44895 0.000270917
         478    -5.45392    -5.44896  0.00027055
         479    -5.45519    -5.44897 0.000270299
         480      -5.453    -5.44898 0.000269866
         481    -5.45255    -5.44898 0.000269407
         482    -5.45159    -5.44899 0.000268902
         483    -5.45087    -5.44899 0.000268374
         484    -5.44902    -5.44899 0.000267819
         485    -5.44693    -5.44899 0.000267301
         486    -5.44624    -5.44898 0.000266811
         487    -5.44782    -5.44898 0.000266273
         488    -5.44689    -5.44898 0.000265762
         489    -5.44516    -5.44897 0.000265333
         490    -5.44349    -5.44896 0.000265027
         491    -5.44384    -5.44895 0.000264693
         492    -5.44363    -5.44894 0.000264376
         493    -5.44528    -5.44893 0.000263944
         494    -5.44585    -5.44892 0.000263483
         495    -5.44751    -5.44892 0.000262966
         496    -5.44555    -5.44891 0.000262524
         497    -5.44569    -5.44891 0.000262076
         498    -5.44586     -5.4489 0.000261621
         499    -5.44623     -5.4489 0.000261151
         500    -5.44562    -5.44889 0.000260711
