#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         732     1.26747     1.20322  0.00139187
         733     1.25714     1.20329  0.00139191
         734     1.27357     1.20339  0.00139331
         735     1.25387     1.20346   0.0013931
         736     1.25702     1.20353  0.00139311
         737     1.23008     1.20357  0.00139169
         738       1.222     1.20359  0.00139002
         739     1.23441     1.20363  0.00138877
         740     1.21286     1.20365  0.00138695
         741     1.21037     1.20365  0.00138511
         742     1.21188     1.20367  0.00138328
         743     1.20749     1.20367  0.00138143
         744     1.19146     1.20365  0.00137967
         745      1.2089     1.20366  0.00137784
         746     1.21282     1.20367  0.00137605
         747     1.21936     1.20369  0.00137436
         748     1.24491     1.20375  0.00137363
         749     1.25309     1.20382  0.00137338
         750     1.27885     1.20392  0.00137518
         751      1.2779     1.20401  0.00137688
         752     1.28819     1.20413  0.00137959
         753     1.28444     1.20423  0.00138187
         754     1.28256     1.20434  0.00138394
         755       1.282     1.20444  0.00138592
         756     1.24084     1.20449  0.00138493
         757     1.24945     1.20455  0.00138437
         758     1.23843     1.20459  0.00138327
         759     1.21404      1.2046   0.0013815
         760     1.22878     1.20464  0.00138005
         761     1.20835     1.20464  0.00137824
         762     1.20589     1.20464  0.00137644
         763     1.20046     1.20464  0.00137464
         764      1.2103     1.20464  0.00137286
         765     1.22034     1.20466  0.00137122
         766      1.2112     1.20467  0.00136946
         767     1.23235     1.20471  0.00136815
         768     1.23479     1.20475  0.00136693
         769     1.24393      1.2048   0.0013661
         770     1.26282     1.20487   0.0013664
         771     1.26332     1.20495  0.00136673
         772     1.26112     1.20502   0.0013669
         773      1.2727     1.20511  0.00136793
         774     1.25528     1.20518   0.0013677
         775     1.26347     1.20525    0.001368
         776     1.26606     1.20533  0.00136848
         777     1.24645     1.20538  0.00136774
         778     1.27289     1.20547  0.00136873
         779     1.26916     1.20555  0.00136941
         780     1.23779     1.20559  0.00136828
         781     1.23327     1.20563  0.00136699
         782     1.22908     1.20566  0.00136557
         783     1.22025     1.20568  0.00136395
         784     1.23409     1.20571  0.00136269
         785      1.2489     1.20577  0.00136207
         786     1.25683     1.20583  0.00136188
         787     1.26772     1.20591  0.00136242
         788     1.27618       1.206  0.00136361
         789     1.24807     1.20605  0.00136292
         790     1.26897     1.20613  0.00136352
         791     1.25892      1.2062  0.00136343
         792     1.25017     1.20626  0.00136284
         793     1.25476     1.20632  0.00136249
         794     1.23347     1.20635   0.0013612
         795     1.25016     1.20641  0.00136061
         796     1.23097     1.20644  0.00135925
         797     1.24111     1.20648  0.00135824
         798     1.24001     1.20652  0.00135719
         799     1.25275     1.20658  0.00135672
         800     1.24936     1.20663  0.00135608
         801     1.25918      1.2067  0.00135597
         802      1.2675     1.20678   0.0013564
         803     1.25021     1.20683  0.00135579
         804     1.25843     1.20689  0.00135562
         805     1.24176     1.20694  0.00135463
         806     1.21473     1.20695  0.00135298
         807     1.19713     1.20693  0.00135136
         808     1.20334     1.20693  0.00134969
         809     1.20836     1.20693  0.00134802
         810      1.1993     1.20692  0.00134639
         811      1.1948     1.20691  0.00134482
         812     1.20432      1.2069  0.00134316
         813     1.20936     1.20691  0.00134152
         814     1.19894      1.2069   0.0013399
         815      1.1992     1.20689  0.00133829
         816     1.22555     1.20691  0.00133685
         817     1.21323     1.20692  0.00133523
         818     1.21064     1.20692  0.00133361
         819     1.21843     1.20694  0.00133205
         820      1.2031     1.20693  0.00133044
         821     1.20315     1.20693  0.00132883
         822     1.20421     1.20692  0.00132721
         823     1.20365     1.20692  0.00132561
         824     1.20331     1.20692  0.00132401
         825     1.19989     1.20691  0.00132243
         826     1.19111     1.20689  0.00132097
         827     1.19756     1.20688  0.00131942
         828     1.20635     1.20688  0.00131782
         829     1.21344     1.20688  0.00131626
         830     1.22754     1.20691  0.00131491
         831     1.21302     1.20692  0.00131334
         832     1.22464     1.20694  0.00131194
         833     1.22124     1.20696  0.00131048
         834     1.20853     1.20696  0.00130891
         835     1.20105     1.20695  0.00130736
         836     1.20004     1.20694  0.00130582
         837     1.20293     1.20694  0.00130427
         838     1.20731     1.20694  0.00130271
         839     1.20262     1.20693  0.00130117
         840     1.21145     1.20694  0.00129963
         841     1.21474     1.20695  0.00129812
         842     1.19512     1.20693  0.00129665
         843     1.20135     1.20693  0.00129513
         844     1.20127     1.20692  0.00129362
         845     1.19651     1.20691  0.00129214
         846     1.21844     1.20692  0.00129069
         847     1.22108     1.20694  0.00128927
         848     1.23849     1.20697  0.00128829
         849      1.2503     1.20703  0.00128778
         850     1.26575     1.20709  0.00128812
         851      1.2203     1.20711   0.0012867
         852     1.27403     1.20719  0.00128758
         853     1.23608     1.20722  0.00128652
         854     1.23512     1.20726  0.00128543
         855     1.20987     1.20726  0.00128393
         856     1.21091     1.20726  0.00128243
         857     1.19297     1.20725  0.00128105
         858     1.19576     1.20723  0.00127962
         859      1.1911     1.20721  0.00127827
         860     1.19047     1.20719  0.00127693
         861      1.1979     1.20718   0.0012755
         862     1.19907     1.20717  0.00127405
         863     1.21385     1.20718   0.0012726
         864     1.20926     1.20718  0.00127113
         865     1.20376     1.20718  0.00126966
         866     1.20674     1.20718   0.0012682
         867      1.2159     1.20719  0.00126678
         868     1.21686      1.2072  0.00126537
         869     1.21167     1.20721  0.00126392
         870     1.23468     1.20724  0.00126286
         871     1.23874     1.20727  0.00126193
         872     1.23139      1.2073  0.00126078
         873      1.2243     1.20732  0.00125949
         874     1.19998     1.20731  0.00125808
         875     1.20095     1.20731  0.00125666
         876     1.19287     1.20729  0.00125533
         877     1.17839     1.20726  0.00125434
         878     1.17516     1.20722  0.00125344
         879      1.1677     1.20717  0.00125282
         880      1.1735     1.20714  0.00125198
         881     1.17191      1.2071   0.0012512
         882     1.18628     1.20707     0.00125
         883     1.18189     1.20704  0.00124891
         884     1.20161     1.20704  0.00124751
         885       1.203     1.20703  0.00124611
         886     1.21268     1.20704  0.00124472
         887     1.20979     1.20704  0.00124332
         888     1.22579     1.20706   0.0012421
         889     1.22236     1.20708  0.00124082
         890     1.20317     1.20708  0.00123944
         891     1.24413     1.20712  0.00123874
         892     1.24795     1.20716   0.0012382
         893      1.2231     1.20718  0.00123694
         894      1.2118     1.20719  0.00123557
         895     1.20722     1.20719  0.00123419
         896     1.21307     1.20719  0.00123283
         897      1.2076     1.20719  0.00123145
         898     1.20213     1.20719   0.0012301
         899     1.20615     1.20719  0.00122873
         900     1.18988     1.20717  0.00122751
         901     1.19981     1.20716  0.00122618
         902     1.20049     1.20715  0.00122484
         903     1.19461     1.20714  0.00122356
         904     1.21348     1.20715  0.00122223
         905     1.22099     1.20716  0.00122098
         906     1.22075     1.20718  0.00121972
         907     1.21203     1.20718  0.00121839
         908     1.22321      1.2072  0.00121717
         909     1.19023     1.20718  0.00121598
         910     1.19107     1.20716  0.00121477
         911     1.19424     1.20715  0.00121352
         912     1.18739     1.20713  0.00121238
         913     1.18069      1.2071   0.0012114
         914     1.19274     1.20708  0.00121018
         915     1.20427     1.20708  0.00120886
         916     1.19845     1.20707  0.00120757
         917     1.20348     1.20707  0.00120626
         918       1.215     1.20707  0.00120498
         919      1.2154     1.20708   0.0012037
         920     1.20413     1.20708   0.0012024
         921     1.21805     1.20709  0.00120115
         922     1.22398     1.20711  0.00119999
         923     1.23245     1.20714    0.001199
         924     1.22534     1.20716  0.00119787
         925     1.22533     1.20718  0.00119673
         926     1.22042     1.20719  0.00119553
         927     1.21163      1.2072  0.00119425
         928     1.20283     1.20719  0.00119297
         929     1.21458      1.2072  0.00119171
         930     1.18829     1.20718   0.0011906
         931     1.20677     1.20718  0.00118932
         932     1.20595     1.20718  0.00118805
         933      1.1937     1.20716  0.00118686
         934     1.19125     1.20715  0.00118572
         935     1.15878     1.20709  0.00118557
         936     1.17698     1.20706  0.00118474
         937     1.17125     1.20702   0.0011841
         938     1.16559     1.20698  0.00118366
         939      1.1636     1.20693   0.0011833
         940     1.17261      1.2069   0.0011826
         941     1.15515     1.20684  0.00118262
         942     1.16351      1.2068  0.00118226
         943     1.17007     1.20676  0.00118165
         944      1.1898     1.20674  0.00118054
         945     1.18925     1.20672  0.00117943
         946      1.2073     1.20672  0.00117818
         947     1.23418     1.20675   0.0011773
         948      1.2048     1.20675  0.00117606
         949     1.23963     1.20678  0.00117533
         950     1.24812     1.20683   0.0011749
         951     1.25965     1.20688  0.00117497
         952     1.25432     1.20693   0.0011748
         953     1.26064     1.20699  0.00117491
         954     1.26528     1.20705  0.00117527
         955     1.26111     1.20711   0.0011754
         956     1.23901     1.20714  0.00117465
         957     1.20207     1.20713  0.00117343
         958     1.21004     1.20714  0.00117221
         959      1.2135     1.20714  0.00117101
         960     1.19997     1.20714  0.00116981
         961     1.18447     1.20711  0.00116883
         962      1.1993      1.2071  0.00116764
         963     1.19439     1.20709  0.00116651
         964     1.18511     1.20707  0.00116552
         965     1.20814     1.20707  0.00116431
         966     1.22187     1.20708  0.00116321
         967     1.21066     1.20709  0.00116201
         968     1.22418     1.20711  0.00116094
         969     1.22859     1.20713  0.00115996
         970     1.23009     1.20715    0.001159
         971     1.23473     1.20718  0.00115816
         972      1.2248      1.2072  0.00115711
         973      1.2494     1.20724  0.00115673
         974     1.23194     1.20727  0.00115582
         975     1.25282     1.20731  0.00115558
         976     1.24971     1.20736  0.00115521
         977     1.26498     1.20742  0.00115553
         978     1.28216     1.20749  0.00115688
         979     1.28689     1.20757  0.00115853
         980     1.29353     1.20766  0.00116067
         981     1.29675     1.20775  0.00116303
         982     1.28663     1.20783  0.00116462
         983     1.28449     1.20791  0.00116604
         984     1.25704     1.20796  0.00116592
         985     1.25052       1.208  0.00116554
         986     1.22787     1.20802  0.00116453
         987     1.21649     1.20803  0.00116338
         988     1.21975     1.20804  0.00116227
         989      1.2056     1.20804   0.0011611
         990     1.21861     1.20805  0.00115997
         991     1.20731     1.20805   0.0011588
         992     1.20244     1.20805  0.00115765
         993     1.19119     1.20803  0.00115661
         994     1.18013       1.208  0.00115578
         995     1.16395     1.20796  0.00115547
         996      1.1754     1.20792  0.00115477
         997     1.17777     1.20789  0.00115401
         998     1.18317     1.20787  0.00115312
         999      1.1742     1.20784  0.00115246
        1000     1.17768     1.20781   0.0011517
        1001     1.18288     1.20778  0.00115082
        1002     1.18561     1.20776  0.00114988
        1003     1.19667     1.20775  0.00114879
        1004     1.21239     1.20775  0.00114765
        1005     1.20869     1.20775  0.00114651
        1006     1.22827     1.20777  0.00114555
        1007     1.23213      1.2078  0.00114467
        1008     1.24026     1.20783  0.00114399
        1009     1.24124     1.20786  0.00114333
        1010     1.23049     1.20789  0.00114242
        1011     1.26731     1.20794   0.0011428
        1012     1.24194     1.20798  0.00114217
        1013     1.24046     1.20801  0.00114149
        1014     1.24364     1.20804   0.0011409
        1015     1.24036     1.20808  0.00114022
        1016     1.23626      1.2081  0.00113944
        1017      1.2502     1.20815  0.00113907
        1018     1.24669     1.20818  0.00113858
        1019     1.23916     1.20821  0.00113787
        1020     1.24235     1.20825  0.00113725
        1021     1.24694     1.20829  0.00113676
        1022     1.25006     1.20833  0.00113638
        1023     1.23153     1.20835   0.0011355
        1024     1.24736     1.20839  0.00113503
        1025     1.25096     1.20843  0.00113468
        1026     1.23199     1.20845  0.00113381
        1027     1.24927     1.20849   0.0011334
        1028     1.23708     1.20852  0.00113264
        1029     1.24968     1.20856  0.00113225
        1030     1.24326     1.20859  0.00113165
        1031     1.25418     1.20864  0.00113141
        1032     1.27615      1.2087  0.00113221
        1033     1.26683     1.20876  0.00113251
        1034     1.25121      1.2088  0.00113216
        1035     1.25135     1.20884  0.00113181
        1036     1.24989     1.20888  0.00113141
        1037     1.24895     1.20892  0.00113098
        1038     1.23293     1.20894  0.00113013
        1039     1.23987     1.20897  0.00112943
        1040     1.23435       1.209  0.00112861
        1041     1.23463     1.20902  0.00112779
        1042     1.22618     1.20904  0.00112683
        1043     1.22998     1.20906  0.00112593
        1044     1.23692     1.20908  0.00112517
        1045     1.21197     1.20909  0.00112409
        1046     1.21959      1.2091  0.00112306
        1047     1.20047     1.20909  0.00112202
        1048     1.21724      1.2091  0.00112098
        1049     1.21582      1.2091  0.00111993
        1050     1.22342     1.20912  0.00111894
        1051     1.21171     1.20912  0.00111788
        1052     1.20029     1.20911  0.00111685
        1053      1.2057     1.20911  0.00111579
        1054     1.20541      1.2091  0.00111474
        1055     1.18862     1.20908  0.00111385
        1056     1.19563     1.20907  0.00111287
        1057     1.18145     1.20905  0.00111213
        1058     1.20565     1.20904  0.00111108
        1059     1.20215     1.20904  0.00111005
        1060     1.21071     1.20904    0.001109
        1061     1.23039     1.20906  0.00110814
        1062     1.22231     1.20907  0.00110717
        1063     1.21999     1.20908  0.00110617
        1064      1.2015     1.20907  0.00110516
        1065     1.22083     1.20908  0.00110417
        1066     1.20018     1.20908  0.00110317
        1067     1.19924     1.20907  0.00110217
        1068     1.20687     1.20906  0.00110114
        1069     1.21079     1.20907  0.00110012
        1070     1.21247     1.20907  0.00109909
        1071      1.2162     1.20908  0.00109809
        1072     1.22664     1.20909  0.00109718
        1073     1.20176     1.20909  0.00109618
        1074     1.20459     1.20908  0.00109517
        1075     1.18899     1.20906  0.00109431
        1076     1.17669     1.20903  0.00109371
        1077      1.1751       1.209  0.00109314
        1078     1.16939     1.20896  0.00109275
        1079     1.19992     1.20896  0.00109177
        1080     1.20174     1.20895  0.00109078
        1081     1.22662     1.20897  0.00108989
        1082     1.21887     1.20897  0.00108892
        1083     1.21835     1.20898  0.00108795
        1084     1.21996     1.20899  0.00108699
        1085     1.20444     1.20899    0.001086
        1086     1.21066     1.20899    0.001085
        1087     1.24021     1.20902  0.00108438
        1088     1.22416     1.20903  0.00108348
        1089      1.2039     1.20903  0.00108249
        1090     1.22161     1.20904  0.00108156
        1091     1.21642     1.20905  0.00108059
        1092     1.20341     1.20904  0.00107961
        1093     1.20868     1.20904  0.00107862
        1094     1.20383     1.20904  0.00107765
        1095     1.19601     1.20902  0.00107673
        1096     1.19816     1.20902  0.00107579
        1097     1.19716       1.209  0.00107487
        1098     1.17446     1.20897  0.00107435
        1099     1.19378     1.20896  0.00107346
        1100     1.18538     1.20894   0.0010727
        1101     1.18462     1.20892  0.00107195
        1102     1.19406      1.2089  0.00107106
        1103     1.19866     1.20889  0.00107013
        1104     1.20768     1.20889  0.00106916
        1105     1.21081     1.20889   0.0010682
        1106      1.2023     1.20889  0.00106725
        1107     1.20636     1.20889  0.00106629
        1108     1.21305     1.20889  0.00106533
        1109     1.21154     1.20889  0.00106437
        1110      1.2086     1.20889  0.00106341
        1111     1.21811      1.2089  0.00106249
        1112     1.20433      1.2089  0.00106154
        1113      1.2145      1.2089   0.0010606
        1114       1.224     1.20891  0.00105974
        1115     1.23394     1.20894  0.00105902
        1116     1.23038     1.20896  0.00105825
        1117     1.24064     1.20898  0.00105768
        1118     1.25129     1.20902  0.00105741
        1119     1.24824     1.20906  0.00105705
        1120     1.25902      1.2091  0.00105704
        1121     1.25309     1.20914  0.00105683
        1122     1.24607     1.20917   0.0010564
        1123     1.24406      1.2092  0.00105592
        1124     1.24348     1.20923  0.00105542
        1125     1.23066     1.20925  0.00105465
        1126     1.24009     1.20928  0.00105407
        1127     1.22933      1.2093  0.00105328
        1128     1.22647     1.20931  0.00105246
        1129     1.24542     1.20935  0.00105201
        1130      1.2553     1.20939  0.00105187
        1131     1.23322     1.20941  0.00105115
        1132     1.26357     1.20946  0.00105131
        1133     1.26479      1.2095  0.00105151
        1134     1.27189     1.20956  0.00105203
        1135      1.2822     1.20962  0.00105304
        1136     1.29825      1.2097    0.001055
        1137     1.31502     1.20979  0.00105813
        1138     1.32214     1.20989   0.0010618
        1139     1.31475     1.20999  0.00106485
        1140     1.30008     1.21006  0.00106684
        1141     1.29494     1.21014   0.0010685
        1142     1.28393      1.2102  0.00106952
        1143     1.28943     1.21027  0.00107082
        1144     1.28071     1.21033  0.00107166
        1145     1.27578     1.21039  0.00107224
        1146     1.29236     1.21046  0.00107369
        1147     1.27611     1.21052  0.00107428
        1148     1.27319     1.21057  0.00107473
        1149     1.27783     1.21063  0.00107539
        1150     1.27473     1.21069   0.0010759
        1151     1.26692     1.21074  0.00107607
        1152     1.24579     1.21077  0.00107557
        1153     1.20317     1.21076  0.00107465
        1154     1.25752      1.2108  0.00107449
        1155     1.22624     1.21082  0.00107364
        1156     1.23395     1.21084   0.0010729
        1157     1.22572     1.21085  0.00107205
        1158     1.22427     1.21086  0.00107118
        1159     1.24624     1.21089  0.00107069
        1160     1.22541      1.2109  0.00106984
        1161     1.25294     1.21094  0.00106953
        1162     1.24452     1.21097    0.001069
        1163     1.24452       1.211  0.00106847
        1164     1.24032     1.21102  0.00106785
        1165     1.25257     1.21106  0.00106753
        1166      1.2512     1.21109  0.00106717
        1167     1.25977     1.21113  0.00106707
        1168     1.26712     1.21118  0.00106723
        1169       1.253     1.21122  0.00106692
        1170     1.24931     1.21125  0.00106651
        1171     1.23311     1.21127  0.00106576
        1172     1.21621     1.21127  0.00106486
        1173     1.23056     1.21129  0.00106408
        1174     1.22509      1.2113  0.00106323
        1175     1.23413     1.21132  0.00106251
        1176     1.21531     1.21132  0.00106161
        1177     1.23406     1.21134  0.00106088
        1178     1.22147     1.21135  0.00106002
        1179     1.21511     1.21136  0.00105912
        1180      1.2048     1.21135  0.00105824
        1181     1.20157     1.21134  0.00105738
        1182     1.19215     1.21133  0.00105661
        1183     1.20799     1.21132  0.00105572
        1184     1.21454     1.21133  0.00105483
        1185     1.23824     1.21135  0.00105418
        1186     1.24137     1.21137   0.0010536
        1187     1.23653     1.21139  0.00105292
        1188     1.26108     1.21144  0.00105287
        1189     1.22013     1.21144  0.00105201
        1190     1.23762     1.21147  0.00105135
        1191     1.22997     1.21148  0.00105059
        1192     1.24679     1.21151  0.00105012
        1193     1.24665     1.21154  0.00104965
        1194      1.2417     1.21157  0.00104908
        1195     1.25095      1.2116  0.00104872
        1196     1.25776     1.21164  0.00104855
        1197     1.25959     1.21168  0.00104844
        1198     1.26438     1.21172  0.00104849
        1199     1.25831     1.21176  0.00104833
        1200     1.26597      1.2118  0.00104843
        1201     1.25857     1.21184  0.00104828
        1202     1.23814     1.21187  0.00104764
        1203     1.23792     1.21189  0.00104699
        1204     1.23048      1.2119  0.00104624
        1205      1.2272     1.21192  0.00104545
        1206     1.22487     1.21193  0.00104463
        1207     1.23891     1.21195  0.00104401
        1208     1.24145     1.21197  0.00104343
        1209     1.23025     1.21199  0.00104268
        1210     1.24761     1.21202  0.00104223
        1211     1.24272     1.21204  0.00104168
        1212     1.24392     1.21207  0.00104115
        1213     1.23801     1.21209  0.00104051
        1214     1.22276      1.2121  0.00103969
        1215     1.21435      1.2121  0.00103884
        1216     1.22411     1.21211  0.00103803
        1217     1.22484     1.21212  0.00103723
        1218     1.21982     1.21213   0.0010364
        1219     1.24156     1.21215  0.00103583
        1220     1.24253     1.21218  0.00103528
        1221     1.23413      1.2122  0.00103459
        1222     1.23161     1.21221  0.00103386
        1223     1.23394     1.21223  0.00103317
        1224     1.23374     1.21225  0.00103247
        1225     1.23843     1.21227  0.00103185
        1226     1.21566     1.21227  0.00103101
        1227     1.24934      1.2123  0.00103062
        1228     1.24709     1.21233  0.00103017
        1229     1.22616     1.21234  0.00102939
        1230     1.23678     1.21236  0.00102875
        1231      1.2353     1.21238  0.00102808
        1232      1.1924     1.21236  0.00102737
        1233     1.20155     1.21235  0.00102658
        1234     1.19738     1.21234  0.00102582
        1235     1.20191     1.21233  0.00102502
        1236     1.20556     1.21233  0.00102421
        1237     1.18944     1.21231  0.00102354
        1238     1.19729      1.2123  0.00102279
        1239     1.20624     1.21229  0.00102198
        1240     1.19442     1.21228  0.00102125
        1241     1.18889     1.21226   0.0010206
        1242     1.19128     1.21224  0.00101992
        1243     1.19156     1.21223  0.00101924
        1244     1.19359     1.21221  0.00101853
        1245       1.197      1.2122  0.00101778
        1246     1.19658     1.21219  0.00101704
        1247     1.19686     1.21217   0.0010163
        1248     1.19315     1.21216   0.0010156
        1249     1.18369     1.21214  0.00101504
        1250     1.18512     1.21211  0.00101446
        1251     1.20078      1.2121  0.00101369
        1252     1.19733     1.21209  0.00101295
        1253      1.1958     1.21208  0.00101223
        1254     1.21497     1.21208  0.00101142
        1255     1.19492     1.21207  0.00101071
        1256     1.18712     1.21205   0.0010101
        1257     1.19727     1.21204  0.00100936
        1258     1.19508     1.21202  0.00100865
        1259     1.18476       1.212  0.00100808
        1260      1.1786     1.21198  0.00100763
        1261     1.17224     1.21194  0.00100732
        1262     1.16853     1.21191  0.00100711
        1263     1.18275     1.21189  0.00100658
        1264     1.16801     1.21185  0.00100638
        1265     1.16867     1.21182  0.00100617
        1266      1.1785     1.21179  0.00100571
        1267     1.17036     1.21176  0.00100545
        1268     1.17182     1.21173  0.00100515
        1269     1.17708      1.2117  0.00100473
        1270     1.18913     1.21168   0.0010041
        1271      1.1691     1.21165  0.00100387
        1272     1.18525     1.21163  0.00100329
        1273     1.18332     1.21161  0.00100275
        1274     1.17378     1.21158   0.0010024
        1275     1.19365     1.21156  0.00100171
        1276     1.19727     1.21155  0.00100099
        1277       1.205     1.21155  0.00100022
        1278     1.20466     1.21154 0.000999453
        1279     1.18915     1.21152 0.000998825
        1280     1.18937      1.2115 0.000998195
        1281     1.17609     1.21148 0.000997799
        1282     1.18485     1.21146 0.000997236
        1283     1.16701     1.21142 0.000997061
        1284     1.16944     1.21139  0.00099682
        1285     1.19936     1.21138 0.000996088
        1286     1.18146     1.21136 0.000995585
        1287     1.20242     1.21135 0.000994836
        1288     1.20103     1.21134 0.000994096
        1289      1.2094     1.21134 0.000993326
        1290     1.22225     1.21135 0.000992592
        1291     1.20788     1.21135 0.000991827
        1292     1.19589     1.21133 0.000991131
        1293     1.19728     1.21132 0.000990424
        1294     1.18184      1.2113 0.000989921
        1295     1.19144     1.21128 0.000989275
        1296     1.17411     1.21126 0.000988928
        1297     1.18908     1.21124 0.000988313
        1298     1.16869     1.21121 0.000988095
        1299     1.19105     1.21119 0.000987456
        1300     1.19221     1.21118 0.000986805
        1301      1.1944     1.21116 0.000986131
        1302     1.21341     1.21117 0.000985375
        1303     1.22144     1.21117  0.00098465
        1304     1.23687     1.21119 0.000984092
        1305     1.22787     1.21121 0.000983421
        1306     1.24411     1.21123 0.000982991
        1307     1.23893     1.21125 0.000982467
        1308     1.22573     1.21126 0.000981778
        1309     1.21852     1.21127 0.000981044
        1310     1.21306     1.21127 0.000980296
        1311     1.21286     1.21127 0.000979549
        1312     1.17533     1.21124 0.000979185
        1313     1.19517     1.21123 0.000978516
        1314     1.18073     1.21121 0.000978046
        1315     1.16726     1.21117 0.000977874
        1316     1.16974     1.21114 0.000977637
        1317     1.19055     1.21113  0.00097702
        1318     1.18606     1.21111 0.000976464
        1319     1.18919     1.21109 0.000975865
        1320     1.19545     1.21108 0.000975197
        1321     1.19532     1.21107 0.000974532
        1322     1.18656     1.21105 0.000973971
        1323     1.18856     1.21103 0.000973383
        1324     1.19162     1.21102 0.000972759
        1325     1.18598       1.211 0.000972208
        1326      1.2014     1.21099 0.000971502
        1327     1.19852     1.21098 0.000970815
        1328     1.19872     1.21097 0.000970128
        1329     1.20608     1.21097 0.000969405
        1330     1.20176     1.21096 0.000968701
        1331     1.21086     1.21096 0.000967973
        1332     1.19273     1.21095 0.000967343
        1333     1.21161     1.21095 0.000966618
        1334     1.18581     1.21093 0.000966077
        1335     1.19356     1.21092 0.000965441
        1336     1.19611     1.21091 0.000964782
        1337     1.20957     1.21091 0.000964061
        1338     1.22872     1.21092 0.000963432
        1339     1.23335     1.21094 0.000962858
        1340      1.2429     1.21096 0.000962435
        1341     1.23617     1.21098 0.000961901
        1342     1.21371     1.21098 0.000961186
        1343     1.17849     1.21096 0.000960775
        1344     1.21226     1.21096 0.000960061
        1345     1.21069     1.21096 0.000959347
        1346     1.18428     1.21094 0.000958839
        1347     1.22336     1.21095 0.000958171
        1348     1.22785     1.21096 0.000957543
        1349     1.20988     1.21096 0.000956833
        1350     1.19501     1.21095 0.000956197
        1351     1.19186     1.21093 0.000955594
        1352     1.18798     1.21091 0.000955038
        1353     1.19694      1.2109 0.000954388
        1354     1.20029      1.2109 0.000953715
        1355     1.20916      1.2109 0.000953012
        1356     1.20287     1.21089 0.000952328
        1357     1.20418     1.21088 0.000951639
        1358     1.21023     1.21088 0.000950938
        1359     1.19434     1.21087 0.000950316
        1360     1.19687     1.21086 0.000949673
        1361     1.19966     1.21085 0.000949011
        1362      1.1831     1.21083 0.000948533
        1363     1.20104     1.21083 0.000947864
        1364     1.19253     1.21081 0.000947264
        1365      1.2117     1.21081 0.000946571
        1366     1.20819     1.21081  0.00094588
        1367     1.19612      1.2108 0.000945249
        1368     1.23137     1.21082 0.000944677
        1369     1.20759     1.21081  0.00094399
        1370     1.21965     1.21082 0.000943323
        1371     1.21678     1.21082 0.000942645
        1372     1.20278     1.21082 0.000941976
        1373     1.17458     1.21079  0.00094166
        1374     1.17265     1.21076 0.000941384
        1375     1.17517     1.21074 0.000941055
        1376     1.17373     1.21071 0.000940755
        1377       1.181     1.21069  0.00094032
        1378     1.20057     1.21068 0.000939666
        1379      1.2097     1.21068 0.000938985
        1380     1.21305     1.21068 0.000938306
        1381     1.21215     1.21068 0.000937627
        1382     1.21764     1.21069 0.000936962
        1383      1.2248      1.2107  0.00093634
        1384     1.20044     1.21069 0.000935693
        1385     1.19352     1.21068   0.0009351
        1386     1.20285     1.21067 0.000934442
        1387     1.18236     1.21065 0.000933991
        1388     1.19887     1.21065 0.000933357
        1389     1.20189     1.21064 0.000932706
        1390     1.20912     1.21064 0.000932036
        1391     1.21212     1.21064 0.000931366
        1392     1.21891     1.21064 0.000930716
        1393     1.18935     1.21063 0.000930174
        1394     1.18927     1.21061 0.000929633
        1395      1.1762     1.21059 0.000929293
        1396     1.16511     1.21056 0.000929199
        1397     1.17723     1.21053  0.00092884
        1398     1.18234     1.21051 0.000928394
        1399     1.20219     1.21051  0.00092775
        1400     1.20624      1.2105 0.000927092
        1401     1.21773     1.21051 0.000926445
        1402     1.22265     1.21052 0.000925824
        1403     1.22357     1.21053 0.000925211
        1404     1.23781     1.21055 0.000924756
        1405     1.25138     1.21058 0.000924555
        1406     1.25189      1.2106 0.000924364
        1407     1.26019     1.21064 0.000924379
        1408     1.24927     1.21067 0.000924129
        1409     1.26845     1.21071 0.000924383
        1410      1.2314     1.21072 0.000923844
        1411     1.25569     1.21076 0.000923739
        1412     1.23398     1.21077 0.000923231
        1413     1.25294      1.2108  0.00092306
        1414     1.22284     1.21081 0.000922446
        1415     1.27328     1.21085  0.00092285
        1416      1.2553     1.21089 0.000922732
        1417     1.25268     1.21091 0.000922552
        1418     1.23213     1.21093 0.000922023
        1419     1.22643     1.21094 0.000921438
        1420     1.22892     1.21095 0.000920876
        1421      1.2054     1.21095 0.000920236
        1422     1.21406     1.21095 0.000919592
        1423     1.21951     1.21096 0.000918965
        1424     1.21776     1.21096 0.000918332
        1425     1.20422     1.21096   0.0009177
        1426     1.20449     1.21095 0.000917067
        1427     1.20858     1.21095 0.000916426
        1428     1.19134     1.21094 0.000915887
        1429     1.20513     1.21093 0.000915256
        1430     1.21329     1.21094 0.000914617
        1431     1.20578     1.21093 0.000913985
        1432     1.21085     1.21093 0.000913347
        1433     1.19292     1.21092 0.000912796
        1434     1.20575     1.21092 0.000912166
        1435     1.19022      1.2109 0.000911645
        1436     1.20276      1.2109 0.000911028
        1437     1.18983     1.21088 0.000910512
        1438     1.20531     1.21088 0.000909887
        1439     1.20573     1.21087 0.000909261
        1440     1.20254     1.21087 0.000908648
        1441      1.2013     1.21086 0.000908042
        1442     1.20075     1.21085 0.000907439
        1443     1.19172     1.21084 0.000906907
        1444     1.19035     1.21083  0.00090639
