#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         485    0.881068    0.804265  0.00428308
         486    0.875538    0.804412  0.00427677
         487    0.865113    0.804537  0.00426981
         488    0.850847    0.804632  0.00426211
         489    0.834103    0.804692  0.00425382
         490    0.816601    0.804716  0.00424521
         491    0.800294    0.804707  0.00423657
         492    0.787224    0.804672  0.00422811
         493    0.778971    0.804619  0.00421986
         494    0.776271    0.804562  0.00421171
         495    0.778765     0.80451  0.00420352
         496    0.785133    0.804471  0.00419523
         497    0.793605    0.804449  0.00418684
         498    0.802491    0.804445  0.00417844
         499    0.810485    0.804457  0.00417008
         500    0.816783    0.804482  0.00416181
