#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         474      -0.376   -0.461873  0.00234195
         475      -0.536   -0.462029  0.00234221
         476      -0.448      -0.462  0.00233748
         477      -0.504   -0.462088  0.00233424
         478      -0.504   -0.462176    0.002331
         479      -0.528   -0.462313  0.00233018
         480      -0.392   -0.462167  0.00232993
         481      -0.472   -0.462187  0.00232517
         482      -0.496   -0.462257  0.00232141
         483       -0.36   -0.462046  0.00232623
         484      -0.432   -0.461983  0.00232226
         485      -0.424   -0.461905  0.00231879
         486      -0.408   -0.461794  0.00231667
         487       -0.48   -0.461832  0.00231221
         488       -0.52   -0.461951  0.00231054
         489       -0.56   -0.462151   0.0023145
         490      -0.392   -0.462008   0.0023142
         491      -0.464   -0.462012  0.00230949
         492      -0.568   -0.462228  0.00231482
         493      -0.584   -0.462475  0.00232327
         494      -0.536   -0.462623  0.00232333
         495      -0.464   -0.462626  0.00231864
         496      -0.504    -0.46271  0.00231546
         497      -0.464   -0.462712  0.00231081
         498      -0.488   -0.462763  0.00230672
         499      -0.432   -0.462701  0.00230292
         500      -0.512     -0.4628  0.00230043
         501       -0.48   -0.462834  0.00229609
         502      -0.472   -0.462853  0.00229159
         503       -0.44   -0.462807  0.00228749
         504      -0.456   -0.462794  0.00228299
         505       -0.48   -0.462828  0.00227872
         506       -0.48   -0.462862  0.00227447
         507      -0.368   -0.462675  0.00227767
         508        -0.4   -0.462551  0.00227652
         509      -0.448   -0.462523  0.00227223
         510      -0.392   -0.462384  0.00227198
         511       -0.44   -0.462341  0.00226795
         512      -0.384   -0.462187  0.00226868
         513      -0.448    -0.46216  0.00226443
         514      -0.464   -0.462163  0.00226002
         515       -0.52   -0.462276  0.00225842
         516      -0.408   -0.462171  0.00225649
         517      -0.504   -0.462251  0.00225358
         518      -0.424   -0.462178  0.00225044
         519      -0.488   -0.462227  0.00224665
         520      -0.544   -0.462385  0.00224783
         521      -0.416   -0.462296  0.00224528
