#     BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
             739          0.1352        0.169349      0.00293577
             740           0.048        0.169185      0.00293638
             741          0.2048        0.169233      0.00293281
             742          0.1408        0.169195      0.00292911
             743          0.1088        0.169113      0.00292629
             744          0.3232         0.16932      0.00292968
             745           0.212        0.169378      0.00292631
             746          0.3232        0.169584      0.00292964
             747          0.6568        0.170236      0.00299744
             748          0.0832         0.17012      0.00299569
             749          0.2688        0.170252      0.00299459
             750          0.1608        0.170239      0.00299062
             751          0.0768        0.170115      0.00298923
             752          0.1312        0.170063       0.0029857
             753          0.2472        0.170165      0.00298349
             754          0.1408        0.170126      0.00297979
             755          0.1608        0.170114      0.00297587
             756          0.0392        0.169941      0.00297697
             757          0.1512        0.169916      0.00297314
             758          0.1152        0.169844      0.00297009
             759            0.24        0.169936      0.00296762
             760          0.0712        0.169806      0.00296655
             761           0.148        0.169778      0.00296279
             762          0.1768        0.169787      0.00295892
             763           0.304        0.169963      0.00296027
             764           0.272        0.170096       0.0029594
             765          0.2112         0.17015      0.00295602
             766          0.2208        0.170216       0.0029529
             767          0.3328        0.170428      0.00295665
             768          0.1928        0.170457      0.00295294
             769          0.2528        0.170564      0.00295105
             770          0.2472        0.170664      0.00294889
             771          0.1632        0.170654      0.00294508
             772          0.1032        0.170567      0.00294256
             773           0.132        0.170517      0.00293918
             774           0.128        0.170462       0.0029359
             775          0.1568        0.170444      0.00293216
             776          0.0712        0.170316      0.00293117
             777           0.116        0.170247      0.00292823
             778          0.1248        0.170188      0.00292505
             779          0.2152        0.170246      0.00292186
             780           0.208        0.170294      0.00291852
             781            0.18        0.170307      0.00291481
             782          0.1088        0.170228      0.00291214
             783          0.0552        0.170081      0.00291213
             784          0.1832        0.170098      0.00290846
             785          0.2632        0.170217      0.00290717
             786          0.1472        0.170187      0.00290362
             787          0.0968        0.170094      0.00290143
             788          0.1792        0.170106      0.00289777
             789          0.1888        0.170129      0.00289419
             790            0.16        0.170116      0.00289056
             791          0.1952        0.170148      0.00288708
             792          0.1152        0.170079      0.00288427
             793            0.18        0.170091      0.00288066
             794          0.1128        0.170019      0.00287793
             795          0.2472        0.170116      0.00287595
             796          0.2088        0.170165      0.00287275
             797          0.2632        0.170282      0.00287151
             798          0.2432        0.170373      0.00286937
             799           0.068        0.170245      0.00286864
             800          0.2048        0.170288      0.00286538
             801          0.1448        0.170256      0.00286197
             802            0.18        0.170268      0.00285843
             803          0.1632         0.17026      0.00285489
             804          0.2568        0.170367      0.00285336
             805           0.212        0.170419      0.00285029
             806           0.068        0.170292      0.00284958
             807          0.1352        0.170248      0.00284638
             808          0.0672        0.170121      0.00284572
             809           0.292        0.170271      0.00284618
             810          0.0672        0.170144      0.00284551
             811          0.3112        0.170318      0.00284731
             812           0.128        0.170266      0.00284429
             813            0.16        0.170253      0.00284081
             814          0.0872        0.170151      0.00283916
             815          0.1312        0.170104      0.00283608
             816          0.1192        0.170041      0.00283329
             817           0.276        0.170171      0.00283278
             818          0.0968        0.170081      0.00283074
             819          0.0392        0.169921      0.00283179
             820           0.116        0.169856       0.0028291
             821          0.1408         0.16982      0.00282588
             822          0.2408        0.169907      0.00282376
             823          0.0512        0.169762      0.00282401
             824           0.128        0.169712      0.00282104
             825          0.1032        0.169631      0.00281877
             826          0.1152        0.169565      0.00281613
             827          0.2408        0.169651      0.00281404
             828          0.1952        0.169682      0.00281081
             829          0.1568        0.169667      0.00280746
             830          0.1152        0.169601      0.00280485
             831          0.0808        0.169494       0.0028035
             832          0.1192        0.169434      0.00280079
             833          0.1512        0.169412      0.00279751
             834          0.1512         0.16939      0.00279424
             835            0.32         0.16957      0.00279671
             836          0.2272        0.169639      0.00279421
             837          0.1088        0.169567      0.00279182
             838          0.0928        0.169475      0.00278999
             839          0.0768        0.169364      0.00278885
             840          0.1568         0.16935      0.00278557
             841          0.1888        0.169373      0.00278236
             842          0.2408        0.169457      0.00278034
             843          0.0832        0.169355      0.00277893
             844          0.1032        0.169277      0.00277674
             845          0.2592        0.169383      0.00277549
             846          0.1088        0.169312      0.00277314
             847          0.1632        0.169304      0.00276987
             848          0.3488        0.169516      0.00277468
             849          0.1728         0.16952      0.00277142
             850          0.1128        0.169453      0.00276896
             851          0.2368        0.169532      0.00276684
             852          0.3488        0.169743      0.00277158
             853             0.1        0.169661      0.00276953
             854           0.196        0.169692      0.00276646
             855          0.2112         0.16974      0.00276365
             856          0.0648        0.169618      0.00276314
             857           0.304        0.169775      0.00276436
             858          0.2568        0.169876        0.002763
             859           0.292        0.170018      0.00276344
             860          0.0808        0.169914      0.00276217
             861          0.1352        0.169874      0.00275926
             862          0.5248        0.170286      0.00278661
             863          0.1832        0.170301      0.00278342
             864          0.1192        0.170242      0.00278083
             865          0.4512        0.170566      0.00279652
             866           0.192        0.170591       0.0027934
             867          0.7008        0.171203      0.00285633
             868           0.148        0.171176      0.00285317
             869          0.1088        0.171104      0.00285079
             870           0.148        0.171078      0.00284763
             871          0.1792        0.171087      0.00284438
             872          0.1632        0.171078      0.00284113
             873          0.1832        0.171092      0.00283791
             874          0.1128        0.171025      0.00283545
             875          0.0968         0.17094      0.00283348
             876           0.112        0.170873      0.00283104
             877           0.128        0.170824      0.00282824
             878          0.0608        0.170699      0.00282779
             879          0.1568        0.170683      0.00282462
             880            0.26        0.170785      0.00282323
             881          0.1312         0.17074      0.00282038
             882          0.1568        0.170724      0.00281723
             883          0.3048        0.170876      0.00281813
             884           0.132        0.170832      0.00281528
             885          0.1312        0.170787      0.00281246
             886           0.276        0.170906      0.00281179
             887          0.1728        0.170908      0.00280862
             888          0.1352        0.170868      0.00280574
             889          0.0832        0.170769      0.00280432
             890          0.3208        0.170938      0.00280623
             891          0.2728        0.171052      0.00280541
             892          0.1632        0.171043      0.00280228
             893          0.1408        0.171009      0.00279935
             894           0.176        0.171015      0.00279622
             895          0.1152        0.170952      0.00279379
             896           0.064        0.170833      0.00279322
             897          0.0968        0.170751      0.00279133
             898          0.2728        0.170864      0.00279053
             899          0.2112        0.170909      0.00278779
             900           0.192        0.170932      0.00278479
             901          0.0928        0.170846      0.00278305
             902           0.192        0.170869      0.00278006
             903          0.0992         0.17079      0.00277812
             904           0.176        0.170796      0.00277505
             905           0.116        0.170735      0.00277264
             906          0.2248        0.170795      0.00277022
             907          0.3232        0.170963      0.00277226
             908          0.1352        0.170923      0.00276949
             909          0.3072        0.171073       0.0027705
             910             0.1        0.170995      0.00276855
             911          0.1408        0.170962      0.00276571
             912          0.1152        0.170901      0.00276335
             913           0.228        0.170963      0.00276104
             914          0.1352        0.170924      0.00275829
             915           0.068        0.170812      0.00275757
             916          0.0928        0.170727      0.00275587
             917           0.128         0.17068      0.00275326
             918          0.1672        0.170676      0.00275027
             919          0.1568        0.170661      0.00274732
             920           0.116        0.170602      0.00274497
             921           0.212        0.170647      0.00274236
             922          0.1672        0.170643      0.00273939
             923          0.4008        0.170892      0.00274774
             924           0.324        0.171058      0.00274976
             925          0.1408        0.171025      0.00274698
             926           0.256        0.171117      0.00274555
             927          0.0552        0.170992      0.00274543
             928          0.4232        0.171264       0.0027559
             929           0.144        0.171234      0.00275308
             930          0.2048        0.171271      0.00275036
             931          0.0512        0.171142      0.00275043
             932           0.244         0.17122      0.00274859
             933          0.3592        0.171421      0.00275302
             934          0.3752        0.171639       0.0027587
             935          0.1032        0.171566      0.00275672
             936          0.0992        0.171489      0.00275486
             937          0.0552        0.171365      0.00275471
             938          0.2408        0.171439      0.00275277
             939          0.1312        0.171396      0.00275017
             940          0.0992        0.171319      0.00274832
             941          0.1608        0.171308      0.00274542
             942           0.228        0.171368      0.00274317
             943           0.116        0.171309      0.00274089
             944          0.1608        0.171298      0.00273801
             945           0.208        0.171337      0.00273538
             946          0.2312          0.1714      0.00273323
             947          0.0448        0.171267      0.00273361
             948           0.096        0.171187      0.00273188
             949          0.1768        0.171193        0.002729
             950          0.1032        0.171122      0.00272707
             951           0.196        0.171148      0.00272433
             952          0.1192        0.171093      0.00272201
             953           0.116        0.171035      0.00271977
             954          0.1608        0.171025      0.00271694
             955           0.212        0.171068      0.00271443
             956          0.1448         0.17104      0.00271173
             957          0.1512        0.171019      0.00270898
             958          0.2208        0.171071      0.00270665
             959          0.1128        0.171011      0.00270451
             960            0.18         0.17102      0.00270171
             961          0.1352        0.170983      0.00269915
             962          0.0648        0.170872       0.0026986
             963          0.1152        0.170815      0.00269642
             964          0.1152        0.170757      0.00269424
             965          0.0512        0.170633       0.0026943
             966          0.2208        0.170685      0.00269201
             967          0.0928        0.170604      0.00269043
             968          0.1992        0.170634      0.00268781
             969           0.272        0.170738      0.00268707
             970          0.0872        0.170652      0.00268568
             971          0.1832        0.170665      0.00268295
             972          0.0872        0.170579      0.00268156
             973          0.0992        0.170506      0.00267981
             974          0.2632        0.170601      0.00267875
             975          0.3488        0.170784      0.00268223
             976          0.1312        0.170743      0.00267978
             977          0.1192        0.170691      0.00267756
             978           0.388        0.170913      0.00268403
             979          0.1408        0.170882      0.00268146
             980          0.1288        0.170839      0.00267907
             981          0.1192        0.170787      0.00267685
             982          0.1632        0.170779      0.00267414
             983          0.1672        0.170775      0.00267142
             984          0.1352        0.170739      0.00266895
             985          0.3048        0.170875      0.00266971
             986          0.1792        0.170884      0.00266702
             987          0.1472         0.17086      0.00266442
             988          0.1888        0.170878      0.00266179
             989          0.0832        0.170789      0.00266057
             990          0.1352        0.170753      0.00265813
             991          0.3392        0.170923      0.00266087
             992          0.2368         0.17099      0.00265902
             993           0.064        0.170882      0.00265852
             994           0.128        0.170839       0.0026562
             995          0.0808        0.170748      0.00265507
             996          0.1768        0.170754      0.00265241
             997          0.1568         0.17074      0.00264979
             998          0.1088        0.170678      0.00264786
             999          0.1888        0.170696      0.00264527
            1000            0.08        0.170606      0.00264418
            1001          0.1672        0.170602      0.00264154
            1002           0.176        0.170608      0.00263891
            1003          0.0712        0.170508      0.00263814
            1004          0.2912        0.170629      0.00263825
            1005          0.2248        0.170683      0.00263618
            1006           0.116        0.170628      0.00263412
            1007          0.1728         0.17063       0.0026315
            1008          0.0712        0.170532      0.00263074
            1009          0.1608        0.170522      0.00262815
            1010           0.176        0.170528      0.00262555
            1011          0.4328        0.170787      0.00263574
            1012            0.16        0.170776      0.00263316
            1013          0.1448        0.170751      0.00263068
            1014           0.128        0.170708      0.00262843
            1015          0.0712         0.17061      0.00262766
            1016          0.1128        0.170554      0.00262569
            1017           0.212        0.170594      0.00262343
            1018          0.1472        0.170571      0.00262095
            1019          0.0768        0.170479      0.00261999
            1020           0.112        0.170422      0.00261805
            1021          0.1792        0.170431       0.0026155
            1022            0.24        0.170499      0.00261383
            1023          0.1568        0.170485      0.00261131
            1024          0.1128        0.170429      0.00260937
            1025          0.1312        0.170391       0.0026071
            1026          0.0832        0.170306      0.00260594
            1027          0.1352        0.170271      0.00260363
            1028          0.0928        0.170196      0.00260219
            1029          0.1888        0.170214      0.00259972
            1030          0.3272        0.170367      0.00260166
            1031          0.0712         0.17027      0.00260092
            1032          0.2152        0.170314      0.00259876
            1033          0.1672        0.170311      0.00259625
            1034          0.1288        0.170271      0.00259405
            1035          0.3168        0.170412       0.0025954
            1036          0.1888         0.17043      0.00259296
            1037          0.1472        0.170408      0.00259055
            1038           0.128        0.170367      0.00258838
            1039          0.1608        0.170358       0.0025859
            1040          0.1288        0.170318      0.00258373
            1041          0.0768        0.170228      0.00258281
            1042          0.4512        0.170498      0.00259436
            1043          0.1728          0.1705      0.00259188
            1044          0.2368        0.170563      0.00259017
            1045          0.1088        0.170504      0.00258837
            1046          0.1888        0.170522      0.00258595
            1047          0.0672        0.170423      0.00258537
            1048          0.1792        0.170431      0.00258291
            1049          0.3592        0.170611      0.00258671
            1050          0.3072        0.170741      0.00258752
            1051           0.148         0.17072      0.00258515
            1052          0.3048        0.170847      0.00258583
            1053          0.2592        0.170931      0.00258473
            1054          0.1312        0.170893      0.00258256
            1055           0.132        0.170856      0.00258037
            1056          0.2208        0.170904      0.00257836
            1057          0.1768        0.170909      0.00257593
            1058            0.16        0.170899      0.00257351
            1059          0.4288        0.171143      0.00258258
            1060          0.1672        0.171139      0.00258015
            1061          0.0512        0.171026      0.00258019
            1062          0.1792        0.171034      0.00257777
            1063          0.1672         0.17103      0.00257535
            1064          0.1088        0.170971      0.00257359
            1065          0.1192        0.170923      0.00257164
            1066          0.1288        0.170883      0.00256953
            1067           0.128        0.170843      0.00256743
            1068          0.2728        0.170939       0.0025668
            1069          0.1632        0.170931      0.00256441
            1070          0.2528        0.171008      0.00256316
            1071          0.2568        0.171088      0.00256201
            1072           0.084        0.171007      0.00256091
            1073          0.2432        0.171074      0.00255941
            1074          0.2152        0.171115      0.00255736
            1075           0.148        0.171094      0.00255507
            1076          0.0832        0.171012        0.002554
            1077          0.2848        0.171118      0.00255381
            1078          0.0968        0.171049      0.00255237
            1079          0.2752        0.171145      0.00255183
            1080          0.2048        0.171176      0.00254966
            1081          0.2048        0.171207      0.00254749
            1082          0.1568        0.171194      0.00254517
            1083          0.2912        0.171305      0.00254523
            1084          0.1608        0.171295       0.0025429
            1085          0.1728        0.171297      0.00254056
            1086          0.3552        0.171466      0.00254386
            1087          0.4008        0.171677      0.00255025
            1088          0.1408        0.171649      0.00254806
            1089          0.3432        0.171806      0.00255059
            1090          0.3272        0.171949      0.00255223
            1091          0.0992        0.171882      0.00255076
            1092           0.176        0.171886      0.00254843
            1093          0.0648        0.171788      0.00254798
            1094          0.1192         0.17174       0.0025461
            1095          0.3232        0.171878      0.00254753
            1096          0.1032        0.171815      0.00254598
            1097          0.0512        0.171705      0.00254603
            1098          0.0712        0.171614      0.00254536
            1099          0.2592        0.171694      0.00254429
            1100          0.2368        0.171753      0.00254266
            1101          0.1312        0.171716      0.00254062
            1102          0.3528         0.17188      0.00254363
            1103           0.112        0.171826       0.0025419
            1104          0.2912        0.171934      0.00254189
            1105          0.2112         0.17197      0.00253984
            1106          0.1512        0.171951      0.00253762
            1107          0.1352        0.171918      0.00253554
            1108          0.2088        0.171951      0.00253347
            1109          0.1448        0.171926       0.0025313
            1110          0.2272        0.171976      0.00252951
            1111          0.1192        0.171929      0.00252768
            1112             0.1        0.171864      0.00252624
            1113           0.224        0.171911       0.0025244
            1114          0.2272        0.171961      0.00252262
            1115          0.2112        0.171996      0.00252061
            1116             0.1        0.171931      0.00251917
            1117            0.18        0.171938      0.00251693
            1118          0.1152        0.171888      0.00251519
            1119          0.4032        0.172094      0.00252142
            1120          0.1992        0.172119      0.00251929
            1121           0.196         0.17214      0.00251713
            1122          0.3072         0.17226      0.00251776
            1123          0.2528        0.172332      0.00251654
            1124            0.08         0.17225      0.00251564
            1125          0.0512        0.172142      0.00251571
            1126          0.1192        0.172095      0.00251391
            1127          0.1408        0.172067      0.00251183
            1128          0.1312        0.172031      0.00250987
            1129          0.1192        0.171984      0.00250808
            1130          0.2568        0.172059      0.00250699
            1131          0.1608         0.17205      0.00250479
            1132          0.2048        0.172078      0.00250274
            1133          0.1032        0.172018      0.00250127
            1134          0.1768        0.172022      0.00249907
            1135          0.2248        0.172068       0.0024973
            1136          0.1952        0.172089      0.00249519
            1137          0.2368        0.172146      0.00249364
            1138          0.1672        0.172141      0.00249145
            1139          0.3048        0.172258      0.00249199
            1140          0.0488        0.172149      0.00249215
            1141          0.3008        0.172262      0.00249252
            1142           0.192         0.17228      0.00249039
            1143          0.1408        0.172252      0.00248837
            1144          0.1088        0.172197      0.00248681
            1145          0.1928        0.172214       0.0024847
            1146          0.2048        0.172243       0.0024827
            1147          0.0392        0.172127      0.00248324
            1148          0.1728        0.172128      0.00248108
            1149          0.1448        0.172104      0.00247903
            1150          0.0512        0.171999      0.00247911
            1151          0.0328        0.171878       0.0024799
            1152          0.2112        0.171912      0.00247798
            1153          0.2272         0.17196       0.0024763
            1154          0.1472        0.171938      0.00247424
            1155          0.2912        0.172042      0.00247426
            1156            0.16        0.172031      0.00247214
            1157          0.2152        0.172068      0.00247028
            1158          0.1192        0.172023      0.00246857
            1159            0.24        0.172081      0.00246714
            1160          0.1032        0.172022      0.00246573
            1161          0.1928         0.17204      0.00246367
            1162          0.1608         0.17203      0.00246157
            1163          0.1248         0.17199      0.00245978
            1164          0.1032        0.171931      0.00245838
            1165          0.2152        0.171968      0.00245655
            1166          0.1472        0.171946      0.00245454
            1167          0.1608        0.171937      0.00245245
            1168          0.2688         0.17202      0.00245175
            1169          0.1608         0.17201      0.00244967
            1170          0.1192        0.171965        0.002448
            1171          0.0992        0.171903       0.0024467
            1172          0.1088        0.171849       0.0024452
            1173           0.132        0.171815      0.00244335
            1174          0.0808        0.171738       0.0024425
            1175          0.1248        0.171698      0.00244075
            1176          0.2632        0.171776      0.00243991
            1177            0.26         0.17185      0.00243899
            1178          0.1352        0.171819      0.00243712
            1179          0.2752        0.171907      0.00243663
            1180          0.0992        0.171845      0.00243534
            1181          0.0648        0.171755      0.00243497
            1182          0.0928        0.171688      0.00243382
            1183          0.1128        0.171638      0.00243227
            1184           0.224        0.171682      0.00243062
            1185          0.1408        0.171656      0.00242871
            1186          0.2432        0.171717      0.00242741
            1187          0.2632        0.171794      0.00242659
            1188          0.0672        0.171706      0.00242614
            1189             0.1        0.171645      0.00242485
            1190          0.1128        0.171596      0.00242332
            1191          0.0288        0.171476      0.00242425
            1192          0.1448        0.171454      0.00242232
            1193          0.2312        0.171504       0.0024208
            1194          0.1448        0.171481      0.00241888
            1195          0.0352        0.171367      0.00241954
            1196          0.1128        0.171318      0.00241802
            1197          0.0872        0.171248      0.00241702
            1198          0.0232        0.171125      0.00241816
            1199          0.0712        0.171041      0.00241758
            1200          0.1472        0.171021      0.00241564
            1201          0.0768        0.170943       0.0024149
            1202           0.112        0.170894      0.00241339
            1203           0.096        0.170832      0.00241219
            1204          0.1472        0.170812      0.00241027
            1205          0.1608        0.170804      0.00240828
            1206           0.148        0.170785      0.00240636
            1207          0.1952        0.170805      0.00240445
            1208          0.0448        0.170701      0.00240472
            1209          0.2368        0.170755      0.00240335
            1210          0.1352        0.170726      0.00240155
            1211          0.2688        0.170807      0.00240093
            1212          0.1192        0.170764      0.00239932
            1213          0.0872        0.170695      0.00239834
            1214          0.1128        0.170648      0.00239683
            1215           0.384        0.170823      0.00240129
            1216          0.2432        0.170883      0.00240005
            1217           0.112        0.170835      0.00239856
            1218          0.0968        0.170774      0.00239736
            1219           0.272        0.170857      0.00239684
            1220          0.1448        0.170835      0.00239497
            1221          0.0328        0.170722      0.00239567
            1222          0.1448        0.170701       0.0023938
            1223           0.116        0.170656      0.00239227
            1224          0.2112         0.17069      0.00239054
            1225          0.1952         0.17071      0.00238867
            1226          0.0872        0.170641      0.00238769
            1227          0.3008        0.170748       0.0023881
            1228          0.0768        0.170671      0.00238738
            1229          0.2912        0.170769      0.00238746
            1230          0.1032        0.170714      0.00238615
            1231          0.0968        0.170654      0.00238496
            1232          0.2952        0.170755      0.00238517
            1233           0.176        0.170759      0.00238324
            1234            0.16        0.170751      0.00238132
            1235          0.0968        0.170691      0.00238015
            1236          0.1728        0.170693      0.00237822
            1237          0.2248        0.170736       0.0023767
            1238          0.1992        0.170759      0.00237489
            1239          0.2432        0.170818       0.0023737
            1240          0.1032        0.170763      0.00237241
            1241          0.2248        0.170807       0.0023709
            1242          0.1248         0.17077      0.00236928
            1243          0.2112        0.170802      0.00236759
            1244          0.0712        0.170722      0.00236704
            1245          0.1992        0.170745      0.00236525
            1246          0.0672        0.170662      0.00236481
            1247          0.1632        0.170656      0.00236293
            1248          0.0488        0.170558      0.00236305
            1249          0.1248        0.170522      0.00236144
            1250          0.0648        0.170437      0.00236107
            1251          0.1448        0.170417      0.00235927
            1252          0.1512        0.170401      0.00235743
            1253          0.2408        0.170457      0.00235622
            1254          0.2792        0.170544      0.00235594
            1255          0.1352        0.170516      0.00235423
            1256          0.1128         0.17047       0.0023528
            1257          0.1288        0.170437      0.00235116
            1258          0.1032        0.170383       0.0023499
            1259          0.0968        0.170325      0.00234876
            1260          0.1152        0.170281      0.00234731
            1261          0.1088        0.170233      0.00234595
            1262          0.1568        0.170222      0.00234412
            1263          0.1088        0.170173      0.00234276
            1264          0.0992        0.170117      0.00234158
            1265          0.2472        0.170178      0.00234053
            1266           0.176        0.170183      0.00233868
            1267           0.212        0.170216      0.00233707
            1268          0.1672        0.170213      0.00233523
            1269           0.128         0.17018      0.00233362
            1270          0.0968        0.170122       0.0023325
            1271           0.148        0.170105      0.00233073
            1272          0.0712        0.170027      0.00233019
            1273          0.1992         0.17005      0.00232848
            1274          0.1632        0.170045      0.00232666
            1275          0.1032        0.169992      0.00232542
            1276          0.1832        0.170003      0.00232362
            1277          0.1992        0.170025      0.00232191
            1278          0.0608         0.16994      0.00232167
            1279           0.228        0.169985       0.0023203
            1280          0.3968        0.170162      0.00232524
            1281          0.3368        0.170293      0.00232706
            1282          0.1632        0.170287      0.00232525
            1283          0.3272        0.170409      0.00232666
            1284          0.2272        0.170454      0.00232526
            1285          0.0768        0.170381       0.0023246
            1286          0.1312         0.17035      0.00232299
            1287          0.1152        0.170307      0.00232158
            1288           0.244        0.170365      0.00232048
            1289          0.1512         0.17035      0.00231873
            1290          0.1312        0.170319      0.00231713
            1291          0.0712        0.170243      0.00231661
            1292          0.0672        0.170163      0.00231619
            1293          0.3168        0.170276      0.00231717
            1294          0.1152        0.170234      0.00231577
            1295           0.132        0.170204      0.00231417
            1296          0.2632        0.170276       0.0023135
            1297          0.0968        0.170219      0.00231241
            1298          0.1408        0.170197      0.00231074
            1299          0.2688        0.170273       0.0023102
            1300          0.1672         0.17027      0.00230843
            1301          0.0712        0.170194      0.00230791
            1302            0.16        0.170186      0.00230615
            1303          0.0872        0.170122      0.00230526
            1304          0.1288        0.170091      0.00230371
            1305          0.1032         0.17004      0.00230251
            1306           0.164        0.170035      0.00230076
            1307          0.4072        0.170216      0.00230614
            1308          0.1248        0.170182      0.00230464
            1309          0.0712        0.170106      0.00230412
            1310          0.1128        0.170062      0.00230277
            1311          0.1928         0.17008      0.00230108
            1312          0.1088        0.170033       0.0022998
            1313          0.1568        0.170023      0.00229807
            1314          0.1248        0.169988      0.00229658
            1315          0.2368        0.170039       0.0022954
            1316          0.1248        0.170005      0.00229391
            1317          0.0968        0.169949      0.00229284
            1318          0.1472        0.169932      0.00229117
            1319          0.1448        0.169913      0.00228951
            1320           0.096        0.169857      0.00228846
            1321          0.1088        0.169811      0.00228719
            1322          0.2248        0.169852      0.00228584
            1323          0.2408        0.169906      0.00228474
            1324          0.0512        0.169816      0.00228478
            1325          0.1352         0.16979       0.0022832
            1326          0.2088         0.16982      0.00228167
            1327           0.112        0.169776      0.00228037
            1328          0.1408        0.169754      0.00227875
            1329          0.1032        0.169704      0.00227759
            1330          0.1608        0.169697      0.00227589
            1331          0.2528         0.16976      0.00227503
            1332          0.0512        0.169671      0.00227506
            1333            0.18        0.169679      0.00227337
            1334          0.0672        0.169602      0.00227296
            1335          0.2088        0.169631      0.00227145
            1336          0.1728        0.169634      0.00226975
            1337          0.0872        0.169572      0.00226889
            1338            0.18         0.16958      0.00226721
            1339          0.2888        0.169669      0.00226726
            1340          0.3328         0.16979      0.00226884
            1341          0.1448        0.169772      0.00226722
            1342          0.1888        0.169786      0.00226558
            1343          0.1408        0.169764      0.00226399
            1344           0.064        0.169686      0.00226368
            1345          0.0992        0.169633       0.0022626
            1346           0.064        0.169555      0.00226228
            1347           0.144        0.169536      0.00226068
            1348          0.1032        0.169487      0.00225954
            1349          0.1768        0.169492      0.00225787
            1350          0.1888        0.169506      0.00225624
            1351          0.2088        0.169535      0.00225476
            1352          0.1952        0.169554      0.00225317
            1353          0.1128        0.169512       0.0022519
            1354            0.32        0.169624      0.00225298
            1355           0.084         0.16956       0.0022522
            1356          0.2312        0.169606        0.002251
            1357            0.18        0.169614      0.00224935
            1358          0.1152        0.169573      0.00224805
            1359          0.2248        0.169614      0.00224676
            1360          0.1352        0.169589      0.00224525
            1361          0.0928        0.169532      0.00224431
            1362          0.1032        0.169484      0.00224319
            1363          0.1128        0.169442      0.00224193
            1364          0.0512        0.169355      0.00224197
            1365          0.2248        0.169396      0.00224069
            1366          0.1088        0.169352      0.00223949
            1367          0.0352        0.169254         0.00224
            1368          0.1128        0.169212      0.00223874
            1369          0.2272        0.169255      0.00223751
            1370          0.1512        0.169241      0.00223591
            1371          0.1192        0.169205      0.00223458
            1372          0.1088        0.169161      0.00223339
            1373          0.3368        0.169283      0.00223509
            1374          0.3328        0.169402      0.00223663
            1375          0.1312        0.169374      0.00223518
            1376          0.0992        0.169323      0.00223414
            1377          0.2912        0.169412      0.00223427
            1378          0.1568        0.169403      0.00223266
            1379          0.1608        0.169396      0.00223105
            1380          0.0672        0.169322      0.00223067
            1381          0.1192        0.169286      0.00222935
            1382           0.128        0.169256      0.00222793
            1383           0.084        0.169195      0.00222718
            1384          0.1512        0.169182       0.0022256
            1385           0.084         0.16912      0.00222485
            1386          0.0872        0.169061      0.00222403
            1387          0.1288        0.169032      0.00222261
            1388          0.2568        0.169095      0.00222191
            1389           0.224        0.169135      0.00222066
            1390          0.2568        0.169198      0.00221996
            1391           0.116        0.169159      0.00221869
            1392          0.1952        0.169178      0.00221718
            1393           0.128        0.169149      0.00221578
            1394          0.0328        0.169051      0.00221635
            1395          0.3808        0.169203      0.00221996
            1396          0.1152        0.169164       0.0022187
            1397          0.0968        0.169112      0.00221772
            1398          0.1832        0.169122      0.00221615
            1399           0.224        0.169161      0.00221492
            1400           0.276        0.169238      0.00221465
            1401          0.1472        0.169222      0.00221313
            1402          0.4448        0.169419      0.00222026
            1403          0.1448        0.169401      0.00221875
            1404          0.0928        0.169346      0.00221784
            1405           0.064        0.169271      0.00221752
            1406          0.1448        0.169254      0.00221602
            1407           0.212        0.169284      0.00221465
            1408          0.1728        0.169287      0.00221308
            1409          0.3048        0.169383       0.0022136
            1410          0.2088        0.169411       0.0022122
            1411          0.2688        0.169482      0.00221176
            1412          0.0992        0.169432      0.00221075
            1413          0.0512        0.169348      0.00221077
            1414          0.0928        0.169294      0.00220987
            1415          0.1472        0.169278      0.00220836
            1416           0.128        0.169249      0.00220699
            1417          0.0872        0.169191      0.00220619
            1418          0.0488        0.169106      0.00220627
            1419          0.2632        0.169173      0.00220571
            1420          0.1728        0.169175      0.00220416
            1421          0.1352        0.169151      0.00220274
            1422          0.1832        0.169161      0.00220121
            1423          0.1408        0.169141      0.00219976
            1424            0.08        0.169079       0.0021991
            1425           0.148        0.169064      0.00219761
            1426          0.1472        0.169049      0.00219612
            1427          0.0928        0.168995      0.00219523
            1428           0.148         0.16898      0.00219374
            1429          0.2208        0.169017      0.00219251
            1430           0.084        0.168957      0.00219178
            1431          0.1472        0.168942       0.0021903
            1432          0.0488        0.168858      0.00219038
            1433          0.2528        0.168917      0.00218963
            1434          0.2472        0.168971      0.00218879
            1435          0.1792        0.168978      0.00218727
            1436          0.1888        0.168992      0.00218579
            1437          0.1672        0.168991      0.00218427
            1438          0.3368        0.169108      0.00218587
            1439          0.1288         0.16908      0.00218453
            1440           0.228        0.169121       0.0021834
            1441          0.2592        0.169183      0.00218278
            1442          0.0808        0.169122      0.00218212
            1443          0.1152        0.169084      0.00218093
            1444          0.1312        0.169058      0.00217958
            1445          0.1728        0.169061      0.00217807
            1446           0.052         0.16898      0.00217807
            1447          0.3808        0.169126      0.00218148
            1448          0.1248        0.169096      0.00218018
            1449          0.1408        0.169076      0.00217877
            1450          0.1768        0.169081      0.00217727
            1451          0.2848        0.169161      0.00217723
            1452          0.1728        0.169164      0.00217573
            1453          0.0672        0.169093      0.00217537
            1454          0.0928        0.169041       0.0021745
            1455          0.0872        0.168985      0.00217374
            1456          0.1888        0.168998      0.00217229
