#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             779           3.272         1.37623       0.0324151
             780           1.432          1.3763       0.0323736
             781           1.632         1.37662       0.0323338
             782           6.512         1.38319       0.0329526
             783           1.012         1.38272       0.0329139
             784           1.696         1.38312       0.0328744
             785           1.112         1.38277       0.0328343
             786            0.28         1.38137       0.0328225
             787             1.1         1.38101       0.0327827
             788           0.996         1.38052       0.0327448
             789            0.54         1.37946       0.0327206
             790           1.416          1.3795       0.0326792
             791           1.892         1.38015       0.0326443
             792           1.616         1.38045       0.0326044
             793           0.932         1.37988       0.0325682
             794           0.392         1.37864        0.032551
             795           2.288         1.37978       0.0325301
             796           2.264         1.38089       0.0325082
             797            0.94         1.38034       0.0324721
             798             2.9         1.38225       0.0324872
             799           2.028         1.38305       0.0324566
             800           0.732         1.38224       0.0324262
             801           1.476         1.38236        0.032386
             802           1.276         1.38222       0.0323459
             803           0.748         1.38143       0.0323152
             804           1.788         1.38194        0.032279
             805           0.936         1.38139       0.0322436
             806           0.868         1.38075       0.0322099
             807           4.136         1.38416       0.0323505
             808           0.996         1.38368        0.032314
             809           0.896         1.38308       0.0322797
             810            0.84         1.38241       0.0322468
             811            2.16         1.38337       0.0322213
             812           2.288         1.38448       0.0322008
             813           3.328         1.38687       0.0322499
             814           2.748         1.38855       0.0322536
             815           1.884         1.38915       0.0322197
             816            1.12         1.38882       0.0321819
             817             1.4         1.38884       0.0321425
             818           1.248         1.38867       0.0321037
             819           0.584         1.38768       0.0320795
             820           0.408         1.38649       0.0320626
             821           1.232          1.3863       0.0320241
             822           1.376         1.38629       0.0319852
             823           0.204         1.38485       0.0319786
             824            1.68         1.38521       0.0319418
             825           0.948         1.38468       0.0319074
             826           2.888          1.3865       0.0319207
             827            2.12         1.38739       0.0318944
             828           1.916         1.38802       0.0318623
             829           1.256         1.38786       0.0318242
             830           1.976         1.38857       0.0317938
             831           0.528         1.38754       0.0317724
             832           0.296         1.38623       0.0317613
             833           1.496         1.38636       0.0317234
             834           0.836          1.3857       0.0316922
             835            1.78         1.38617       0.0316578
             836           0.976         1.38568       0.0316237
             837           0.544         1.38467       0.0316019
             838           0.708         1.38387       0.0315745
             839           2.796         1.38555       0.0315817
             840           1.616         1.38582       0.0315453
             841           0.616         1.38491       0.0315211
             842           1.032         1.38449       0.0314864
             843            0.96         1.38399       0.0314531
             844           0.864         1.38337       0.0314219
             845           0.408         1.38222       0.0314059
             846           1.408         1.38225       0.0313688
             847            0.82         1.38158       0.0313388
             848           1.344         1.38154       0.0313018
             849           2.196          1.3825       0.0312797
             850           0.612         1.38159        0.031256
             851            0.66         1.38074       0.0312308
             852           1.196         1.38053       0.0311949
             853           1.452         1.38061       0.0311584
             854           1.012         1.38018       0.0311249
             855           1.008         1.37974       0.0310916
             856           2.452           1.381       0.0310805
             857           1.048         1.38061       0.0310466
             858           1.064         1.38024       0.0310126
             859           0.916          1.3797       0.0309812
             860           1.028         1.37929       0.0309479
             861           1.436         1.37935        0.030912
             862           0.416         1.37824       0.0308964
             863           0.388         1.37709       0.0308819
             864           1.804         1.37758       0.0308501
             865           0.776         1.37689       0.0308223
             866           0.476         1.37585       0.0308042
             867           2.132         1.37672        0.030781
             868           0.608         1.37583       0.0307583
             869           1.056         1.37547       0.0307251
             870           0.188          1.3741       0.0307201
             871           0.692         1.37332       0.0306948
             872           1.544         1.37351       0.0306602
             873           1.756         1.37395       0.0306282
             874             2.2          1.3749       0.0306078
             875           1.248         1.37475       0.0305731
             876           2.504         1.37604       0.0305654
             877           1.216         1.37586       0.0305311
             878           1.208         1.37567       0.0304969
             879           3.164          1.3777         0.03053
             880           1.276         1.37759       0.0304955
             881            0.34         1.37641       0.0304837
             882           0.256         1.37514       0.0304756
             883           0.344         1.37397       0.0304634
             884           0.972         1.37352       0.0304323
             885            0.62         1.37266       0.0304099
             886           3.152         1.37467       0.0304418
             887            0.86         1.37409        0.030413
             888           2.788         1.37568       0.0304204
             889           0.964         1.37522       0.0303897
             890           0.396         1.37412       0.0303755
             891           0.752         1.37342       0.0303494
             892           0.708         1.37268       0.0303245
             893           1.048         1.37231       0.0302928
             894           1.352         1.37229       0.0302589
             895           1.044         1.37192       0.0302273
             896            0.42         1.37086       0.0302122
             897           1.212         1.37068       0.0301791
             898           1.912         1.37129       0.0301515
             899           0.908         1.37077       0.0301223
             900           2.672         1.37222       0.0301235
             901           0.948         1.37175       0.0300938
             902           1.648         1.37205        0.030062
             903           1.508          1.3722       0.0300291
             904           2.172         1.37309       0.0300089
             905            1.28         1.37299       0.0299759
             906            0.28         1.37178       0.0299671
             907           0.596         1.37092       0.0299462
             908           1.308         1.37085       0.0299133
             909           1.852         1.37138       0.0298851
             910           0.768         1.37072       0.0298596
             911           1.956         1.37136       0.0298338
             912           1.728         1.37175       0.0298036
             913             2.7         1.37321       0.0298065
             914           2.996         1.37498       0.0298267
             915           1.152         1.37474       0.0297951
             916           0.844         1.37416       0.0297682
             917           1.216         1.37399       0.0297362
             918            1.18         1.37378       0.0297046
             919           1.248         1.37364       0.0296726
             920           0.792         1.37301       0.0296471
             921            1.12         1.37273       0.0296161
             922             0.5         1.37179       0.0295991
             923             0.6         1.37095       0.0295789
             924           0.912         1.37045        0.029551
             925           0.604         1.36963       0.0295307
             926           1.024         1.36925       0.0295012
             927             0.8         1.36864       0.0294757
             928           1.084         1.36833       0.0294456
             929           0.364         1.36725       0.0294337
             930           0.688         1.36652       0.0294111
             931           1.692         1.36687       0.0293816
             932           0.628         1.36608       0.0293608
             933           1.136         1.36583       0.0293304
             934           1.712          1.3662       0.0293013
             935           0.848         1.36565       0.0292752
             936           1.756         1.36606       0.0292469
             937           1.932         1.36667       0.0292219
             938            1.82         1.36715       0.0291948
             939           0.552         1.36628       0.0291766
             940           0.512         1.36537       0.0291597
             941           0.924         1.36491       0.0291325
             942           2.168         1.36576        0.029114
             943           1.068         1.36544       0.0290848
             944           0.432         1.36445       0.0290708
             945           1.188         1.36427       0.0290407
             946           0.484         1.36334       0.0290249
             947           0.952          1.3629       0.0289975
             948             2.2         1.36378       0.0289803
             949           0.884         1.36328       0.0289542
             950           1.156         1.36306       0.0289245
             951           2.092         1.36383       0.0289043
             952           1.148          1.3636       0.0288748
             953           0.956         1.36317       0.0288477
             954           1.712         1.36354       0.0288198
             955           2.296         1.36452       0.0288061
             956           1.288         1.36444       0.0287761
             957            1.78         1.36487       0.0287493
             958           0.496         1.36396       0.0287336
             959           0.484         1.36304       0.0287183
             960           0.836          1.3625       0.0286936
             961           1.912         1.36307       0.0286695
             962           1.424         1.36313       0.0286397
             963           0.792         1.36254       0.0286161
             964             1.4         1.36258       0.0285865
             965            0.26         1.36143       0.0285797
             966           1.176         1.36124       0.0285507
             967           0.676         1.36053         0.02853
             968           2.864         1.36209       0.0285428
             969           1.192         1.36191       0.0285138
             970           0.608         1.36113        0.028495
             971           1.564         1.36134       0.0284665
             972            1.26         1.36124       0.0284374
             973           0.948         1.36081       0.0284113
             974           4.412         1.36395       0.0285543
             975            0.38         1.36294       0.0285429
             976            2.16         1.36375       0.0285253
             977            1.96         1.36436       0.0285026
             978             0.8         1.36379       0.0284793
             979           0.936         1.36335       0.0284536
             980           5.644         1.36772       0.0287579
             981           1.316         1.36767       0.0287286
             982           1.588         1.36789       0.0287002
             983           1.632         1.36816       0.0286723
             984           3.568         1.37039       0.0287302
             985            0.48         1.36949       0.0287152
             986           0.472         1.36858       0.0287005
             987           0.872         1.36808       0.0286759
             988             1.3         1.36801       0.0286469
             989           1.156         1.36779       0.0286188
             990           0.648         1.36707       0.0285991
             991           0.848         1.36654        0.028575
             992           1.596         1.36677       0.0285471
             993           0.968         1.36637       0.0285212
             994           2.084         1.36709       0.0285017
             995           0.696         1.36642        0.028481
             996           1.336         1.36639       0.0284524
             997           1.716         1.36674        0.028426
             998           1.976         1.36735       0.0284041
             999           1.976         1.36796       0.0283822
            1000             0.6         1.36719       0.0283642
            1001           1.652         1.36748       0.0283373
            1002            0.48         1.36659       0.0283229
            1003           0.672          1.3659       0.0283031
            1004           0.608         1.36514        0.028285
            1005           1.376         1.36515       0.0282568
            1006           1.448         1.36524       0.0282289
            1007           0.328         1.36421       0.0282196
            1008           1.736         1.36458        0.028194
            1009           0.556         1.36377       0.0281775
            1010            1.94         1.36434       0.0281554
            1011             1.7         1.36468       0.0281295
            1012           1.096         1.36441       0.0281029
            1013           1.588         1.36463        0.028076
            1014           1.076         1.36435       0.0280498
            1015            1.78         1.36476       0.0280251
            1016           0.516         1.36392         0.02801
            1017           0.368         1.36294       0.0279996
            1018             2.5         1.36406       0.0279944
            1019            2.02          1.3647       0.0279743
            1020           0.588         1.36394       0.0279572
            1021           0.996         1.36358       0.0279322
            1022           1.196         1.36342       0.0279053
            1023            2.92         1.36494       0.0279195
            1024           1.756         1.36532       0.0278948
            1025           3.216         1.36713        0.027926
            1026           1.184         1.36695       0.0278993
            1027           2.168         1.36773       0.0278831
            1028           0.624           1.367       0.0278653
            1029           2.628         1.36823       0.0278652
            1030           1.236          1.3681       0.0278384
            1031           0.972         1.36772       0.0278141
            1032           3.228         1.36952       0.0278455
            1033           1.416         1.36956       0.0278186
            1034           2.612         1.37077       0.0278176
            1035             1.2          1.3706       0.0277912
            1036           1.012         1.37025       0.0277665
            1037           2.428         1.37127       0.0277585
            1038           0.592         1.37052       0.0277419
            1039            0.42         1.36961       0.0277303
            1040           2.304         1.37051       0.0277182
            1041           0.672         1.36984       0.0276997
            1042            0.34         1.36885       0.0276907
            1043           1.052         1.36854       0.0276658
            1044           1.224         1.36841       0.0276397
            1045           0.872         1.36793       0.0276173
            1046           1.248         1.36782       0.0275911
            1047           1.204         1.36766       0.0275652
            1048           1.456         1.36774        0.027539
            1049           1.656         1.36802       0.0275142
            1050           0.812         1.36749       0.0274931
            1051            1.08         1.36722       0.0274683
            1052             0.9         1.36677       0.0274457
            1053             0.9         1.36633       0.0274233
            1054           0.928         1.36591       0.0274004
            1055           1.112         1.36567       0.0273755
            1056            0.84         1.36517       0.0273541
            1057           1.348         1.36516       0.0273282
            1058            2.52         1.36625       0.0273242
            1059           2.108         1.36695       0.0273073
            1060           2.052          1.3676       0.0272892
            1061           2.404         1.36857        0.027281
            1062           0.392         1.36765       0.0272708
            1063           1.088         1.36739       0.0272464
            1064            1.12         1.36716       0.0272218
            1065           1.052         1.36686       0.0271978
            1066            1.58         1.36706        0.027173
            1067           1.372         1.36707       0.0271476
            1068           2.632         1.36825        0.027148
            1069            1.04         1.36794       0.0271243
            1070           0.568          1.3672       0.0271093
            1071           0.564         1.36645       0.0270943
            1072           0.756         1.36588        0.027075
            1073           1.508         1.36601       0.0270501
            1074           2.296         1.36688       0.0270388
            1075           0.516         1.36608       0.0270252
            1076           4.908         1.36938       0.0271999
            1077            1.06         1.36909       0.0271761
            1078           2.372         1.37002       0.0271668
            1079           0.772         1.36946       0.0271473
            1080           1.412          1.3695       0.0271222
            1081           2.924         1.37094       0.0271352
            1082           3.976         1.37335       0.0272167
            1083           0.708         1.37273       0.0271985
            1084           0.404         1.37184       0.0271881
            1085           2.596         1.37297       0.0271865
            1086           3.708         1.37512       0.0272463
            1087            1.24           1.375       0.0272215
            1088            0.42         1.37412       0.0272107
            1089            3.78         1.37633       0.0272752
            1090           1.052         1.37603       0.0272518
            1091           2.912         1.37744       0.0272632
            1092            1.68         1.37771       0.0272396
            1093           0.984         1.37735       0.0272171
            1094           1.212          1.3772       0.0271926
            1095           0.228         1.37615        0.027188
            1096           0.716         1.37555       0.0271699
            1097           1.152         1.37535       0.0271459
            1098           0.444          1.3745       0.0271344
            1099           1.208         1.37435       0.0271101
            1100           1.908         1.37483       0.0270898
            1101           3.464         1.37673       0.0271316
            1102            1.88         1.37719       0.0271108
            1103           4.252         1.37979       0.0272113
            1104            0.24         1.37876       0.0272062
            1105           1.588         1.37895       0.0271822
            1106            1.08         1.37868        0.027159
            1107            0.82         1.37818       0.0271391
            1108           1.076          1.3779        0.027116
            1109           1.276         1.37781       0.0270917
            1110           0.892         1.37737       0.0270708
            1111           0.976         1.37701       0.0270489
            1112           1.316         1.37696       0.0270246
            1113           0.592         1.37625       0.0270095
            1114           0.792         1.37573       0.0269904
            1115           1.528         1.37586       0.0269665
            1116           0.248         1.37485       0.0269613
            1117             1.9         1.37532       0.0269413
            1118           0.844         1.37485       0.0269214
            1119            2.02         1.37542       0.0269035
            1120            1.64         1.37566       0.0268805
            1121           0.952         1.37528       0.0268592
            1122           0.688         1.37467       0.0268422
            1123           0.704         1.37407       0.0268249
            1124           0.704         1.37348       0.0268077
            1125             0.9         1.37306       0.0267872
            1126           0.748          1.3725       0.0267691
            1127           0.748         1.37195       0.0267511
            1128           1.928         1.37244       0.0267319
            1129           1.104          1.3722       0.0267093
            1130           0.656         1.37157       0.0266932
            1131           0.996         1.37124       0.0266717
            1132           1.452         1.37131       0.0266482
            1133           0.848         1.37085       0.0266287
            1134           0.228         1.36984       0.0266243
            1135           0.672         1.36922       0.0266079
            1136            5.46         1.37282       0.0268271
            1137           3.932         1.37507       0.0268977
            1138           0.948          1.3747       0.0268767
            1139           0.748         1.37415       0.0268587
            1140            1.92         1.37463       0.0268394
            1141           0.588         1.37394       0.0268248
            1142           1.964         1.37446       0.0268063
            1143           1.792         1.37482       0.0267853
            1144           0.808         1.37433       0.0267665
            1145           1.088         1.37408       0.0267443
            1146           1.492         1.37418       0.0267211
            1147           0.996         1.37385       0.0266999
            1148           1.084          1.3736       0.0266778
            1149           0.388         1.37274       0.0266684
            1150           1.224         1.37261       0.0266455
            1151           2.396          1.3735       0.0266372
            1152           1.696         1.37378       0.0266155
            1153           1.876         1.37421        0.026596
            1154           2.056          1.3748       0.0265795
            1155            1.14          1.3746       0.0265573
            1156           0.864         1.37416        0.026538
            1157           0.352         1.37328       0.0265297
            1158           1.132         1.37307       0.0265076
            1159           0.252          1.3721       0.0265024
            1160           0.348         1.37122       0.0264943
            1161           1.628         1.37144       0.0264724
            1162           1.592         1.37163       0.0264503
            1163           1.156         1.37144       0.0264282
            1164           2.352         1.37229       0.0264189
            1165           0.256         1.37133       0.0264136
            1166           0.752          1.3708       0.0263963
            1167           2.128         1.37144       0.0263816
            1168           1.564         1.37161       0.0263596
            1169           0.856         1.37117       0.0263407
            1170           0.948         1.37081       0.0263207
            1171           0.256         1.36985       0.0263154
            1172             0.8         1.36937       0.0262974
            1173           0.824          1.3689       0.0262791
            1174           1.344         1.36888       0.0262568
            1175            1.38         1.36889       0.0262344
            1176            0.44          1.3681        0.026224
            1177           2.592         1.36914       0.0262223
            1178            1.06         1.36888       0.0262014
            1179            1.48         1.36897       0.0261793
            1180           0.752         1.36845       0.0261624
            1181           0.456         1.36768       0.0261516
            1182           0.624         1.36705       0.0261371
            1183           0.452         1.36628       0.0261264
            1184           0.276         1.36535       0.0261206
            1185           2.576         1.36638       0.0261185
            1186           3.408          1.3681       0.0261531
            1187           2.548         1.36909         0.02615
            1188           1.728         1.36939       0.0261297
            1189           1.428         1.36944       0.0261078
            1190           1.156         1.36926       0.0260865
            1191            1.38         1.36927       0.0260646
            1192            3.34         1.37093       0.0260951
            1193           1.444         1.37099       0.0260733
            1194           1.004         1.37068       0.0260533
            1195           1.672         1.37093       0.0260327
            1196           0.428         1.37014       0.0260228
            1197           1.464         1.37022       0.0260012
            1198           1.956         1.37071       0.0259841
            1199           0.776         1.37022       0.0259672
            1200           0.876          1.3698       0.0259488
            1201            0.64          1.3692       0.0259343
            1202           1.192         1.36905       0.0259132
            1203           1.696         1.36932        0.025893
            1204            0.28         1.36842       0.0258873
            1205           1.756         1.36874       0.0258678
            1206           2.312         1.36952       0.0258582
            1207           0.824         1.36907       0.0258407
            1208           1.092         1.36884       0.0258204
            1209           2.412          1.3697       0.0258134
            1210           0.776         1.36921       0.0257968
            1211           1.752         1.36953       0.0257774
            1212           1.168         1.36936       0.0257567
            1213            1.56         1.36952       0.0257359
            1214             0.8         1.36905        0.025719
            1215           0.448         1.36829        0.025709
            1216           0.316         1.36742       0.0257024
            1217           0.416         1.36664       0.0256932
            1218           3.636         1.36851       0.0257395
            1219           1.316         1.36846       0.0257185
            1220           0.908         1.36809       0.0257001
            1221           2.892         1.36933       0.0257094
            1222            0.88         1.36893       0.0256915
            1223           2.252         1.36965       0.0256806
            1224           2.792         1.37082       0.0256859
            1225           2.048         1.37137       0.0256709
            1226           1.876         1.37178       0.0256532
            1227           0.652         1.37119        0.025639
            1228           1.524         1.37132       0.0256185
            1229           1.216         1.37119       0.0255979
            1230            0.44         1.37044       0.0255883
            1231           0.616         1.36982       0.0255749
            1232             0.8         1.36936       0.0255583
            1233           1.816         1.36972       0.0255401
            1234           1.032         1.36945       0.0255209
            1235           2.856         1.37065       0.0255286
            1236           1.232         1.37054       0.0255082
            1237           3.804         1.37251       0.0255633
            1238           1.796         1.37285        0.025545
            1239           0.488         1.37214       0.0255343
            1240           0.616         1.37153        0.025521
            1241           0.928         1.37117       0.0255029
            1242           0.532         1.37049       0.0254914
            1243           1.156         1.37032       0.0254714
            1244            0.52         1.36964       0.0254601
            1245           0.376         1.36884       0.0254522
            1246           1.156         1.36867       0.0254323
            1247            0.62         1.36807        0.025419
            1248           1.652         1.36829       0.0253997
            1249           0.916         1.36793       0.0253819
            1250            4.02         1.37005       0.0254501
            1251           0.584         1.36943       0.0254375
            1252           1.236         1.36932       0.0254175
            1253           0.236         1.36842       0.0254133
            1254           0.796         1.36796       0.0253971
            1255           3.572         1.36971       0.0254375
            1256           1.388         1.36973       0.0254173
            1257           1.356         1.36972        0.025397
            1258           0.896         1.36934       0.0253796
            1259           2.328          1.3701       0.0253709
            1260           1.448         1.37017       0.0253508
            1261           0.328         1.36934       0.0253442
            1262            0.68         1.36879         0.02533
            1263           2.664         1.36982       0.0253307
            1264           2.068         1.37037       0.0253167
            1265           0.764         1.36989       0.0253012
            1266            1.28         1.36982       0.0252813
            1267           1.176         1.36967       0.0252618
            1268           1.352         1.36965       0.0252419
            1269           0.948         1.36932       0.0252242
            1270           0.692         1.36879         0.02521
            1271           2.216         1.36945        0.025199
            1272           0.952         1.36913       0.0251813
            1273           1.508         1.36923       0.0251617
            1274           1.252         1.36914       0.0251422
            1275           1.052         1.36889       0.0251237
            1276           1.264         1.36881       0.0251041
            1277           0.252         1.36794       0.0250997
            1278           1.312         1.36789       0.0250801
            1279           1.044         1.36764       0.0250618
            1280           1.064          1.3674       0.0250433
            1281           0.428         1.36667       0.0250345
            1282            0.74         1.36618       0.0250197
            1283            1.92         1.36661       0.0250039
            1284           1.312         1.36657       0.0249845
            1285           0.652         1.36601       0.0249713
            1286           1.288         1.36595       0.0249519
            1287           1.244         1.36586       0.0249327
            1288           0.376         1.36509       0.0249252
            1289           0.952         1.36477       0.0249079
            1290           0.904         1.36441       0.0248912
            1291           1.564         1.36457       0.0248724
            1292           0.952         1.36425       0.0248552
            1293           1.276         1.36418        0.024836
            1294           1.444         1.36424       0.0248169
            1295           0.392         1.36349       0.0248091
            1296           1.168         1.36334       0.0247904
            1297            0.36         1.36257       0.0247834
            1298            2.02         1.36307       0.0247695
            1299           0.544         1.36244       0.0247584
            1300            1.26         1.36236       0.0247395
            1301           0.524         1.36172       0.0247289
            1302           0.576         1.36112       0.0247172
            1303            0.84         1.36072       0.0247015
            1304           0.968         1.36041       0.0246844
            1305           1.032         1.36016       0.0246668
            1306           1.536          1.3603       0.0246482
            1307           0.804         1.35987       0.0246331
            1308           1.032         1.35962       0.0246155
            1309           2.736         1.36067       0.0246191
            1310           2.228         1.36133       0.0246093
            1311            1.68         1.36158       0.0245917
            1312           1.864         1.36196       0.0245759
            1313           1.976         1.36243       0.0245616
            1314            0.96         1.36212       0.0245449
            1315           0.824         1.36171       0.0245296
            1316           1.848         1.36208       0.0245138
            1317           0.764         1.36163       0.0244993
            1318           0.788         1.36119       0.0244846
            1319            0.82         1.36078       0.0244695
            1320           1.468         1.36086       0.0244511
            1321           1.512         1.36098       0.0244329
            1322            4.76         1.36355       0.0245493
            1323           0.952         1.36324       0.0245327
            1324           2.572         1.36415       0.0245312
            1325           1.128         1.36397       0.0245133
            1326            0.52         1.36334       0.0245031
            1327            2.22         1.36398       0.0244931
            1328           1.176         1.36384       0.0244751
            1329            1.94         1.36427       0.0244605
            1330           0.496         1.36362       0.0244508
            1331           1.276         1.36356       0.0244325
            1332           0.896          1.3632       0.0244167
            1333           0.936         1.36288       0.0244005
            1334           1.208         1.36277       0.0243825
            1335           0.432         1.36207       0.0243742
            1336           2.012         1.36256       0.0243608
            1337            2.34         1.36329       0.0243535
            1338           1.404         1.36332       0.0243353
            1339           2.896         1.36446       0.0243441
            1340           0.808         1.36405       0.0243295
            1341           1.044         1.36381       0.0243125
            1342           3.248         1.36521       0.0243349
            1343           1.156         1.36506       0.0243173
            1344           1.424          1.3651       0.0242992
            1345            1.92         1.36551       0.0242846
            1346             0.8         1.36509       0.0242702
            1347           0.164          1.3642       0.0242686
            1348           1.984         1.36466       0.0242549
            1349           0.808         1.36425       0.0242405
            1350           0.504         1.36361       0.0242309
            1351           0.636         1.36307       0.0242189
            1352           0.376         1.36234        0.024212
            1353           0.688         1.36184       0.0241993
            1354           3.636         1.36352       0.0242396
            1355           0.188         1.36266       0.0242372
            1356            1.32         1.36263       0.0242194
            1357           1.796         1.36294       0.0242036
            1358            0.42         1.36225       0.0241958
            1359           1.396         1.36228        0.024178
            1360           4.912         1.36489       0.0243007
            1361           1.196         1.36476       0.0242831
            1362           1.092         1.36456       0.0242661
            1363             0.6           1.364       0.0242548
            1364           1.332         1.36398        0.024237
            1365           0.636         1.36344       0.0242252
            1366           0.952         1.36314       0.0242093
            1367           1.096         1.36295       0.0241924
            1368           0.852         1.36257       0.0241776
            1369           0.652         1.36205       0.0241655
            1370            1.16         1.36191       0.0241483
            1371           0.948          1.3616       0.0241326
            1372           2.836         1.36268       0.0241389
            1373           1.288         1.36262       0.0241214
            1374           1.788         1.36293       0.0241058
            1375           0.324         1.36218       0.0241001
            1376            0.86         1.36181       0.0240854
            1377           1.456         1.36188        0.024068
            1378           1.136         1.36172       0.0240511
            1379           1.768         1.36201       0.0240354
            1380           2.352         1.36273       0.0240287
            1381           2.344         1.36344       0.0240218
            1382           2.228         1.36407       0.0240126
            1383           0.156         1.36319       0.0240111
            1384           1.088         1.36299       0.0239946
            1385           1.148         1.36284       0.0239777
            1386           1.136         1.36268        0.023961
            1387           0.684         1.36219       0.0239487
            1388             2.6         1.36308       0.0239481
            1389           0.508         1.36246       0.0239387
            1390           0.872         1.36211       0.0239241
            1391           0.484         1.36148       0.0239152
            1392           2.104         1.36201        0.023904
            1393           0.884         1.36167       0.0238893
            1394            0.74         1.36122       0.0238763
            1395           0.632          1.3607       0.0238649
            1396           1.632         1.36089       0.0238486
            1397           1.468         1.36097       0.0238317
            1398            0.84          1.3606       0.0238176
            1399           2.996         1.36177       0.0238292
            1400           2.336         1.36246       0.0238223
            1401           0.264         1.36168       0.0238182
            1402           0.724         1.36122       0.0238056
            1403            0.86         1.36087       0.0237913
            1404           1.044         1.36064       0.0237754
            1405           0.652         1.36014       0.0237639
            1406             0.5         1.35952       0.0237548
            1407            1.52         1.35964       0.0237382
            1408           0.724         1.35919       0.0237256
            1409           0.956          1.3589       0.0237105
            1410           2.304         1.35957       0.0237032
            1411           3.524         1.36111        0.023736
            1412           1.104         1.36092       0.0237199
            1413           0.852         1.36056       0.0237058
            1414           0.484         1.35994       0.0236972
            1415           1.636         1.36014       0.0236812
            1416           2.484         1.36093       0.0236778
            1417           2.608         1.36181       0.0236774
            1418             0.5          1.3612       0.0236685
            1419           2.732         1.36217       0.0236715
            1420           1.156         1.36203       0.0236553
            1421           0.804         1.36163       0.0236419
            1422           2.096         1.36215       0.0236309
            1423            2.74         1.36312       0.0236342
            1424            1.06          1.3629       0.0236185
            1425           0.856         1.36255       0.0236046
            1426           1.336         1.36253       0.0235881
            1427            2.44         1.36329       0.0235836
            1428           1.632         1.36347       0.0235679
            1429           1.052         1.36326       0.0235524
            1430           1.284          1.3632        0.023536
            1431           0.516         1.36261        0.023527
            1432            0.54         1.36203       0.0235176
            1433           1.672         1.36225       0.0235022
            1434           0.704         1.36179       0.0234902
            1435           2.264         1.36242       0.0234823
            1436           0.472          1.3618       0.0234741
            1437            2.18         1.36237       0.0234647
            1438           2.304         1.36302       0.0234575
            1439            0.48         1.36241       0.0234492
            1440           0.776           1.362       0.0234365
            1441           3.624         1.36357       0.0234727
            1442           0.656         1.36308       0.0234616
            1443           1.624         1.36326        0.023446
            1444           0.712         1.36281       0.0234341
            1445           1.188         1.36269       0.0234182
            1446           0.896         1.36237       0.0234042
            1447           0.568         1.36182       0.0233945
            1448             1.5         1.36191       0.0233785
            1449            1.38         1.36193       0.0233624
            1450           1.952         1.36233       0.0233498
            1451           1.412         1.36237       0.0233338
            1452           2.112         1.36288       0.0233234
            1453           0.748         1.36246       0.0233112
            1454           0.804         1.36208       0.0232983
            1455            0.58         1.36154       0.0232885
            1456           1.012          1.3613       0.0232738
            1457               1         1.36105       0.0232591
            1458            1.42         1.36109       0.0232432
            1459           1.532         1.36121       0.0232276
            1460           1.224         1.36112       0.0232118
            1461           1.956         1.36152       0.0231995
            1462           1.468          1.3616       0.0231838
            1463           0.464         1.36098        0.023176
            1464           1.112         1.36081       0.0231608
            1465           1.256         1.36074       0.0231451
            1466           0.352         1.36005       0.0231396
            1467           2.208         1.36063        0.023131
            1468           1.716         1.36087       0.0231165
            1469             2.9         1.36192       0.0231245
            1470           0.636         1.36143       0.0231141
            1471           1.076         1.36123       0.0230992
            1472           1.772         1.36151       0.0230852
            1473           0.864         1.36117        0.023072
            1474           1.184         1.36105       0.0230566
            1475           1.504         1.36115       0.0230412
            1476           1.376         1.36116       0.0230256
            1477           1.392         1.36118         0.02301
            1478            1.54          1.3613       0.0229948
            1479           3.524         1.36276       0.0230257
            1480            1.22         1.36267       0.0230103
            1481           0.852         1.36232       0.0229973
            1482           1.896         1.36268       0.0229846
            1483           0.496          1.3621       0.0229766
            1484           0.372         1.36143       0.0229708
            1485            0.78         1.36104       0.0229586
            1486           0.712          1.3606       0.0229473
            1487           1.368         1.36061       0.0229319
            1488           0.812         1.36024       0.0229195
            1489           1.008            1.36       0.0229053
            1490           2.204         1.36057       0.0228969
            1491           2.456          1.3613       0.0228934
            1492           1.532         1.36142       0.0228783
            1493            1.52         1.36152       0.0228632
            1494           0.572           1.361        0.022854
            1495           1.028         1.36077       0.0228398
            1496           0.812         1.36041       0.0228275
            1497            1.66         1.36061       0.0228131
            1498           2.212         1.36117        0.022805
            1499           1.352         1.36117       0.0227898
            1500           0.656          1.3607       0.0227794
            1501           1.004         1.36046       0.0227655
            1502           1.112          1.3603       0.0227509
            1503           0.876         1.35997       0.0227381
            1504           0.948          1.3597       0.0227246
            1505            0.88         1.35938       0.0227117
            1506           0.992         1.35914        0.022698
            1507           2.656            1.36       0.0226992
            1508           1.012         1.35977       0.0226853
            1509            1.64         1.35995       0.0226711
            1510           4.788         1.36222       0.0227694
            1511            0.78         1.36184       0.0227576
            1512           0.788         1.36146       0.0227457
            1513           0.472         1.36087       0.0227383
            1514           1.888         1.36122       0.0227259
            1515            1.32         1.36119        0.022711
            1516           1.904         1.36155       0.0226988
            1517           0.428         1.36093       0.0226922
            1518           0.312         1.36024       0.0226877
            1519           0.176         1.35946       0.0226862
            1520           1.512         1.35956       0.0226715
            1521           0.756         1.35917       0.0226601
            1522           1.156         1.35903       0.0226456
            1523           3.044         1.36014       0.0226577
            1524           0.348         1.35948       0.0226526
            1525           1.548          1.3596       0.0226381
            1526           1.172         1.35948       0.0226236
            1527           0.404         1.35885       0.0226174
            1528           0.332         1.35818       0.0226126
