#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             721           0.212       0.0342358      0.00535571
             722           0.008       0.0341994      0.00534841
             723          -0.028       0.0341134      0.00534171
             724            0.04       0.0341215      0.00533433
             725           0.124       0.0342455      0.00532842
             726            0.12       0.0343636      0.00532239
             727           0.304       0.0347345      0.00532797
             728          -0.384       0.0341593      0.00535161
             729           0.072       0.0342112      0.00534452
             730             0.2       0.0344384      0.00534202
             731          -0.204       0.0341122      0.00534466
             732           0.044       0.0341257      0.00533738
             733          -0.084       0.0339645      0.00533253
             734           0.164       0.0341417      0.00532821
             735          -0.152       0.0338884      0.00532697
             736           0.104       0.0339837      0.00532059
             737           0.204       0.0342144      0.00531837
             738          -0.072       0.0340705      0.00531311
             739          -0.052        0.033954       0.0053072
             740          -0.052       0.0338378      0.00530129
             741          -0.004       0.0337868      0.00529439
             742           0.104       0.0338814       0.0052881
             743             0.1       0.0339704      0.00528173
             744           0.268       0.0342849      0.00528399
             745           0.164       0.0344591      0.00527976
             746           0.084       0.0345255       0.0052731
             747          -0.184       0.0342329      0.00527415
             748           0.072       0.0342834      0.00526734
             749          -0.096       0.0341095      0.00526318
             750           0.108        0.034208      0.00525709
             751           0.112       0.0343116      0.00525111
             752          -0.036       0.0342181      0.00524496
             753            -0.1       0.0340398      0.00524102
             754           -0.08       0.0338886      0.00523625
             755          -0.052       0.0337748      0.00523055
             756          -0.264        0.033381      0.00523844
             757          -0.108       0.0331942      0.00523485
             758           -0.08       0.0330449      0.00523007
             759          -0.064        0.032917      0.00522474
             760           0.116       0.0330263      0.00521901
             761           0.316       0.0333982      0.00522538
             762           0.184       0.0335958      0.00522226
             763          -0.032       0.0335098      0.00521613
             764           0.096       0.0335916      0.00520994
             765          -0.012        0.033532      0.00520347
             766            0.06       0.0335666      0.00519679
             767          -0.108        0.033382      0.00519329
             768           0.028        0.033375      0.00518654
             769          -0.012        0.033316      0.00518013
             770           0.224       0.0335636      0.00517932
             771           0.108       0.0336602       0.0051735
             772           0.284       0.0339845      0.00517695
             773          -0.052       0.0338732      0.00517145
             774          -0.188       0.0335866       0.0051727
             775          -0.112       0.0333987      0.00516944
             776           0.112          0.0335      0.00516377
             777          -0.032       0.0334157      0.00515781
             778          -0.028       0.0333368      0.00515179
             779          -0.252       0.0329705      0.00515818
             780          -0.004       0.0329231      0.00515178
             781           0.116       0.0330294      0.00514628
             782          -0.172       0.0327673      0.00514638
             783             0.3       0.0331086      0.00515111
             784           0.152       0.0332602      0.00514677
             785            0.08       0.0333197      0.00514056
             786           0.052       0.0333435      0.00513407
             787          -0.076       0.0332046      0.00512943
             788            -0.2       0.0329086      0.00513145
             789           -0.08       0.0327655      0.00512694
             790           0.056       0.0327949      0.00512054
             791           0.108         0.03289      0.00511495
             792          -0.192       0.0326061      0.00511636
             793           0.144       0.0327465      0.00511184
             794          -0.004       0.0327003      0.00510561
             795          -0.192       0.0324176      0.00510701
             796           -0.14        0.032201      0.00510518
             797          -0.068       0.0320753      0.00510032
             798           0.316       0.0324311      0.00510633
             799           0.152       0.0325807      0.00510213
             800           -0.08         0.03244      0.00509769
             801           -0.12       0.0322497      0.00509488
             802           0.136       0.0323791      0.00509017
             803          -0.128       0.0321793      0.00508775
             804           -0.06       0.0320647      0.00508271
             805          -0.072       0.0319354      0.00507804
             806            -0.2       0.0316476      0.00507989
             807           0.064       0.0316877      0.00507375
             808           -0.12          0.0315      0.00507094
             809            0.04       0.0315105      0.00506468
             810           0.044       0.0315259      0.00505846
             811           0.036       0.0315314      0.00505222
             812            0.12       0.0316404      0.00504717
             813           0.008       0.0316113      0.00504105
             814           0.384       0.0320442      0.00505341
             815           0.048       0.0320638      0.00504725
             816           0.224        0.032299      0.00504654
             817           0.288        0.032612      0.00505006
             818            0.16       0.0327677      0.00504629
             819          -0.144       0.0325519      0.00504474
             820           0.016       0.0325317      0.00503863
             821           -0.02       0.0324677       0.0050329
             822           0.056       0.0324964      0.00502685
             823          -0.064       0.0323791      0.00502211
             824           0.168       0.0325437      0.00501872
             825          -0.004       0.0324994      0.00501283
             826           0.152       0.0326441      0.00500885
             827             0.2       0.0328464      0.00500688
             828           0.212       0.0330628       0.0050055
             829           0.016       0.0330422      0.00499951
             830            0.04       0.0330506      0.00499349
             831          -0.016       0.0329916      0.00498783
             832           0.076       0.0330433       0.0049821
             833           0.068       0.0330852       0.0049763
             834            0.02       0.0330695      0.00497036
             835            0.04       0.0330778      0.00496441
             836           0.104       0.0331627       0.0049592
             837           0.048       0.0331804       0.0049533
             838           0.164       0.0333365      0.00494985
             839          -0.104       0.0331728      0.00494666
             840          -0.112           0.033      0.00494379
             841           -0.08       0.0328656      0.00493973
             842           0.048       0.0328836       0.0049339
             843           0.164       0.0330391       0.0049305
             844           0.136       0.0331611      0.00492617
             845           0.212       0.0333728      0.00492488
             846           0.012       0.0333475      0.00491912
             847            0.14       0.0334734      0.00491493
             848          -0.076       0.0333443      0.00491083
             849           -0.08       0.0332108      0.00490686
             850          -0.008       0.0331624      0.00490132
             851           -0.08       0.0330294      0.00489737
             852           0.052       0.0330516      0.00489167
             853          -0.096       0.0329004      0.00488827
             854            0.24       0.0331429      0.00488856
             855           -0.08       0.0330105      0.00488463
             856          -0.156       0.0327897      0.00488392
             857          -0.196       0.0325228      0.00488551
             858          -0.008       0.0324755      0.00488004
             859           0.064       0.0325122       0.0048745
             860          -0.124       0.0323302      0.00487223
             861           0.176       0.0324971      0.00486943
             862           0.152       0.0326357      0.00486575
             863          -0.028       0.0325655      0.00486062
             864          -0.136       0.0323704      0.00485891
             865            -0.3       0.0319861      0.00486846
             866           0.064       0.0320231      0.00486298
             867            0.32       0.0323552       0.0048687
             868          -0.028       0.0322857      0.00486359
             869           0.068       0.0323268      0.00485816
             870          -0.196       0.0320644      0.00485966
             871            0.24       0.0323031      0.00485994
             872          -0.088       0.0321651      0.00485633
             873           0.124       0.0322703       0.0048519
             874           0.048       0.0322883      0.00484639
             875           0.108       0.0323749      0.00484162
             876          -0.088       0.0322374      0.00483804
             877          -0.156       0.0320228      0.00483729
             878           -0.06        0.031918      0.00483291
             879           0.144       0.0320455      0.00482909
             880          -0.052         0.03195      0.00482455
             881           -0.26       0.0316186      0.00483044
             882          -0.064       0.0315102      0.00482618
             883           -0.06       0.0314066      0.00482183
             884          -0.028       0.0313394      0.00481684
             885           0.008        0.031313      0.00481147
             886           0.104        0.031395      0.00480674
             887            0.08       0.0314498      0.00480163
             888           0.076          0.0315      0.00479649
             889           0.044       0.0315141      0.00479111
             890          -0.156       0.0313034      0.00479036
             891          -0.088       0.0311695      0.00478686
             892          -0.068       0.0310583      0.00478278
             893          -0.036       0.0309832      0.00477801
             894            0.08        0.031038      0.00477298
             895            0.18       0.0312045      0.00477055
             896           0.028       0.0312009      0.00476523
             897           0.068       0.0312419      0.00476009
             898            0.06       0.0312739       0.0047549
             899          -0.052       0.0311813      0.00475051
             900          -0.016       0.0311289      0.00474552
             901           0.084       0.0311876      0.00474062
             902          -0.088       0.0310554      0.00473721
             903             0.1       0.0311318      0.00473258
             904          -0.292       0.0307743      0.00474082
             905           0.028       0.0307713      0.00473558
             906           0.148       0.0309007      0.00473212
             907           0.052       0.0309239      0.00472696
             908           0.044       0.0309383      0.00472178
             909          -0.224       0.0306579      0.00472491
             910          -0.084       0.0305319      0.00472139
             911           0.172       0.0306872      0.00471876
             912           0.192        0.030864       0.0047169
             913     5.55112e-18       0.0308302      0.00471186
             914           0.096       0.0309015      0.00470724
             915          -0.028       0.0308372      0.00470254
             916             0.1       0.0309127      0.00469801
             917           0.112       0.0310011      0.00469372
             918           0.016       0.0309847      0.00468864
             919          -0.012        0.030938      0.00468377
             920           0.144       0.0310609      0.00468029
             921           0.356       0.0314137      0.00468848
             922           0.008       0.0313883      0.00468347
             923          -0.176       0.0311636      0.00468378
             924            0.08       0.0312165      0.00467901
             925           0.028        0.031213      0.00467395
             926          -0.156       0.0310108      0.00467328
             927           0.136       0.0311241      0.00466961
             928          -0.056       0.0310302      0.00466552
             929    -4.16334e-18       0.0309968      0.00466062
             930            0.02       0.0309849      0.00465562
             931          -0.212        0.030724      0.00465793
             932           0.056       0.0307511      0.00465301
             933          -0.168        0.030538       0.0046529
             934           -0.12       0.0303769      0.00465071
             935          -0.072       0.0302674      0.00464702
             936          -0.152       0.0300726      0.00464613
             937          -0.048       0.0299893      0.00464192
             938           0.484       0.0304733      0.00466214
             939           0.264        0.030722       0.0046638
             940           -0.18       0.0304979      0.00466423
             941           0.044       0.0305122      0.00465929
             942           0.028       0.0305096      0.00465435
             943           0.044       0.0305239      0.00464943
             944           0.256       0.0307627      0.00465064
             945           0.148       0.0308868      0.00464737
             946           0.168       0.0310317      0.00464472
             947          -0.164       0.0308258      0.00464438
             948           0.012       0.0308059      0.00463952
             949            0.04       0.0308156      0.00463464
             950          -0.292       0.0304758       0.0046422
             951          -0.016       0.0304269      0.00463758
             952          -0.008       0.0303866      0.00463288
             953           0.016       0.0303715      0.00462805
             954          -0.036       0.0303019      0.00462372
             955            0.06        0.030333      0.00461898
             956          -0.156       0.0301381      0.00461826
             957          -0.084       0.0300188      0.00461498
             958          -0.124        0.029858      0.00461296
             959           0.144       0.0299771      0.00460968
             960           0.164       0.0301167      0.00460699
             961           0.104       0.0301935      0.00460284
             962           0.072        0.030237      0.00459826
             963          -0.016        0.030189      0.00459374
             964          -0.148       0.0300041      0.00459269
             965          -0.032       0.0299399      0.00458838
             966          -0.136       0.0297681      0.00458684
             967           0.036       0.0297746      0.00458211
             968          -0.188       0.0295496      0.00458289
             969           -0.12       0.0293953      0.00458076
             970          -0.036       0.0293278      0.00457653
             971          -0.028       0.0292688       0.0045722
             972           0.088       0.0293292       0.0045679
             973          -0.028       0.0292703      0.00456358
             974           0.128       0.0293717      0.00456002
             975            0.24       0.0295877      0.00456046
             976           -0.12       0.0294344      0.00455836
             977          -0.216       0.0291832      0.00456061
             978           0.124       0.0292802      0.00455698
             979           0.032       0.0292829      0.00455233
             980           0.352       0.0296122      0.00455958
             981           -0.16        0.029419      0.00455902
             982          -0.024       0.0293646      0.00455471
             983           0.312       0.0296521      0.00455914
             984           0.236       0.0298618      0.00455932
             985          -0.232       0.0295959      0.00456244
             986           0.228       0.0297972      0.00456225
             987           0.052       0.0298197      0.00455768
             988           0.028       0.0298178      0.00455307
             989           0.136       0.0299252      0.00454973
             990           0.044       0.0299394      0.00454516
             991           0.232       0.0301433      0.00454514
             992          -0.092       0.0300202      0.00454223
             993          -0.084       0.0299053       0.0045391
             994          -0.072       0.0298028       0.0045357
             995           0.228        0.030002      0.00453551
             996           0.116       0.0300884      0.00453178
             997          -0.028       0.0300301      0.00452761
             998          -0.168       0.0298317      0.00452742
             999           0.072       0.0298739      0.00452308
            1000          -0.004         0.02984      0.00451868
            1001           0.104       0.0299141      0.00451478
            1002           0.192       0.0300758      0.00451317
            1003           -0.04        0.030006      0.00450921
            1004           0.188       0.0301633      0.00450746
            1005           0.184       0.0303164      0.00450558
            1006          -0.008       0.0302783      0.00450126
            1007           0.016       0.0302642      0.00449681
            1008            0.08       0.0303135      0.00449262
            1009           0.084       0.0303667      0.00448848
            1010           0.016       0.0303525      0.00448406
            1011           0.024       0.0303462      0.00447963
            1012           0.084       0.0303992      0.00447552
            1013          -0.152       0.0302192      0.00447472
            1014            0.02       0.0302091      0.00447032
            1015            0.06       0.0302384      0.00446601
            1016           0.104        0.030311      0.00446221
            1017           0.112       0.0303913      0.00445854
            1018          -0.108       0.0302554      0.00445623
            1019          -0.188       0.0300412        0.004457
            1020          -0.084       0.0299294      0.00445404
            1021           0.168       0.0300646      0.00445173
            1022           0.176       0.0302074      0.00444966
            1023           0.104       0.0302796       0.0044459
            1024           0.408       0.0306484      0.00445683
            1025           0.176       0.0307902      0.00445474
            1026            0.14       0.0308967      0.00445167
            1027          -0.072       0.0307965      0.00444846
            1028          -0.008       0.0307588      0.00444429
            1029           0.048       0.0307755         0.00444
            1030          -0.104       0.0306447      0.00443762
            1031          -0.116       0.0305024       0.0044356
            1032           0.012       0.0304845      0.00443133
            1033           0.152       0.0306021      0.00442861
            1034           0.152       0.0307195      0.00442588
            1035           0.028       0.0307169       0.0044216
            1036            0.02       0.0307066      0.00441735
            1037           0.116       0.0307888      0.00441385
            1038           0.108       0.0308632      0.00441023
            1039           0.168       0.0309952      0.00440796
            1040          -0.196       0.0307769      0.00440912
            1041           -0.18       0.0305744      0.00440953
            1042            0.12       0.0306603      0.00440613
            1043          -0.084       0.0305503      0.00440328
            1044          -0.068       0.0304559      0.00440007
            1045           0.176       0.0305952      0.00439807
            1046           0.104       0.0306654      0.00439442
            1047           0.188       0.0308157      0.00439279
            1048           0.128       0.0309084      0.00438958
            1049          -0.108        0.030776      0.00438739
            1050           0.072       0.0308152      0.00438339
            1051           0.184        0.030961      0.00438164
            1052             0.2       0.0311217      0.00438042
            1053           0.136       0.0312213       0.0043774
            1054          -0.024       0.0311689      0.00437356
            1055           0.008       0.0311469      0.00436947
            1056           0.136       0.0312462      0.00436646
            1057           0.052       0.0312658      0.00436237
            1058          -0.092       0.0311493       0.0043598
            1059          -0.168       0.0309613      0.00435974
            1060          -0.216       0.0307283      0.00436185
            1061            0.02       0.0307182      0.00435775
            1062           0.052       0.0307382      0.00435369
            1063          -0.032       0.0306792      0.00434999
            1064          -0.036       0.0306165      0.00434636
            1065            -0.2          0.0304      0.00434767
            1066          -0.044       0.0303302      0.00434415
            1067          -0.136       0.0301743      0.00434287
            1068           0.064        0.030206      0.00433892
            1069          -0.016       0.0301628      0.00433508
            1070           0.176       0.0302991      0.00433317
            1071           0.148        0.030409      0.00433052
            1072           0.116       0.0304888      0.00432721
            1073          -0.128       0.0303411       0.0043257
            1074           0.048       0.0303575       0.0043217
            1075           0.064       0.0303888       0.0043178
            1076           0.096       0.0304498      0.00431421
            1077           0.112       0.0305255      0.00431087
            1078           0.288       0.0307644      0.00431349
            1079            -0.1       0.0306432      0.00431119
            1080          -0.024       0.0305926       0.0043075
            1081           0.016       0.0305791      0.00430353
            1082           0.344       0.0308688      0.00430929
            1083           0.064       0.0308994      0.00430542
            1084           0.168       0.0310258      0.00430331
            1085          -0.212       0.0308018      0.00430517
            1086           0.168       0.0309282      0.00430306
            1087          -0.188       0.0307268      0.00430381
            1088          -0.008       0.0306912          0.0043
            1089           0.392        0.031023      0.00430883
            1090           0.048       0.0310385      0.00430491
            1091           0.164       0.0311604      0.00430269
            1092          -0.168        0.030978      0.00430261
            1093          -0.028       0.0309241      0.00429901
            1094           0.076       0.0309653      0.00429528
            1095           0.012       0.0309479      0.00429139
            1096           0.036       0.0309526      0.00428748
            1097          -0.144       0.0307931      0.00428653
            1098            0.08       0.0308379      0.00428286
            1099           0.016       0.0308244      0.00427899
            1100           0.248       0.0310218      0.00427965
            1101          -0.128       0.0308774       0.0042782
            1102          -0.104        0.030755      0.00427607
            1103            0.14        0.030854      0.00427334
            1104           0.428       0.0312138      0.00428458
            1105           0.056       0.0312362      0.00428076
            1106            0.22       0.0314069      0.00428029
            1107          -0.056       0.0313279      0.00427716
            1108           0.136       0.0314224      0.00427434
            1109            -0.2       0.0312137      0.00427558
            1110           -0.06       0.0311315      0.00427251
            1111           0.192       0.0312763      0.00427112
            1112           0.016       0.0312626       0.0042673
            1113            -0.3        0.030965      0.00427383
            1114           -0.06       0.0308833      0.00427078
            1115           0.044       0.0308951      0.00426696
            1116           0.208       0.0310538      0.00426609
            1117            0.04       0.0310618      0.00426228
            1118           0.076        0.031102      0.00425866
            1119           0.028       0.0310992      0.00425485
            1120    -5.55112e-18       0.0310714      0.00425114
            1121          -0.032       0.0310152      0.00424772
            1122          -0.116       0.0308841      0.00424596
            1123          -0.028       0.0308317       0.0042425
            1124           0.076       0.0308719      0.00423892
            1125            0.02       0.0308622      0.00423516
            1126           0.156       0.0309734      0.00423286
            1127             0.1       0.0310346      0.00422954
            1128           -0.06       0.0309539      0.00422656
            1129           0.004         0.03093      0.00422289
            1130           0.264       0.0311363      0.00422418
            1131          -0.232       0.0309036      0.00422685
            1132           -0.32       0.0305936      0.00423447
            1133           0.024       0.0305878      0.00423074
            1134          -0.028       0.0305362      0.00422732
            1135          -0.104       0.0304176      0.00422526
            1136          -0.172       0.0302394      0.00422529
            1137           0.048       0.0302551      0.00422161
            1138           0.052       0.0302742      0.00421794
            1139            0.04       0.0302827      0.00421425
            1140           0.048       0.0302982      0.00421058
            1141          -0.016       0.0302577      0.00420708
            1142          -0.268       0.0299965       0.0042115
            1143           0.132       0.0300857      0.00420876
            1144          -0.048       0.0300175      0.00420563
            1145          -0.084       0.0299179      0.00420314
            1146          -0.044       0.0298534      0.00419997
            1147          -0.172       0.0296774      0.00419999
            1148           0.124       0.0297596      0.00419713
            1149           0.212       0.0299182      0.00419648
            1150          -0.132       0.0297774      0.00419519
            1151           0.084       0.0298245      0.00419181
            1152            0.06       0.0298507      0.00418825
            1153          -0.048       0.0297832      0.00418516
            1154           0.068       0.0298163      0.00418167
            1155           -0.02       0.0297732      0.00417827
            1156          -0.164       0.0296055      0.00417802
            1157           0.076       0.0296456       0.0041746
            1158            0.08       0.0296891      0.00417122
            1159           0.016       0.0296773      0.00416764
            1160            0.16       0.0297897      0.00416556
            1161           0.036        0.029795      0.00416197
            1162          -0.136       0.0296523      0.00416084
            1163            0.02        0.029644      0.00415727
            1164           0.284       0.0298625      0.00415944
            1165           0.116       0.0299365      0.00415652
            1166          -0.152       0.0297804      0.00415588
            1167           0.032       0.0297823      0.00415232
            1168           0.068       0.0298151       0.0041489
            1169           0.164       0.0299299      0.00414694
            1170           0.008       0.0299111      0.00414343
            1171          -0.044        0.029848      0.00414038
            1172          -0.128       0.0297133      0.00413903
            1173            0.04       0.0297221      0.00413551
            1174           0.176       0.0298467      0.00413387
            1175           -0.12       0.0297191      0.00413232
            1176           0.032       0.0297211       0.0041288
            1177            0.16       0.0298318      0.00412678
            1178            0.22       0.0299932      0.00412643
            1179           0.172       0.0301137      0.00412469
            1180           0.052       0.0301322      0.00412124
            1181           0.224       0.0302964      0.00412101
            1182          -0.084       0.0301997      0.00411866
            1183           0.084       0.0302451      0.00411543
            1184           0.096       0.0303007      0.00411233
            1185           0.168       0.0304169       0.0041105
            1186          -0.232       0.0301956      0.00411299
            1187          -0.096       0.0300893       0.0041109
            1188            -0.1       0.0299798      0.00410889
            1189           0.056       0.0300017       0.0041055
            1190          -0.264       0.0297546      0.00410947
            1191          -0.024       0.0297095      0.00410627
            1192          -0.172       0.0295403      0.00410631
            1193          -0.064       0.0294619      0.00410362
            1194           0.124        0.029541      0.00410094
            1195          -0.148       0.0293925       0.0041002
            1196          -0.072       0.0293077      0.00409765
            1197          -0.216       0.0291028      0.00409935
            1198          -0.396       0.0287479      0.00411126
            1199          -0.248       0.0285171       0.0041143
            1200           0.184       0.0286467      0.00411291
            1201           0.136       0.0287361      0.00411046
            1202           0.092       0.0287887      0.00410738
            1203          -0.024       0.0287448       0.0041042
            1204           0.144       0.0288405       0.0041019
            1205          -0.144       0.0286971      0.00410101
            1206           0.212       0.0288491      0.00410042
            1207           0.164       0.0289611      0.00409855
            1208           0.076           0.029      0.00409535
            1209           0.196       0.0291381      0.00409429
            1210           0.108       0.0292033      0.00409142
            1211           0.116        0.029275      0.00408867
            1212           -0.12       0.0291518      0.00408715
            1213          -0.044       0.0290915      0.00408423
            1214           -0.04       0.0290346      0.00408126
            1215            0.38       0.0293235      0.00408811
            1216            0.36       0.0295954      0.00409378
            1217           0.036       0.0296007      0.00409042
            1218           0.028       0.0295993      0.00408706
            1219           -0.06       0.0295258      0.00408437
            1220          -0.012       0.0294918      0.00408117
            1221           0.252        0.029674      0.00408189
            1222          -0.044       0.0296137        0.004079
            1223           0.092       0.0296648      0.00407598
            1224          -0.012       0.0296307      0.00407279
            1225          -0.004       0.0296033      0.00406956
            1226           0.032       0.0296052      0.00406624
            1227           0.184       0.0297311      0.00406487
            1228          -0.152       0.0295831      0.00406426
            1229           0.004       0.0295622        0.004061
            1230           0.144       0.0296553      0.00405877
            1231          -0.208       0.0294622      0.00406006
            1232     2.77556e-18       0.0294383      0.00405683
            1233            0.02       0.0294307      0.00405355
            1234           0.064       0.0294587      0.00405036
            1235           0.216       0.0296097       0.0040499
            1236           0.184       0.0297346      0.00404855
            1237          -0.356       0.0294228      0.00405727
            1238          -0.104        0.029315      0.00405542
            1239               0       0.0292914      0.00405222
            1240           0.132       0.0293742      0.00404979
            1241          -0.088       0.0292796      0.00404763
            1242          -0.012       0.0292464      0.00404451
            1243           -0.08       0.0291585      0.00404221
            1244          -0.116       0.0290418      0.00404065
            1245           0.092       0.0290924      0.00403772
            1246          -0.196       0.0289117      0.00403852
            1247           0.032       0.0289142      0.00403528
            1248            0.32       0.0291474      0.00403878
            1249           0.144       0.0292394      0.00403659
            1250           0.216       0.0293888      0.00403613
            1251           -0.02       0.0293493       0.0040331
            1252            0.16       0.0294537      0.00403122
            1253            0.26       0.0296377       0.0040322
            1254           0.128       0.0297161      0.00402975
            1255           -0.02       0.0296765      0.00402674
            1256           0.116       0.0297452      0.00402412
            1257           0.016       0.0297343      0.00402093
            1258          -0.172       0.0295739      0.00402093
            1259          -0.192       0.0293979      0.00402159
            1260          -0.132       0.0292698      0.00402043
            1261           0.112       0.0293354      0.00401778
            1262            0.18       0.0294548      0.00401637
            1263           0.116       0.0295234      0.00401377
            1264          -0.216       0.0293291       0.0040153
            1265          -0.116       0.0292142      0.00401376
            1266           -0.12       0.0290964      0.00401232
            1267          -0.064       0.0290229      0.00400983
            1268          -0.036       0.0289716        0.004007
            1269           0.284       0.0291726      0.00400888
            1270          -0.032       0.0291244      0.00400601
            1271               0       0.0291015      0.00400292
            1272          -0.004       0.0290755      0.00399986
            1273          -0.092       0.0289804      0.00399785
            1274          -0.012       0.0289482      0.00399484
            1275           0.116       0.0290165      0.00399229
            1276           0.048       0.0290313      0.00398919
            1277           0.132        0.029112      0.00398688
            1278          -0.128        0.028989      0.00398565
            1279            0.06       0.0290133      0.00398261
            1280           0.048       0.0290281      0.00397953
            1281          -0.024       0.0289867      0.00397664
            1282            0.02       0.0289797      0.00397354
            1283           0.244       0.0291473      0.00397398
            1284           0.088       0.0291931      0.00397115
            1285          -0.148       0.0290553      0.00397045
            1286           0.068       0.0290855      0.00396748
            1287            0.08       0.0291251      0.00396459
            1288           0.148       0.0292174      0.00396259
            1289           0.012        0.029204      0.00395954
            1290          -0.136        0.029076      0.00395854
            1291           -0.18        0.028914      0.00395878
            1292           0.264        0.029096       0.0039599
            1293             0.1       0.0291508      0.00395721
            1294           0.112       0.0292148      0.00395467
            1295           -0.12       0.0290996       0.0039533
            1296          -0.048       0.0290401       0.0039507
            1297           0.008       0.0290239      0.00394768
            1298          -0.132       0.0288998      0.00394659
            1299           0.136       0.0289823      0.00394441
            1300           0.024       0.0289785      0.00394138
            1301           0.156       0.0290761      0.00393956
            1302           0.044       0.0290876      0.00393655
            1303          -0.104       0.0289854      0.00393486
            1304           0.216       0.0291288      0.00393445
            1305            0.14       0.0292138      0.00393235
            1306          -0.084       0.0291271       0.0039303
            1307           -0.06       0.0290589      0.00392788
            1308          -0.088       0.0289694       0.0039259
            1309           0.024       0.0289656       0.0039229
            1310          -0.176       0.0288092      0.00392303
            1311          -0.152       0.0286712      0.00392246
            1312     5.55112e-18       0.0286494      0.00391953
            1313             0.2       0.0287799      0.00391871
            1314          -0.024       0.0287397      0.00391594
            1315          -0.012       0.0287087      0.00391308
            1316           0.068       0.0287386      0.00391022
            1317           0.036       0.0287441      0.00390726
            1318          -0.016       0.0287102      0.00390444
            1319           0.152       0.0288036       0.0039026
            1320            0.38       0.0290697       0.0039087
            1321          -0.064       0.0289992      0.00390638
            1322           0.128       0.0290741      0.00390414
            1323          -0.132       0.0289524      0.00390309
            1324          -0.048       0.0288943      0.00390057
            1325           0.068       0.0289238      0.00389774
            1326           0.188       0.0290437      0.00389665
            1327           0.328        0.029269      0.00390022
            1328           0.184       0.0293855      0.00389902
            1329           0.068       0.0294146      0.00389619
            1330          -0.076       0.0293353      0.00389407
            1331           0.172       0.0294425      0.00389262
            1332          -0.112       0.0293363      0.00389115
            1333           -0.04       0.0292843      0.00388857
            1334          -0.128       0.0291664      0.00388745
            1335            0.14       0.0292494      0.00388542
            1336          -0.072       0.0291737      0.00388325
            1337          -0.128       0.0290561      0.00388213
            1338          -0.004       0.0290314       0.0038793
            1339           0.148       0.0291202      0.00387742
            1340           -0.14        0.028994      0.00387658
            1341           0.048       0.0290082      0.00387372
            1342           -0.12       0.0288972      0.00387242
            1343          -0.112       0.0287923      0.00387096
            1344          -0.152       0.0286577      0.00387042
            1345            0.06        0.028681      0.00386761
            1346           0.168       0.0287845      0.00386612
            1347          -0.032       0.0287394      0.00386351
            1348             0.1       0.0287923      0.00386101
            1349           0.208       0.0289251      0.00386043
            1350          -0.036        0.028877      0.00385787
            1351            0.08       0.0289149       0.0038552
            1352          -0.144        0.028787      0.00385447
            1353          -0.136       0.0286652      0.00385355
            1354           0.328       0.0288863      0.00385704
            1355           0.088       0.0289299      0.00385444
            1356            0.06       0.0289528      0.00385166
            1357           0.312       0.0291614      0.00385447
            1358          -0.056       0.0290987      0.00385214
            1359          -0.008       0.0290714       0.0038494
            1360          -0.352       0.0287912      0.00385676
            1361           0.036       0.0287965      0.00385393
            1362           0.012       0.0287841      0.00385112
            1363           0.284       0.0289714      0.00385284
            1364            0.18       0.0290821      0.00385161
            1365           0.088       0.0291253      0.00384903
            1366           0.144       0.0292094      0.00384713
            1367             0.3       0.0294075      0.00384941
            1368           -0.06       0.0293421      0.00384715
            1369          -0.152       0.0292096      0.00384662
            1370          -0.052       0.0291504      0.00384427
            1371          -0.208       0.0289774      0.00384535
            1372           0.188       0.0290933       0.0038443
            1373          -0.068       0.0290226      0.00384215
            1374          -0.048       0.0289665      0.00383976
            1375           0.144       0.0290502      0.00383788
            1376           0.012       0.0290378      0.00383511
            1377           0.008       0.0290225      0.00383236
            1378          -0.012       0.0289927      0.00382969
            1379           0.004       0.0289746      0.00382696
            1380          -0.076       0.0288986      0.00382494
            1381           0.116       0.0289616      0.00382269
            1382            0.28       0.0291433      0.00382424
            1383          -0.072       0.0290701      0.00382217
            1384           0.104       0.0291243      0.00381979
            1385          -0.008       0.0290975      0.00381713
            1386           0.116       0.0291602      0.00381489
            1387           0.136       0.0292372      0.00381292
            1388           -0.04       0.0291873       0.0038105
            1389          -0.188        0.029031      0.00381096
            1390          -0.024       0.0289928      0.00380841
            1391            0.06       0.0290151      0.00380574
            1392          -0.164       0.0288764      0.00380553
            1393           0.096       0.0289246       0.0038031
            1394          -0.108       0.0288264      0.00380164
            1395           0.188       0.0289405      0.00380063
            1396           0.144       0.0290229       0.0037988
            1397          -0.028       0.0289821       0.0037963
            1398           0.028       0.0289814      0.00379358
            1399           0.052       0.0289979      0.00379091
            1400           0.024       0.0289943       0.0037882
            1401           0.112       0.0290535      0.00378596
            1402           0.028       0.0290528      0.00378326
            1403          -0.124       0.0289437      0.00378214
            1404          -0.132       0.0288291      0.00378118
            1405           0.132       0.0289025       0.0037792
            1406           0.168       0.0290014      0.00377781
            1407           -0.08        0.028924      0.00377592
            1408             0.1       0.0289744      0.00377357
            1409          -0.264       0.0287665      0.00377662
            1410           -0.22       0.0285901      0.00377806
            1411            0.08       0.0286265      0.00377556
            1412           0.012       0.0286147       0.0037729
            1413          -0.156       0.0284841      0.00377249
            1414          -0.164       0.0283479      0.00377228
            1415          -0.156       0.0282177      0.00377186
            1416           0.072       0.0282486      0.00376933
            1417             0.2       0.0283698      0.00376861
            1418           0.104       0.0284231      0.00376633
            1419          -0.144       0.0283016      0.00376564
            1420           0.008       0.0282873      0.00376301
