#     GENERATION:   L1:   BEST HALF <L1>:
         799     85.9282     86.0699
         800     85.0405      86.029
         801     85.0405     85.9382
         802     84.8959     85.7864
         803     84.8959     86.0816
         804     84.8959     86.0767
         805     84.8959     85.4404
         806     84.8959      85.645
         807     84.8959     85.7939
         808     84.8959     85.0309
         809     84.8959      84.952
         810     84.8959      85.031
         811     84.8959       85.33
         812     84.8959     84.9451
         813     84.8959     84.8959
         814     84.8959     84.8959
         815     84.8959     84.8959
         816     84.8959     84.8959
         817     84.8959     84.8959
         818     84.8959     84.8959
         819     84.8959     84.8959
         820     84.6672     84.8913
         821     84.6672     84.8639
         822     84.6672     84.7924
         823     84.5226     84.7346
         824     84.5226     84.6474
         825     84.5226     84.5978
         826     84.5226     84.5562
         827     84.5226     84.5226
         828     84.5226     84.5226
         829     84.5226     84.5226
         830     84.5226     84.5226
         831     84.5226     84.5226
         832     84.5226     84.5226
         833     84.5226     84.5226
         834     84.5226     84.5226
         835     84.5226     84.5226
         836     84.4882     84.5219
         837     84.4882      84.515
         838     84.4882     84.5026
         839     84.4882     84.4964
         840     84.4882     84.4882
         841     84.4882     84.4882
         842     84.3402     84.4852
         843     84.3402     84.4586
         844     84.3402     84.4142
         845     84.3402     84.4053
         846     84.3402       84.79
         847     84.3402     84.3491
         848     84.3402     84.3835
         849     84.3402     84.3402
         850     84.3402     85.6324
         851     84.3402     84.4112
         852     84.3402     84.3402
         853     84.3402     84.3402
         854     84.3402     84.3402
         855     84.3402     84.3402
         856     84.3402     84.3402
         857     84.3402     84.3402
         858     84.3402     84.3402
         859     84.3402     84.3402
         860     84.2105     84.3376
         861      84.038     84.3108
         862     84.0209     84.2307
         863     83.7188     84.1595
         864     83.7188     84.8824
         865     83.5986      84.508
         866     83.5986      83.803
         867     83.5986     83.8118
         868     83.5986     83.7201
         869     83.5986     84.0963
         870     83.5986     83.7412
         871     83.5986     83.5986
         872     83.5986     83.5986
         873     83.5986     83.7375
         874     83.5986     83.5986
         875     83.5986     83.5986
         876     83.5986     83.6918
         877     83.5986     83.5986
         878     83.5986     83.5986
         879     83.5986     83.5986
         880     83.5986     83.5986
         881     83.5986     83.5986
         882     83.5986     83.5986
         883     83.5986     83.5986
         884     83.5986     83.5986
         885     83.5986     83.5986
         886     83.5986     83.5986
         887     83.5986     83.5986
         888     83.5986     83.5986
         889     83.5986     83.5986
         890     83.5986     83.5986
         891     83.5986     83.5986
         892     83.5986     83.5986
         893     83.5986     83.5986
         894     83.5986     83.7428
         895     83.5986     83.5986
         896     83.5986     83.5986
         897     83.5986     83.5986
         898     83.5986     83.5986
         899     83.5986     83.5986
         900     83.5986     83.5986
         901     83.5986     83.5986
         902     83.5986     83.5986
         903     83.5986     83.5986
         904     83.5986     83.5986
         905     83.5986     83.5986
         906     83.5986     83.5986
         907     83.5986     83.5986
         908     83.5986     84.0865
         909     83.5986     83.5986
         910     83.5986     83.5986
         911     83.5986     83.5986
         912     83.5986     83.5986
         913     83.5986     83.5986
         914     83.5986     83.5986
         915     83.5986     83.5986
         916     83.5986     83.5986
         917     83.5986     83.5986
         918     83.5986     83.5986
         919     83.5986     83.5986
         920     83.1992     83.6189
         921     83.1992     83.5717
         922     83.1051     83.5198
         923     83.1051      83.426
         924     83.1051     83.2762
         925     83.1051     83.4311
         926     83.1051     83.1799
         927     83.1051     83.1706
         928     83.1051     83.2545
         929     83.1051     83.1051
         930     83.1051     83.1912
         931     83.1051     83.1051
         932     83.1051     83.1051
         933     83.1051      83.299
         934     83.1051     83.1328
         935     83.1051     83.1051
         936     83.1051     83.1051
         937     83.1051     83.1051
         938     83.1051     83.1051
         939     83.1051     83.1051
         940     83.1051     83.1051
         941     83.1051     83.1051
         942     83.1051     83.1051
         943     83.1051     83.1051
         944     83.1051     83.1051
         945     83.1051     83.1051
         946     83.1051     83.1051
         947     83.1051     83.1051
         948     83.1051     83.1051
         949     83.1051     83.1051
         950     83.1051     83.1051
         951     83.1051     83.1051
         952     83.1051     83.1051
         953     83.1051     83.1051
         954     83.1051     83.1051
         955     83.1051     83.1051
         956     83.1051     83.1051
         957     83.1051     83.1051
         958     83.1051     83.1051
         959     83.1051     83.1051
         960     82.9802     83.1026
         961     82.9802     83.0851
         962     82.9802     83.0551
         963     82.9802     83.0052
         964     82.9802     82.9802
         965     82.9802     82.9802
         966     82.9802     82.9802
         967     82.9802     82.9802
         968     82.9802     82.9802
         969     82.9802     82.9802
         970     82.9802     82.9802
         971     82.9802     82.9802
         972     82.9802     82.9802
         973     82.9802     82.9802
         974     82.9802      83.046
         975     82.9528     83.2748
         976     82.9528     82.9753
         977     82.9528     82.9687
         978     82.9528     82.9621
         979     82.9528      82.955
