           2    0.027134 0.000687712
        1.75   0.0358882 0.000796734
         1.5   0.0507946  0.00121469
        1.25   0.0790409  0.00165021
           1    0.147533  0.00276119
        0.75    0.362312   0.0058516
         0.5    0.892697   0.0105148
