           2      1.3627  0.00405371
        1.75     1.78977  0.00583241
         1.5     2.52173  0.00930121
        1.25     3.97227   0.0173001
           1       7.353   0.0473663
        0.75      18.981     0.19209
         0.5      78.033    0.699338
