           2    0.196533 0.000317115
        1.75    0.239362 0.000359245
         1.5    0.293244 0.000466075
        1.25    0.357533 0.000792596
           1     0.41765  0.00108324
        0.75    0.433229  0.00244606
         0.5    0.331245  0.00533815
