#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
             712          -0.012       0.0406124      0.00639741
             713          -0.148       0.0403478       0.0063939
             714           0.292       0.0407003      0.00639466
             715           0.088       0.0407664      0.00638605
             716          -0.208        0.040419      0.00638658
             717           0.208       0.0406527      0.00638195
             718           0.164       0.0408245      0.00637537
             719            0.04       0.0408234       0.0063665
             720          -0.008       0.0407556      0.00635802
             721            -0.1       0.0405603       0.0063522
             722          -0.264       0.0401385      0.00635739
             723          -0.336       0.0396183      0.00636985
             724          -0.144       0.0393646       0.0063661
             725          -0.064       0.0392221      0.00635892
             726          -0.084       0.0390523      0.00635242
             727           0.032       0.0390426      0.00634369
             728          -0.044       0.0389286        0.006336
             729           0.328       0.0393251      0.00633971
             730           0.272       0.0396438      0.00633903
             731           0.156        0.039803      0.00633236
             732           0.004       0.0397541      0.00632389
             733          -0.056       0.0396235      0.00631662
             734          -0.224       0.0392643      0.00631821
             735           0.048       0.0392762      0.00630963
             736           0.128       0.0393967      0.00630221
             737            0.16       0.0395604      0.00629578
             738           0.008       0.0395176      0.00628739
             739          -0.168       0.0392368      0.00628515
             740            0.24       0.0395081      0.00628251
             741           0.092       0.0395789      0.00627443
             742            0.06       0.0396065      0.00626604
             743            0.04        0.039607      0.00625761
             744            0.18       0.0397957      0.00625204
             745           -0.02       0.0397154      0.00624416
             746            0.06       0.0397426      0.00623585
             747           0.144       0.0398822      0.00622906
             748           -0.04       0.0397754      0.00622165
             749          -0.248       0.0393912       0.0062252
             750          -0.264       0.0389867      0.00623003
             751          -0.116       0.0387803      0.00622515
             752           -0.12       0.0385691      0.00622045
             753          -0.036       0.0384701      0.00621298
             754               0       0.0384191      0.00620495
             755          -0.152       0.0381669      0.00620185
             756          -0.164       0.0378995      0.00619941
             757          -0.116       0.0376962      0.00619455
             758           0.256       0.0379842      0.00619307
             759           0.232       0.0382398      0.00619019
             760            0.28       0.0385579      0.00619021
             761           0.192       0.0387595      0.00618536
             762          -0.168       0.0384882      0.00618319
             763          -0.004       0.0384325      0.00617534
             764          -0.104       0.0382461      0.00617007
             765           0.112       0.0383425      0.00616276
             766          -0.192       0.0380418      0.00616204
             767            0.12       0.0381486      0.00615493
             768           0.176       0.0383281      0.00614954
             769           0.044       0.0383355      0.00614154
             770           0.176       0.0385143      0.00613617
             771           0.248        0.038786      0.00613422
             772           0.168       0.0389534      0.00612856
             773          -0.312       0.0384994      0.00613743
             774            -0.2       0.0381912      0.00613723
             775           0.236       0.0384465      0.00613461
             776           0.072       0.0384897      0.00612686
             777          -0.292       0.0380644      0.00613372
             778           -0.06       0.0379383      0.00612713
             779           0.024       0.0379204      0.00611929
             780           0.016       0.0378923      0.00611151
             781          -0.136       0.0376697      0.00610774
             782           0.196       0.0378721      0.00610329
             783           0.096       0.0379464      0.00609594
             784          -0.028       0.0378622      0.00608875
             785          -0.076       0.0377172      0.00608272
             786           0.076       0.0377659      0.00607518
             787          -0.016       0.0376976      0.00606784
             788           0.212       0.0379188      0.00606417
             789           0.076        0.037967      0.00605668
             790            0.02       0.0379443      0.00604905
             791             0.1       0.0380228      0.00604191
             792            0.08       0.0380758      0.00603452
             793          -0.196       0.0377806      0.00603412
             794          -0.108        0.037597      0.00602932
             795           -0.22        0.037273      0.00603043
             796          -0.008       0.0372161      0.00602312
             797           0.188       0.0374053      0.00601854
             798          -0.056       0.0372882      0.00601213
             799           0.068       0.0373267      0.00600473
             800           0.348        0.037715      0.00600977
             801           -0.08        0.037568      0.00600406
             802            0.04       0.0375711      0.00599658
             803           0.168       0.0377335      0.00599131
             804           0.048       0.0377463      0.00598387
             805           0.388       0.0381814      0.00599224
             806           0.084       0.0382382      0.00598507
             807           0.032       0.0382305      0.00597766
             808           0.148       0.0383663      0.00597181
             809           0.208        0.038576       0.0059681
             810           0.048       0.0385877      0.00596075
             811          -0.156       0.0383477      0.00595822
             812           0.004       0.0383054      0.00595104
             813           0.264        0.038583      0.00595019
             814          -0.096       0.0384177      0.00594518
             815           0.216       0.0386356      0.00594187
             816           0.132         0.03875      0.00593569
             817           0.028       0.0387368      0.00592844
             818          -0.044       0.0386357      0.00592206
             819          -0.388       0.0381148      0.00593769
             820           -0.04       0.0380195      0.00593122
             821             0.3       0.0383386      0.00593257
             822          -0.296       0.0379319      0.00593928
             823          -0.024       0.0378566      0.00593254
             824           0.212        0.038068       0.0059291
             825           0.316       0.0384048      0.00593148
             826            0.24       0.0386489      0.00592932
             827     2.77556e-18       0.0386022      0.00592233
             828           0.168       0.0387585      0.00591724
             829           0.024       0.0387407      0.00591013
             830           0.108       0.0388241       0.0059036
             831           0.312       0.0391528      0.00590564
             832             0.2       0.0393462       0.0059017
             833          -0.052       0.0392365      0.00589564
             834           0.012       0.0392038      0.00588866
             835           -0.02       0.0391329      0.00588203
             836          -0.016        0.039067      0.00587537
             837           0.104       0.0391446      0.00586886
             838           0.304       0.0394606      0.00587036
             839           0.064       0.0394899      0.00586344
             840            0.08       0.0395381      0.00585665
             841            0.14       0.0396576      0.00585091
             842          -0.004       0.0396057      0.00584419
             843          -0.188       0.0393357      0.00584349
             844           0.092       0.0393981       0.0058369
             845           -0.08       0.0392568       0.0058317
             846           -0.14       0.0390449      0.00582866
             847          -0.124       0.0388524      0.00582495
             848           0.256       0.0391085      0.00582371
             849           0.048        0.039119      0.00581686
             850           0.048       0.0391294      0.00581003
             851           -0.16       0.0388954      0.00580791
             852          -0.056        0.038784      0.00580216
             853           0.148       0.0389121      0.00579677
             854           0.212       0.0391148      0.00579353
             855           0.168       0.0392655      0.00578871
             856           0.116       0.0393551      0.00578264
             857           0.224       0.0395706      0.00577991
             858           -0.06       0.0394545      0.00577433
             859           0.004       0.0394133      0.00576776
             860          -0.012       0.0393535      0.00576136
             861           0.228       0.0395726      0.00575884
             862           -0.02       0.0395035      0.00575257
             863            0.04       0.0395041       0.0057459
             864          -0.216       0.0392083      0.00574686
             865          -0.036       0.0391214      0.00574087
             866          -0.036       0.0390346       0.0057349
             867           -0.22       0.0387359      0.00573606
             868           0.056       0.0387558      0.00572949
             869          -0.036       0.0386697      0.00572354
             870    -3.46945e-18       0.0386253      0.00571713
             871           0.132       0.0387325      0.00571158
             872           -0.04       0.0386422      0.00570574
             873           0.284       0.0389233      0.00570612
             874          -0.164       0.0386911      0.00570431
             875          -0.204       0.0384137      0.00570453
             876           -0.08       0.0382785      0.00569962
             877           0.056       0.0382987      0.00569316
             878            0.16       0.0384374      0.00568836
             879           0.172       0.0385893      0.00568392
             880          -0.004       0.0385409      0.00567767
             881           0.004       0.0385017      0.00567136
             882           0.192       0.0386757       0.0056676
             883          -0.012       0.0386183      0.00566147
             884           0.388       0.0390136      0.00566884
             885           0.208       0.0392045      0.00566565
             886           0.052        0.039219      0.00565928
             887           0.064       0.0392469      0.00565297
             888          -0.068       0.0391261      0.00564789
             889          -0.132       0.0389336      0.00564482
             890           -0.18       0.0386876      0.00564383
             891           0.028       0.0386756      0.00563751
             892          -0.044        0.038583      0.00563195
             893          -0.296       0.0382083      0.00563809
             894           0.036       0.0382058      0.00563179
             895          -0.036       0.0381229      0.00562611
             896             0.2       0.0383036      0.00562273
             897           0.052       0.0383188      0.00561648
             898           0.264       0.0385702      0.00561584
             899           0.184       0.0387319      0.00561193
             900           -0.04       0.0386444      0.00560637
             901           0.004        0.038606      0.00560028
             902           0.208       0.0387938      0.00559722
             903          -0.024       0.0387243      0.00559146
             904          -0.212       0.0384469      0.00559214
             905           0.152       0.0385724      0.00558737
             906          -0.012       0.0385166      0.00558148
             907    -2.77556e-18       0.0384741      0.00557549
             908          -0.116        0.038304      0.00557195
             909          -0.288        0.037945      0.00557737
             910           0.136       0.0380527      0.00557228
             911             0.2       0.0382305        0.005569
             912          -0.048        0.038136      0.00556369
             913          -0.056       0.0380329      0.00555856
             914           0.124       0.0381269      0.00555327
             915          -0.156       0.0379148      0.00555125
             916          -0.128       0.0377336      0.00554815
             917          -0.104       0.0375791      0.00554425
             918          -0.176       0.0373464      0.00554309
             919          -0.232       0.0370533       0.0055448
             920           0.084       0.0371043      0.00553901
             921           0.024       0.0370901      0.00553301
             922           0.028       0.0370803      0.00552702
             923            0.02       0.0370618      0.00552106
             924           0.156       0.0371905      0.00551659
             925           0.336       0.0375135      0.00552007
             926           0.164       0.0376501       0.0055158
             927           0.116       0.0377346       0.0055105
             928           0.216       0.0379267      0.00550791
             929           0.232       0.0381356      0.00550594
             930           0.088       0.0381892      0.00550028
             931           -0.36       0.0377615      0.00551098
             932            0.04       0.0377639      0.00550506
             933           0.088       0.0378178      0.00549943
             934            0.14       0.0379272      0.00549463
             935          -0.292       0.0375743      0.00550007
             936           0.088       0.0376282      0.00549446
             937            0.08       0.0376734      0.00548878
             938          -0.036       0.0375949      0.00548349
             939           0.036       0.0375932      0.00547765
             940           0.072       0.0376298      0.00547194
             941            0.06       0.0376536      0.00546618
             942           -0.04       0.0375711        0.005461
             943          -0.108       0.0374168      0.00545739
             944          -0.108       0.0372627      0.00545378
             945            0.12       0.0373503      0.00544871
             946            0.24       0.0375645      0.00544716
             947            0.28       0.0378205      0.00544742
             948            0.08        0.037865      0.00544186
             949           0.308       0.0381496      0.00544357
             950          -0.044       0.0380632      0.00543852
             951          -0.004       0.0380189      0.00543298
             952           -0.04        0.037937      0.00542789
             953          -0.088       0.0378048      0.00542381
             954          -0.408       0.0373375      0.00543822
             955            -0.2        0.037089       0.0054382
             956            0.06        0.037113      0.00543256
             957           0.112       0.0371912      0.00542745
             958          -0.212       0.0369311      0.00542801
             959          -0.324       0.0365547      0.00543538
             960          -0.088        0.036425      0.00543127
             961          -0.204       0.0361748      0.00543138
             962           -0.06       0.0360748      0.00542665
             963            0.02       0.0360582      0.00542104
             964           0.112       0.0361369      0.00541599
             965          -0.004       0.0360953      0.00541054
             966           -0.16       0.0358923      0.00540874
             967           0.028       0.0358842      0.00540316
             968           0.228       0.0360826      0.00540122
             969           0.128       0.0361775      0.00539648
             970            0.04       0.0361814      0.00539092
             971           0.148       0.0362966      0.00538659
             972          -0.152       0.0361029      0.00538453
             973          -0.132       0.0359301      0.00538177
             974           0.144       0.0360411      0.00537739
             975            0.24       0.0362503      0.00537594
             976            0.04       0.0362541      0.00537044
             977           0.096       0.0363153      0.00536529
             978           0.084        0.036364      0.00536002
             979           0.512       0.0368498      0.00537652
             980           0.464       0.0372857      0.00538867
             981           -0.14        0.037105      0.00538621
             982          -0.212       0.0368513      0.00538669
             983           0.032       0.0368464      0.00538122
             984           0.048       0.0368577      0.00537576
             985          -0.164       0.0366538      0.00537417
             986          -0.208       0.0364057      0.00537444
             987          -0.112       0.0362553       0.0053711
             988           0.064       0.0362834      0.00536574
             989             0.2       0.0364489      0.00536287
             990           -0.04       0.0363717        0.005358
             991          -0.068       0.0362664      0.00535363
             992           -0.08       0.0361492      0.00534952
             993            -0.2       0.0359114      0.00534942
             994           -0.28       0.0355936      0.00535347
             995            0.08       0.0356382      0.00534827
             996           0.216       0.0358193      0.00534597
             997           0.056       0.0358395      0.00534064
             998           0.148       0.0359519      0.00533647
             999             0.4       0.0363163      0.00534356
            1000          -0.116        0.036164      0.00534039
            1001           0.196       0.0363237      0.00533744
            1002          -0.076       0.0362116      0.00533329
            1003          -0.132       0.0360439      0.00533061
            1004           0.016       0.0360239      0.00532534
            1005           0.184       0.0361711      0.00532207
            1006            0.26       0.0363936      0.00532143
            1007          -0.036       0.0363217      0.00531663
            1008            0.04       0.0363254      0.00531136
            1009          -0.028       0.0362616      0.00530648
            1010            0.02       0.0362455      0.00530125
            1011           0.028       0.0362374      0.00529601
            1012           0.204       0.0364032      0.00529337
            1013           0.032       0.0363988      0.00528815
            1014           0.196       0.0365562      0.00528527
            1015           0.352        0.036867       0.0052892
            1016           0.308       0.0371339      0.00529072
            1017             0.1       0.0371957      0.00528588
            1018           0.016       0.0371749      0.00528073
            1019          -0.072       0.0370677      0.00527663
            1020           0.216       0.0372431      0.00527437
            1021          -0.112        0.037097      0.00527123
            1022            0.04       0.0370998      0.00526607
            1023            0.28       0.0373372      0.00526628
            1024            0.22       0.0375156      0.00526415
            1025          -0.048       0.0374322      0.00525968
            1026          -0.056       0.0373411      0.00525534
            1027            0.14       0.0374411      0.00525117
            1028          -0.068       0.0373385      0.00524707
            1029           -0.18       0.0371273      0.00524622
            1030           0.032       0.0371223      0.00524113
            1031          -0.416       0.0366828      0.00525444
            1032           -0.22       0.0364341      0.00525523
            1033          -0.132       0.0362711      0.00525267
            1034           0.152        0.036383      0.00524878
            1035           0.144        0.036487      0.00524474
            1036          -0.084       0.0363707      0.00524097
            1037          -0.212       0.0361311      0.00524139
            1038          -0.124       0.0359769      0.00523861
            1039          -0.324       0.0356304      0.00524501
            1040          -0.224       0.0353808       0.0052459
            1041           0.052       0.0353967      0.00524089
            1042           0.056       0.0354165       0.0052359
            1043          -0.124       0.0352637      0.00523311
            1044          -0.076       0.0351571      0.00522918
            1045          -0.088       0.0350392       0.0052255
            1046           0.328       0.0353193      0.00522801
            1047           0.216       0.0354919      0.00522586
            1048           0.032       0.0354885      0.00522088
            1049            0.36       0.0357979      0.00522506
            1050           0.276       0.0360267      0.00522509
            1051            0.08       0.0360685      0.00522028
            1052             0.1       0.0361293      0.00521567
            1053           0.384       0.0364596      0.00522117
            1054          -0.072       0.0363567      0.00521723
            1055           0.144       0.0364588      0.00521328
            1056            0.36       0.0367652      0.00521734
            1057           0.064       0.0367909      0.00521247
            1058          -0.232       0.0365369      0.00521373
            1059             0.1       0.0365968      0.00520915
            1060          -0.052       0.0365132      0.00520491
            1061          -0.256       0.0362375       0.0052073
            1062          -0.144       0.0360678      0.00520516
            1063           0.136       0.0361618      0.00520111
            1064            0.14       0.0362594      0.00519714
            1065          -0.152       0.0360826      0.00519527
            1066           -0.12       0.0359362      0.00519246
            1067          -0.108       0.0358013      0.00518934
            1068           0.292       0.0360412      0.00519002
            1069          -0.048       0.0359626      0.00518576
            1070            0.04       0.0359664      0.00518092
            1071           0.292       0.0362054      0.00518159
            1072           0.368       0.0365149        0.005186
            1073          -0.012       0.0364697      0.00518136
            1074           0.048       0.0364804      0.00517655
            1075          -0.076       0.0363758      0.00517279
            1076          -0.244       0.0361152      0.00517454
            1077          -0.132       0.0359591      0.00517209
            1078          -0.116       0.0358182      0.00516921
            1079           0.048       0.0358295      0.00516443
            1080          -0.008       0.0357889      0.00515981
            1081          -0.264       0.0355116      0.00516249
            1082          -0.132       0.0353567      0.00516003
            1083          -0.004       0.0353204       0.0051554
            1084            0.04       0.0353247      0.00515064
            1085           0.116       0.0353991      0.00514643
            1086           0.352       0.0356906      0.00514995
            1087           -0.04        0.035621      0.00514568
            1088            0.08       0.0356618      0.00514111
            1089           0.164       0.0357796      0.00513774
            1090          -0.228       0.0355376      0.00513872
            1091          -0.152       0.0353657      0.00513689
            1092          -0.036       0.0353004       0.0051326
            1093           0.068       0.0353303      0.00512799
            1094          -0.328       0.0349982      0.00513405
            1095           -0.24        0.034747       0.0051355
            1096          -0.144       0.0345839       0.0051334
            1097          -0.372       0.0342133      0.00514208
            1098           0.204       0.0343679      0.00513972
            1099          -0.092        0.034253      0.00513633
            1100          -0.116       0.0341164      0.00513348
            1101           -0.14       0.0339582      0.00513125
            1102           0.412       0.0343013      0.00513805
            1103           0.032       0.0342992      0.00513339
            1104          -0.404       0.0339022      0.00514407
            1105          -0.204       0.0336869      0.00514392
            1106          -0.044       0.0336166      0.00513975
            1107          -0.096       0.0334995      0.00513644
            1108           0.004       0.0334729      0.00513187
            1109           -0.04       0.0334067      0.00512767
            1110          -0.084       0.0333009      0.00512414
            1111           0.152       0.0334077      0.00512065
            1112           0.096        0.033464      0.00511635
            1113           0.056       0.0334843      0.00511179
            1114          -0.312       0.0331741       0.0051166
            1115           0.032       0.0331731      0.00511201
            1116           0.216       0.0333369      0.00511006
            1117            0.02        0.033325       0.0051055
            1118           0.296       0.0335599      0.00510633
            1119           0.264       0.0337659      0.00510592
            1120           0.084       0.0338107      0.00510156
            1121           0.156       0.0339197      0.00509817
            1122          -0.116       0.0337861      0.00509538
            1123           0.072       0.0338201      0.00509096
            1124           0.104       0.0338826      0.00508681
            1125          -0.112       0.0337529      0.00508394
            1126           0.056       0.0337726      0.00507946
            1127           0.156       0.0338811      0.00507611
            1128          -0.084       0.0337766      0.00507269
            1129          -0.184       0.0335837      0.00507186
            1130           0.056       0.0336035      0.00506741
            1131           0.336       0.0338709      0.00506998
            1132            0.22       0.0340353      0.00506817
            1133           0.268       0.0342418       0.0050679
            1134           -0.24           0.034       0.0050692
            1135           0.172       0.0341216      0.00506619
            1136          -0.132       0.0339754      0.00506384
            1137           0.036       0.0339771      0.00505939
            1138           -0.12       0.0338418      0.00505675
            1139          -0.288       0.0335593       0.0050602
            1140          -0.156        0.033393      0.00505849
            1141           -0.02       0.0333462      0.00505427
            1142          -0.116       0.0332154      0.00505154
            1143          -0.076       0.0331199      0.00504802
            1144          -0.164       0.0329476      0.00504655
            1145           0.044       0.0329572      0.00504215
            1146           0.296       0.0331867      0.00504298
            1147           0.132       0.0332729      0.00503931
            1148           0.104       0.0333345       0.0050353
            1149          -0.036       0.0332742      0.00503128
            1150            0.04         0.03328      0.00502691
            1151           0.324       0.0335326      0.00502888
            1152           0.144       0.0336285      0.00502543
            1153           0.128       0.0337103      0.00502174
            1154           0.232       0.0338821      0.00502033
            1155           0.272       0.0340883      0.00502021
            1156           0.104       0.0341488      0.00501623
            1157            0.36       0.0344304       0.0050198
            1158           0.124       0.0345078      0.00501606
            1159           0.248        0.034692      0.00501511
            1160           0.028       0.0346862      0.00501079
            1161           0.168        0.034801      0.00500779
            1162           0.232       0.0349707      0.00500636
            1163           0.172       0.0350886      0.00500344
            1164          -0.068           0.035      0.00499992
            1165           0.044       0.0350077      0.00499564
            1166          -0.112       0.0348816      0.00499294
            1167          -0.208       0.0346735        0.004993
            1168           0.168       0.0347877      0.00499003
            1169           0.228        0.034953       0.0049885
            1170            0.34       0.0352137      0.00499104
            1171            0.14       0.0353032      0.00498758
            1172           0.012       0.0352833      0.00498337
            1173          -0.156       0.0351202      0.00498179
            1174          -0.088       0.0350153      0.00497865
            1175           -0.06       0.0349345      0.00497507
            1176          -0.152       0.0347755      0.00497338
            1177           0.064       0.0348003      0.00496921
            1178           0.308       0.0350323       0.0049704
            1179          -0.132       0.0348906      0.00496821
            1180           0.052       0.0349051      0.00496402
            1181           0.408        0.035221      0.00496986
            1182           0.424       0.0355499      0.00497652
            1183          -0.048       0.0354793      0.00497282
            1184          -0.012       0.0354392      0.00496878
            1185           0.016       0.0354228      0.00496461
            1186           0.152       0.0355211       0.0049614
            1187          -0.012        0.035481      0.00495738
            1188          -0.016       0.0354377       0.0049534
            1189          -0.272       0.0351791      0.00495598
            1190           -0.24       0.0349479       0.0049572
            1191           -0.38       0.0345995      0.00496527
            1192          -0.096       0.0344899      0.00496231
            1193           0.276       0.0346924      0.00496228
            1194           0.112       0.0347571      0.00495855
            1195          -0.124       0.0346243      0.00495618
            1196     4.16334e-18       0.0345953      0.00495212
            1197           0.144       0.0346867      0.00494882
            1198            0.16       0.0347913       0.0049458
            1199          -0.048       0.0347223      0.00494216
            1200             0.1       0.0347767      0.00493834
            1201            0.16       0.0348809      0.00493532
            1202           0.084       0.0349218      0.00493139
            1203            0.04        0.034926      0.00492729
            1204           -0.06       0.0348472      0.00492383
            1205          -0.008       0.0348116      0.00491987
            1206          -0.008       0.0347761      0.00491592
            1207           0.024       0.0347672      0.00491186
            1208           0.144       0.0348576      0.00490862
            1209           0.036       0.0348586      0.00490456
            1210               0       0.0348298      0.00490059
            1211           0.356        0.035095      0.00490372
            1212           0.024       0.0350858      0.00489968
            1213           0.096        0.035136       0.0048959
            1214           0.112       0.0351993      0.00489227
            1215           -0.02       0.0351539      0.00488846
            1216          -0.188       0.0349704      0.00488788
            1217          -0.104       0.0348562       0.0048852
            1218          -0.024       0.0348079      0.00488143
            1219           0.204       0.0349467       0.0048794
            1220          -0.024       0.0348984      0.00487564
            1221          -0.136       0.0347584      0.00487365
            1222          -0.112       0.0346383      0.00487114
            1223           0.088       0.0346819      0.00486735
            1224           0.332       0.0349248      0.00486944
            1225           0.176         0.03504      0.00486682
            1226           -0.16       0.0348809      0.00486545
            1227           0.024        0.034872      0.00486149
            1228          -0.096       0.0347655       0.0048587
            1229           -0.16        0.034607      0.00485733
            1230          -0.268        0.034361      0.00485961
            1231           0.028       0.0343558      0.00485567
            1232          -0.116       0.0342338      0.00485326
            1233            -0.1       0.0341249      0.00485054
            1234           0.076       0.0341588      0.00484673
            1235           0.264       0.0343449      0.00484638
            1236           0.348       0.0345987       0.0048491
            1237           0.156       0.0346968      0.00484617
            1238          -0.056       0.0346236      0.00484281
            1239           0.124       0.0346957      0.00483944
            1240           0.044       0.0347032      0.00483554
            1241            0.02       0.0346914      0.00483166
            1242           0.012       0.0346731       0.0048278
            1243           0.184       0.0347932      0.00482541
            1244           0.292           0.035      0.00482596
            1245          -0.284       0.0347438      0.00482888
            1246          -0.248       0.0345169      0.00483034
            1247           -0.04       0.0344571      0.00482683
            1248          -0.148       0.0343109      0.00482518
            1249          -0.132       0.0341777      0.00482315
            1250           0.076       0.0342112      0.00481941
            1251          -0.072       0.0341263       0.0048163
            1252           0.048       0.0341374      0.00481247
            1253            0.04       0.0341421      0.00480863
            1254          -0.104       0.0340319      0.00480606
            1255           0.008       0.0340112      0.00480227
            1256           -0.14       0.0338726      0.00480045
            1257           0.068       0.0338998      0.00479671
            1258          -0.028       0.0338506      0.00479315
            1259           0.068       0.0338777      0.00478942
            1260          -0.112       0.0337619      0.00478701
            1261           0.012       0.0337446      0.00478325
            1262          -0.116        0.033626      0.00478093
            1263          -0.272        0.033384      0.00478326
            1264           0.136       0.0334652      0.00478017
            1265           0.256       0.0336411      0.00477963
            1266             0.1       0.0336935      0.00477614
            1267     4.16334e-18       0.0336669      0.00477244
            1268           0.132       0.0337445      0.00476931
            1269           0.088       0.0337872      0.00476574
            1270           0.004       0.0337638      0.00476205
            1271           0.124       0.0338348      0.00475883
            1272          -0.044       0.0337736      0.00475548
            1273            0.18       0.0338885      0.00475313
            1274           -0.24       0.0336735      0.00475426
            1275           0.072       0.0337035      0.00475063
            1276           0.152       0.0337962      0.00474781
            1277          -0.172       0.0336351      0.00474683
            1278          -0.156       0.0334867      0.00474543
            1279            0.16       0.0335856      0.00474275
            1280           0.052          0.0336      0.00473907
            1281          -0.124        0.033477      0.00473696
            1282     4.16334e-18       0.0334509      0.00473334
            1283            0.26       0.0336274      0.00473294
            1284          -0.032       0.0335763      0.00472953
            1285          -0.028       0.0335284       0.0047261
            1286           0.224       0.0336765      0.00472474
            1287          -0.028       0.0336286      0.00472131
            1288          -0.072       0.0335466      0.00471836
            1289          -0.116       0.0334306      0.00471613
            1290          -0.044       0.0333705      0.00471285
            1291           0.232       0.0335244      0.00471171
            1292     1.38778e-18       0.0334985      0.00470814
            1293           0.164       0.0335994      0.00470558
            1294           0.216       0.0337403      0.00470405
            1295          -0.032       0.0336896      0.00470069
            1296           0.112         0.03375      0.00469745
            1297          -0.112       0.0336376      0.00469518
            1298          -0.152       0.0334946      0.00469374
            1299          -0.124       0.0333734      0.00469169
            1300          -0.124       0.0332523      0.00468964
            1301          -0.016       0.0332145      0.00468619
            1302           0.044       0.0332227       0.0046826
            1303           0.096       0.0332709      0.00467925
            1304          -0.188       0.0331012      0.00467874
            1305           -0.06       0.0330299       0.0046757
            1306            0.14       0.0331118      0.00467284
            1307          -0.084       0.0330222      0.00467012
            1308           0.156       0.0331162       0.0046675
            1309           0.024       0.0331092      0.00466393
            1310           0.032       0.0331084      0.00466037
            1311            0.02       0.0330984      0.00465683
            1312           -0.02       0.0330579      0.00465346
            1313           0.144       0.0331424      0.00465068
            1314          -0.108        0.033035      0.00464838
            1315           -0.12       0.0329186       0.0046463
            1316           0.048       0.0329301      0.00464279
            1317           0.116       0.0329932      0.00463969
            1318           0.192       0.0331138      0.00463774
            1319           0.224       0.0332585      0.00463648
            1320          -0.168       0.0331061      0.00463547
            1321           0.168       0.0332082      0.00463309
            1322           0.004       0.0331861      0.00462964
            1323           0.036       0.0331882      0.00462614
            1324           0.004       0.0331662       0.0046227
            1325           0.108       0.0332226      0.00461955
            1326           0.124       0.0332911      0.00461658
            1327           -0.04       0.0332359      0.00461343
            1328          -0.048       0.0331747      0.00461036
            1329           0.336       0.0334026      0.00461252
            1330            0.24       0.0335579      0.00461166
            1331           -0.12       0.0334425      0.00460964
            1332          -0.012       0.0334084      0.00460631
            1333            0.02       0.0333983      0.00460286
            1334          -0.024       0.0333553      0.00459961
            1335            0.24       0.0335101      0.00459877
            1336           0.008        0.033491      0.00459537
            1337          -0.104       0.0333882      0.00459308
            1338           0.132       0.0334619      0.00459024
            1339          -0.168       0.0333114      0.00458928
            1340           0.368       0.0335612      0.00459264
            1341           0.236       0.0337122       0.0045917
            1342          -0.084       0.0336244      0.00458912
            1343           0.096       0.0336709      0.00458593
            1344          -0.036        0.033619      0.00458282
            1345          -0.188       0.0334543      0.00458237
            1346            0.18       0.0335632      0.00458026
            1347          -0.376       0.0332591      0.00458694
            1348           0.176        0.033365      0.00458476
            1349           0.168       0.0334648      0.00458245
            1350           0.196       0.0335852      0.00458063
            1351            0.06       0.0336047      0.00457728
            1352            0.12       0.0336686      0.00457434
            1353           0.064       0.0336911      0.00457102
            1354          -0.088       0.0336012      0.00456853
            1355          -0.216        0.033417      0.00456887
            1356          -0.364       0.0331239      0.00457489
            1357          -0.072       0.0330464      0.00457217
            1358           0.168       0.0331458      0.00456988
            1359           0.032        0.033145      0.00456652
            1360          -0.216       0.0329618      0.00456684
            1361          -0.052       0.0328993      0.00456391
            1362           0.356       0.0331366      0.00456672
            1363           0.036       0.0331387      0.00456337
            1364          -0.004       0.0331114       0.0045601
            1365          -0.064       0.0330403      0.00455732
            1366           0.092       0.0330835      0.00455419
            1367            0.22       0.0332202      0.00455291
            1368           0.192       0.0333363      0.00455106
            1369          -0.196       0.0331687      0.00455082
            1370          -0.328       0.0329051      0.00455512
            1371          -0.424       0.0325718      0.00456398
            1372           0.048       0.0325831      0.00456066
            1373           0.124       0.0326497      0.00455783
            1374           0.036       0.0326521      0.00455451
            1375           0.076       0.0326836      0.00455131
            1376           0.136       0.0327587      0.00454862
            1377          -0.368       0.0324677      0.00455462
            1378          -0.092       0.0323774      0.00455221
            1379           0.004       0.0323568      0.00454895
            1380          -0.092       0.0322667      0.00454655
            1381          -0.064        0.032197      0.00454379
            1382          -0.152       0.0320637      0.00454246
            1383          -0.092        0.031974      0.00454006
            1384            0.28       0.0321532      0.00454032
            1385           0.172       0.0322542      0.00453816
            1386          -0.064       0.0321847      0.00453542
            1387            0.02       0.0321759      0.00453216
            1388           0.068       0.0322017      0.00452896
            1389            0.06       0.0322217      0.00452575
            1390          -0.176       0.0320719      0.00452497
            1391           0.012       0.0320575      0.00452174
            1392           -0.12       0.0319483      0.00451981
            1393           0.136        0.032023      0.00451718
            1394          -0.148       0.0318938      0.00451579
            1395           0.136       0.0319685      0.00451317
            1396           -0.08       0.0318883      0.00451065
            1397           0.112       0.0319456      0.00450778
            1398          -0.064        0.031877      0.00450508
            1399           0.092       0.0319199      0.00450207
            1400           0.312         0.03212      0.00450329
            1401           0.312       0.0323198      0.00450451
            1402          -0.112       0.0322168      0.00450247
            1403           0.088       0.0322566      0.00449944
            1404           0.188       0.0323675       0.0044976
            1405          -0.052       0.0323075       0.0044948
            1406           -0.26       0.0320996      0.00449641
            1407          -0.204       0.0319318      0.00449634
            1408           0.164       0.0320256      0.00449413
            1409           0.028       0.0320227      0.00449094
            1410             0.4       0.0322837      0.00449533
            1411           0.172       0.0323827      0.00449323
