#     BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
            1412          -0.136       0.0322635      0.00449163
            1413            0.04       0.0322689      0.00448846
            1414           0.108       0.0323225       0.0044856
            1415          -0.072       0.0322488      0.00448304
            1416           0.092        0.032291      0.00448007
            1417          -0.144       0.0321665      0.00447864
            1418          -0.092        0.032079      0.00447634
            1419          -0.004       0.0320536      0.00447325
            1420           0.156       0.0321408      0.00447095
            1421           0.124       0.0322055      0.00446828
            1422           0.416       0.0324754      0.00447328
            1423           0.324       0.0326803      0.00447482
            1424          -0.152       0.0325506      0.00447356
            1425          -0.464       0.0322021      0.00448397
            1426          -0.292       0.0319748      0.00448659
            1427            -0.1       0.0318823      0.00448439
            1428           0.116       0.0319412      0.00448164
            1429           0.164       0.0320336      0.00447946
            1430           0.296       0.0322182      0.00448013
            1431           0.092         0.03226      0.00447719
            1432           -0.06       0.0321955      0.00447453
            1433          -0.008       0.0321675      0.00447149
            1434          -0.016       0.0321339       0.0044685
            1435          -0.128       0.0320223      0.00446678
            1436          -0.104       0.0319276      0.00446467
            1437          -0.144       0.0318051      0.00446325
            1438           -0.04       0.0317552      0.00446042
            1439            0.14       0.0318304      0.00445796
            1440           0.168        0.031925      0.00445586
            1441           -0.22       0.0317502       0.0044562
            1442           0.296       0.0319334      0.00445687
            1443           0.188       0.0320416       0.0044551
            1444           0.244       0.0321884      0.00445443
            1445           0.396       0.0324401      0.00445846
            1446           0.324       0.0326418      0.00445993
            1447           0.076       0.0326717      0.00445695
            1448          -0.016       0.0326381        0.004454
            1449           0.268       0.0328006      0.00445389
            1450           0.104       0.0328497      0.00445108
            1451            0.42       0.0331165      0.00445601
            1452           0.184       0.0332204      0.00445415
            1453           0.248       0.0333682      0.00445354
            1454           0.184       0.0334718      0.00445168
            1455          -0.172       0.0333306      0.00445086
            1456           -0.04       0.0332802      0.00444809
            1457           0.032       0.0332793      0.00444503
            1458          -0.248       0.0330864      0.00444617
            1459          -0.264       0.0328828      0.00444778
            1460          -0.116       0.0327808       0.0044459
            1461          -0.388       0.0324928      0.00445218
            1462           0.004       0.0324733      0.00444918
            1463           -0.06       0.0324101      0.00444658
            1464          -0.104       0.0323169      0.00444452
            1465           0.004       0.0322976      0.00444153
            1466             0.2        0.032412      0.00443998
            1467           0.124       0.0324744      0.00443739
            1468           0.264       0.0326322      0.00443717
            1469           0.244        0.032776      0.00443648
            1470          -0.012       0.0327456      0.00443356
            1471          -0.148       0.0326227      0.00443225
            1472          -0.248       0.0324321      0.00443334
            1473           -0.06       0.0323693      0.00443077
            1474           0.112       0.0324233       0.0044281
            1475          -0.004       0.0323986      0.00442516
            1476           0.064       0.0324201      0.00442222
            1477             0.2       0.0325335      0.00442068
            1478           -0.16       0.0324032      0.00441961
            1479          -0.056       0.0323435      0.00441702
            1480            0.12       0.0324027      0.00441444
            1481          -0.048       0.0323484      0.00441179
            1482           0.132       0.0324157      0.00440932
            1483           0.244       0.0325583      0.00440866
            1484           0.132       0.0326253       0.0044062
            1485           0.264       0.0327811      0.00440598
            1486          -0.128       0.0326729      0.00440435
            1487          -0.184       0.0325272       0.0044038
            1488          -0.072        0.032457       0.0044014
            1489           0.004       0.0324379      0.00439848
            1490           0.008       0.0324215      0.00439556
            1491           0.364       0.0326439      0.00439823
            1492           0.276        0.032807      0.00439831
            1493          -0.116       0.0327073      0.00439649
            1494           -0.02        0.032672      0.00439369
            1495          -0.024       0.0326341      0.00439092
            1496           0.176       0.0327299      0.00438903
            1497           0.212       0.0328497      0.00438773
            1498          -0.156       0.0327236      0.00438661
            1499           0.092       0.0327632      0.00438386
            1500           0.084       0.0327973      0.00438107
            1501          -0.004       0.0327728      0.00437822
            1502          -0.016       0.0327403      0.00437543
            1503          -0.148       0.0326201      0.00437417
            1504          -0.148          0.0325      0.00437291
            1505          -0.168       0.0323668      0.00437203
            1506           0.096        0.032409      0.00436933
            1507            0.08       0.0324406      0.00436655
            1508           0.168       0.0325305      0.00436458
            1509            0.18       0.0326282      0.00436278
            1510          -0.076       0.0325563      0.00436048
            1511          -0.012       0.0325268       0.0043577
            1512           0.024       0.0325212      0.00435482
            1513          -0.076       0.0324494      0.00435253
            1514           0.056        0.032465      0.00434968
            1515          -0.048       0.0324119      0.00434714
            1516               0       0.0323905      0.00434432
            1517          -0.032       0.0323481      0.00434167
            1518          -0.252       0.0321607      0.00434284
            1519           0.008       0.0321448      0.00434001
            1520           0.244       0.0322842       0.0043394
            1521             0.2       0.0323945      0.00433794
            1522    -1.11022e-17       0.0323732      0.00433515
            1523          -0.044        0.032323      0.00433259
            1524          -0.036       0.0322782      0.00432998
            1525          -0.088       0.0321993      0.00432786
            1526           0.156       0.0322805      0.00432578
            1527           0.024        0.032275      0.00432295
            1528          -0.236       0.0320995      0.00432369
            1529          -0.092       0.0320183      0.00432162
            1530           0.284        0.032183      0.00432193
            1531           0.148       0.0322587      0.00431977
            1532          -0.032       0.0322167      0.00431716
            1533           0.096       0.0322583      0.00431454
            1534           0.192       0.0323625      0.00431298
            1535          -0.084       0.0322866      0.00431084
            1536          -0.056       0.0322292      0.00430842
            1537           0.132       0.0322941       0.0043061
            1538           0.032       0.0322939       0.0043033
            1539          -0.296       0.0320806      0.00430579
            1540          -0.056       0.0320234      0.00430338
            1541           0.184        0.032122      0.00430171
            1542            0.06       0.0321401      0.00429896
            1543           -0.14       0.0320285      0.00429762
            1544           0.148       0.0321036       0.0042955
            1545           0.476       0.0323909      0.00430231
            1546            0.18       0.0324864      0.00430059
            1547            0.36       0.0326981      0.00430302
            1548           0.196       0.0328036      0.00430153
            1549           0.056       0.0328186      0.00429878
            1550           0.068       0.0328413      0.00429607
            1551           0.232       0.0329697      0.00429521
            1552           0.032       0.0329691      0.00429245
            1553           0.164       0.0330534      0.00429051
            1554           0.024       0.0330476      0.00428776
            1555           0.056       0.0330624      0.00428502
            1556          -0.184       0.0329229      0.00428454
            1557          -0.212       0.0327656      0.00428467
            1558           -0.12       0.0326675      0.00428305
            1559          -0.076       0.0325978      0.00428087
            1560           -0.14       0.0324872      0.00427955
            1561           0.324       0.0326739      0.00428088
            1562           0.292       0.0328399      0.00428136
            1563          -0.016       0.0328087      0.00427874
            1564          -0.012       0.0327801       0.0042761
            1565          -0.208       0.0326262      0.00427613
            1566           0.116       0.0326794      0.00427373
            1567          -0.076       0.0326101      0.00427157
            1568           0.024       0.0326046      0.00426885
            1569           0.112       0.0326552      0.00426642
            1570           0.076       0.0326828       0.0042638
            1571           0.032       0.0326824      0.00426108
            1572           0.012       0.0326692      0.00425839
            1573          -0.004       0.0326459      0.00425575
            1574           0.012       0.0326328      0.00425306
            1575           0.156       0.0327111      0.00425109
            1576            0.04       0.0327157      0.00424839
            1577          -0.028       0.0326772      0.00424587
            1578           0.012       0.0326641       0.0042432
            1579             0.2       0.0327701      0.00424184
            1580          -0.084       0.0326962       0.0042398
            1581          -0.192       0.0325541       0.0042395
            1582          -0.188       0.0324147      0.00423911
            1583          -0.256       0.0322325      0.00424034
            1584          -0.256       0.0320505      0.00424157
            1585          -0.196       0.0319066      0.00424133
            1586           0.208       0.0320177      0.00424011
            1587          -0.128       0.0319168      0.00423864
            1588          -0.224       0.0317557      0.00423903
            1589          -0.052        0.031703      0.00423669
            1590           0.012       0.0316906      0.00423404
            1591          -0.236       0.0315223      0.00423473
            1592           0.092       0.0315603      0.00423224
            1593            0.14       0.0316284      0.00423013
            1594            0.08       0.0316587      0.00422758
            1595           0.172       0.0317467      0.00422585
            1596           0.332       0.0319348      0.00422738
            1597             0.1       0.0319775      0.00422495
            1598           0.036         0.03198      0.00422231
            1599           0.328       0.0321651      0.00422372
            1600           0.104         0.03221      0.00422132
            1601           0.132       0.0322723      0.00421915
            1602            0.12       0.0323271      0.00421687
            1603          -0.064        0.032267      0.00421467
            1604           0.064       0.0322868      0.00421209
            1605           0.236       0.0324137      0.00421137
            1606           0.032       0.0324134      0.00420875
            1607          -0.136       0.0323086      0.00420744
            1608           0.032       0.0323085      0.00420482
            1609           0.068       0.0323306      0.00420226
            1610           0.008       0.0323155      0.00419968
            1611           0.264       0.0324593      0.00419954
            1612          -0.016       0.0324293      0.00419704
            1613          -0.064       0.0323695      0.00419486
            1614          -0.212       0.0322181      0.00419499
            1615          -0.192       0.0320793      0.00419469
            1616          -0.056       0.0320248      0.00419245
            1617            0.04       0.0320297      0.00418986
            1618           0.004       0.0320124      0.00418731
            1619           0.108       0.0320593      0.00418499
            1620          -0.132        0.031958      0.00418363
            1621           0.336       0.0321456      0.00418525
            1622           0.028        0.032143      0.00418267
            1623           -0.02       0.0321109      0.00418022
            1624           0.152       0.0321847      0.00417829
            1625           0.084       0.0322166      0.00417584
            1626          -0.064       0.0321574       0.0041737
            1627             0.3       0.0323221      0.00417438
            1628           0.236       0.0324472      0.00417369
            1629            0.08       0.0324764      0.00417123
            1630          -0.088       0.0324025      0.00416932
            1631           0.028       0.0323998      0.00416677
            1632           0.124       0.0324559      0.00416459
            1633          -0.188       0.0323209      0.00416423
            1634           0.028       0.0323182      0.00416168
            1635           0.024       0.0323131      0.00415914
            1636          -0.008       0.0322885      0.00415667
            1637          -0.068       0.0322272      0.00415458
            1638          -0.056       0.0321734      0.00415239
            1639           0.192       0.0322709      0.00415101
            1640          -0.316       0.0320585       0.0041539
            1641          -0.056       0.0320049      0.00415172
            1642           0.256       0.0321413      0.00415143
            1643           0.208       0.0322483      0.00415028
            1644          -0.116       0.0321582      0.00414874
            1645             0.1       0.0321994      0.00414642
            1646           0.108       0.0322454      0.00414416
            1647           -0.12        0.032153      0.00414267
            1648           0.036       0.0321553      0.00414016
            1649           0.132       0.0322159      0.00413809
            1650           0.108       0.0322618      0.00413584
            1651           0.228       0.0323804      0.00413503
            1652           0.192        0.032477      0.00413366
            1653           0.124       0.0325324      0.00413153
            1654           0.088       0.0325659      0.00412917
            1655    -1.38778e-18       0.0325462      0.00412672
            1656          -0.252       0.0323744       0.0041278
            1657           0.392       0.0325914      0.00413101
            1658           0.368       0.0327937      0.00413347
            1659            0.18       0.0328825      0.00413193
            1660          -0.024       0.0328482      0.00412958
            1661           0.152       0.0329199      0.00412772
            1662           0.108       0.0329651      0.00412548
            1663          -0.032        0.032926      0.00412319
            1664           0.164       0.0330048      0.00412146
            1665          -0.024       0.0329706      0.00411913
            1666           0.072        0.032994      0.00411672
            1667            0.04       0.0329982      0.00411426
            1668          -0.096       0.0329209      0.00411252
            1669           0.304       0.0330833      0.00411326
            1670           0.204       0.0331856      0.00411207
            1671           0.028       0.0331825      0.00410961
            1672           0.212       0.0332895      0.00410854
            1673          -0.124       0.0331955      0.00410716
            1674           0.052       0.0332067      0.00410472
            1675          -0.048       0.0331582      0.00410256
            1676           0.032       0.0331575      0.00410011
            1677           0.072       0.0331807      0.00409773
            1678           0.068       0.0332014      0.00409534
            1679             0.1       0.0332412       0.0040931
            1680           0.176       0.0333262      0.00409154
            1681           0.252       0.0334563      0.00409118
            1682           -0.06       0.0334007      0.00408912
            1683           0.064       0.0334189      0.00408673
            1684          -0.088       0.0333468      0.00408494
            1685           0.408       0.0335691      0.00408856
            1686           0.228       0.0336845      0.00408777
            1687            0.02       0.0336763      0.00408535
            1688           0.032       0.0336754      0.00408293
            1689          -0.004        0.033653      0.00408057
            1690           -0.18       0.0335266      0.00408012
            1691            0.08       0.0335541       0.0040778
            1692          -0.148       0.0334468       0.0040768
            1693          -0.476       0.0331459      0.00408548
            1694           0.132       0.0332043      0.00408349
            1695           0.416       0.0334301      0.00408732
            1696           0.088       0.0334623      0.00408503
            1697           0.072        0.033485      0.00408269
            1698           0.252       0.0336137      0.00408231
            1699          -0.152       0.0335044      0.00408137
            1700          -0.368       0.0332682       0.0040858
            1701          -0.104       0.0331875      0.00408419
            1702           -0.02       0.0331563      0.00408191
            1703           0.092       0.0331908      0.00407966
            1704           0.084       0.0332207      0.00407738
            1705            0.12       0.0332716       0.0040753
            1706           0.036       0.0332732      0.00407291
            1707           0.444       0.0335138      0.00407763
            1708           0.264       0.0336487      0.00407747
            1709           0.256       0.0337788      0.00407716
            1710            0.22       0.0338877      0.00407623
            1711           0.008       0.0338726      0.00407388
            1712           0.044       0.0338785       0.0040715
            1713           0.188       0.0339685      0.00407012
            1714          -0.128        0.033874      0.00406884
            1715           -0.18       0.0337493      0.00406838
            1716           0.132       0.0338065      0.00406641
            1717           0.016       0.0337962      0.00406406
            1718           0.076       0.0338207      0.00406177
            1719          -0.104       0.0337405       0.0040602
            1720          -0.044       0.0336953      0.00405809
            1721           0.108       0.0337385      0.00405596
            1722           0.084       0.0337677      0.00405371
            1723            0.14       0.0338294      0.00405182
            1724          -0.108       0.0337471      0.00405031
            1725          -0.232        0.033593      0.00405089
            1726           0.064       0.0336107      0.00404858
            1727           -0.04        0.033568      0.00404646
            1728          -0.156       0.0334583      0.00404561
            1729          -0.224       0.0333094      0.00404601
            1730             0.3       0.0334636       0.0040466
            1731           0.016       0.0334535      0.00404428
            1732          -0.012       0.0334273      0.00404203
            1733           0.072       0.0334495      0.00403976
            1734           0.076        0.033474       0.0040375
            1735           0.064       0.0334916      0.00403521
            1736          -0.008       0.0334677      0.00403296
            1737           0.048       0.0334761      0.00403065
            1738           0.056       0.0334891      0.00402835
            1739           0.308       0.0336469      0.00402912
            1740           0.136       0.0337057      0.00402724
            1741           -0.02       0.0336749      0.00402504
            1742          -0.008        0.033651       0.0040228
            1743           0.236       0.0337671      0.00402217
            1744          -0.208       0.0336284      0.00402225
            1745          -0.172       0.0335106      0.00402167
            1746           0.076       0.0335349      0.00401944
            1747          -0.116       0.0334493      0.00401805
            1748          -0.168       0.0333341      0.00401741
            1749           0.356       0.0335186      0.00401934
            1750            0.26        0.033648      0.00401913
            1751           -0.02       0.0336174      0.00401695
            1752           0.124       0.0336689      0.00401499
            1753            0.04       0.0336726       0.0040127
            1754           0.116       0.0337195      0.00401069
            1755          -0.108       0.0336387      0.00400921
            1756          -0.072       0.0335786      0.00400738
            1757           0.092       0.0336118      0.00400524
            1758           0.056       0.0336246      0.00400298
            1759           0.076       0.0336487      0.00400078
            1760           0.016       0.0336386      0.00399852
            1761          -0.056       0.0335877      0.00399657
            1762          -0.348       0.0333712      0.00400017
            1763          -0.156       0.0332638      0.00399934
            1764           -0.32       0.0330635      0.00400208
            1765          -0.236        0.032911      0.00400272
            1766           -0.14       0.0328131      0.00400165
            1767          -0.248       0.0326542      0.00400254
            1768           0.108       0.0326968       0.0040005
            1769          -0.064       0.0326422      0.00399861
            1770          -0.064       0.0325876      0.00399673
            1771           0.128       0.0326414      0.00399483
            1772           0.044       0.0326479      0.00399258
            1773          -0.064       0.0325933       0.0039907
            1774          -0.012       0.0325682      0.00398853
            1775            0.14       0.0326287      0.00398675
            1776           0.268       0.0327613       0.0039867
            1777           0.128       0.0328149      0.00398482
            1778           0.488       0.0330709      0.00399079
            1779           0.232       0.0331827      0.00399012
            1780           0.088       0.0332135      0.00398799
            1781           0.036        0.033215      0.00398576
            1782           0.108        0.033257      0.00398374
            1783           0.008       0.0332428      0.00398153
            1784          -0.088       0.0331749      0.00397988
            1785          -0.228       0.0330286      0.00398034
            1786          -0.128       0.0329384      0.00397913
            1787           0.304       0.0330901      0.00397979
            1788           -0.38       0.0328591      0.00398427
            1789          -0.036       0.0328206      0.00398223
            1790           0.032       0.0328201         0.00398
            1791           -0.04       0.0327795      0.00397799
            1792           0.032        0.032779      0.00397577
            1793            0.28       0.0329169      0.00397594
            1794          -0.084       0.0328517      0.00397426
            1795          -0.328       0.0326507      0.00397713
            1796          -0.164       0.0325412      0.00397642
            1797            0.16       0.0326121      0.00397484
            1798           0.164       0.0326852       0.0039733
            1799          -0.228       0.0325403      0.00397373
            1800          -0.328         0.03234      0.00397657
            1801           0.092       0.0323731       0.0039745
            1802          -0.092       0.0323041      0.00397289
            1803          -0.072       0.0322463      0.00397111
            1804          -0.032       0.0322106      0.00396907
            1805           0.192       0.0322992      0.00396786
            1806          -0.192        0.032175       0.0039676
            1807           0.116       0.0322214      0.00396568
            1808          -0.056       0.0321726      0.00396379
            1809          -0.068       0.0321172      0.00396198
            1810             0.2       0.0322099      0.00396088
            1811           0.304         0.03236      0.00396153
            1812           0.112        0.032404      0.00395959
            1813           0.012       0.0323927      0.00395742
            1814           0.328       0.0325557      0.00395859
            1815          -0.128       0.0324672       0.0039574
            1816          -0.092       0.0323987      0.00395582
            1817           0.176       0.0324777      0.00395443
            1818           0.104       0.0325171      0.00395245
            1819          -0.008       0.0324948      0.00395034
            1820          -0.216       0.0323582      0.00395053
            1821          -0.368       0.0321384      0.00395447
            1822             0.2       0.0322305      0.00395337
            1823           0.344       0.0324015       0.0039549
            1824          -0.144       0.0323048      0.00395392
            1825           0.028       0.0323025      0.00395175
            1826          -0.096       0.0322322      0.00395021
            1827           -0.18        0.032116      0.00394976
            1828           0.196       0.0322057      0.00394861
            1829           0.064       0.0322231      0.00394649
            1830            -0.1       0.0321508        0.003945
            1831            0.12       0.0321988      0.00394313
            1832           0.188       0.0322838       0.0039419
            1833           0.004       0.0322684      0.00393978
            1834           0.052       0.0322792      0.00393765
            1835           0.296       0.0324229      0.00393812
            1836           0.304       0.0325708      0.00393875
            1837           0.064       0.0325879      0.00393665
            1838           0.324       0.0327465       0.0039377
            1839           0.004       0.0327308      0.00393559
            1840            0.12       0.0327783      0.00393373
            1841          -0.076       0.0327192      0.00393204
            1842          -0.028       0.0326862      0.00393004
            1843           -0.02       0.0326576      0.00392802
            1844           0.252       0.0327766      0.00392769
            1845           0.148        0.032839      0.00392605
            1846          -0.144       0.0327432      0.00392509
            1847           0.116       0.0327883      0.00392323
            1848           0.216       0.0328874      0.00392236
            1849           0.296       0.0330297      0.00392282
            1850           0.152       0.0330941      0.00392122
            1851           0.048       0.0331021      0.00391911
            1852          -0.136       0.0330108      0.00391806
            1853          -0.148       0.0329131      0.00391716
            1854          -0.056       0.0328652      0.00391534
            1855           0.092        0.032897      0.00391336
            1856           0.236       0.0330065      0.00391279
            1857           -0.02       0.0329779      0.00391078
            1858            0.12       0.0330248      0.00390896
            1859           0.076       0.0330479      0.00390692
            1860           0.036       0.0330495      0.00390482
            1861          -0.008       0.0330274      0.00390279
            1862           0.264       0.0331515      0.00390266
            1863           -0.14       0.0330585      0.00390167
            1864          -0.148       0.0329614      0.00390079
            1865           0.184       0.0330424      0.00389954
            1866           0.164       0.0331125      0.00389808
            1867          -0.176       0.0330005       0.0038976
            1868           0.056       0.0330128      0.00389553
            1869          -0.168       0.0329053      0.00389493
            1870          -0.056       0.0328578      0.00389314
            1871           -0.02       0.0328295      0.00389116
            1872          -0.264       0.0326709      0.00389231
            1873          -0.372       0.0324549      0.00389623
            1874          -0.156       0.0323543      0.00389545
            1875           0.056       0.0323669      0.00389339
            1876          -0.392       0.0321407      0.00389788
            1877          -0.464       0.0318764      0.00390475
            1878          -0.356       0.0316699      0.00390813
            1879          -0.256       0.0315168      0.00390905
            1880           0.068       0.0315362      0.00390702
            1881          -0.316       0.0313514      0.00390931
            1882           -0.32       0.0311647      0.00391169
            1883          -0.028       0.0311333      0.00390974
            1884           0.236        0.031242      0.00390917
            1885            0.14       0.0312997      0.00390753
            1886          -0.496       0.0310201      0.00391544
            1887          -0.216       0.0308892      0.00391556
            1888             0.1       0.0309258      0.00391365
            1889            0.12        0.030973      0.00391187
            1890          -0.024       0.0309439       0.0039099
            1891           0.016        0.030936      0.00390784
            1892          -0.236       0.0307949      0.00390832
            1893           0.068       0.0308146      0.00390631
            1894           0.088       0.0308448      0.00390436
            1895            0.22       0.0309446      0.00390358
            1896           0.084       0.0309726      0.00390162
            1897             0.2       0.0310617      0.00390058
            1898            0.36        0.031235      0.00390237
            1899            0.04       0.0312396      0.00390032
            1900          -0.036       0.0312042      0.00389843
            1901          -0.172       0.0310973      0.00389784
            1902          -0.264       0.0309422      0.00389888
            1903            0.12        0.030989      0.00389711
            1904           0.032       0.0309895      0.00389507
            1905           -0.06       0.0309417      0.00389331
            1906           0.116       0.0309864      0.00389153
            1907           -0.18       0.0308757      0.00389106
            1908            0.02         0.03087      0.00388902
            1909           0.192       0.0309544       0.0038879
            1910          -0.004       0.0309361      0.00388591
            1911           0.024       0.0309325      0.00388388
            1912           0.032       0.0309331      0.00388185
            1913           0.072       0.0309545      0.00387988
            1914          -0.152       0.0308589      0.00387903
            1915            -0.5       0.0305817      0.00388689
            1916           -0.22       0.0304509      0.00388707
            1917          -0.028       0.0304204      0.00388516
            1918          -0.068       0.0303691      0.00388347
            1919          -0.264       0.0302157      0.00388448
            1920            0.08       0.0302417      0.00388254
            1921            0.28       0.0303717      0.00388269
            1922           0.332       0.0305286      0.00388384
            1923          -0.072       0.0304753      0.00388219
            1924           0.328       0.0306299      0.00388325
            1925           0.172       0.0307034      0.00388193
            1926           0.104       0.0307414       0.0038801
            1927           0.268       0.0308646      0.00388004
            1928           0.276       0.0309917      0.00388011
            1929          -0.308        0.030816      0.00388208
            1930           -0.06       0.0307689      0.00388035
            1931          -0.036       0.0307343      0.00387849
            1932           0.136       0.0307888      0.00387687
            1933           0.312       0.0309343      0.00387759
            1934            0.12       0.0309804      0.00387586
            1935           0.084       0.0310078      0.00387395
            1936          -0.172       0.0309029      0.00387337
            1937           -0.18        0.030794       0.0038729
            1938          -0.276       0.0306357      0.00387414
            1939           0.056       0.0306488      0.00387216
            1940          -0.024       0.0306206      0.00387027
            1941           0.092       0.0306522       0.0038684
            1942          -0.308       0.0304779      0.00387034
            1943           0.172       0.0305507      0.00386903
            1944            0.08       0.0305761      0.00386713
            1945           0.136       0.0306303      0.00386552
            1946          -0.004       0.0306125      0.00386357
            1947           0.188       0.0306934      0.00386243
            1948           -0.06       0.0306468      0.00386073
            1949           0.156       0.0307111      0.00385929
            1950           0.036       0.0307138      0.00385731
            1951          -0.148       0.0306222      0.00385642
            1952            0.18       0.0306988       0.0038552
            1953           0.276       0.0308244      0.00385527
            1954           0.148       0.0308843      0.00385377
            1955          -0.064       0.0308358       0.0038521
            1956            0.02       0.0308303      0.00385014
            1957          -0.312       0.0306551      0.00385215
            1958           0.076       0.0306782      0.00385025
            1959           0.252       0.0307912      0.00384995
            1960           0.204       0.0308796        0.003849
            1961          -0.132       0.0307965      0.00384793
            1962           0.104       0.0308338      0.00384615
            1963           0.144       0.0308915      0.00384462
            1964          -0.084        0.030833      0.00384311
            1965          -0.112       0.0307603      0.00384184
            1966           0.088       0.0307894         0.00384
            1967            0.18       0.0308653      0.00383879
            1968           0.216       0.0309593        0.003838
            1969            0.06       0.0309741      0.00383608
            1970          -0.032       0.0309421      0.00383426
            1971           0.056       0.0309548      0.00383234
            1972          -0.168        0.030854      0.00383172
            1973          -0.244       0.0307146      0.00383231
            1974          -0.088       0.0306545      0.00383084
            1975           0.204       0.0307423      0.00382991
            1976          -0.012       0.0307206      0.00382803
            1977           0.056       0.0307334      0.00382611
            1978          -0.056       0.0306896      0.00382443
            1979          -0.256       0.0305447      0.00382524
            1980          -0.044       0.0305071       0.0038235
            1981          -0.004       0.0304897      0.00382161
            1982           0.164        0.030557      0.00382027
            1983           0.064       0.0305739      0.00381838
            1984           0.256       0.0306875      0.00381815
            1985           0.172       0.0307587      0.00381689
            1986           0.224        0.030856       0.0038162
            1987           0.216       0.0309492      0.00381542
            1988           0.204       0.0310362       0.0038145
            1989            0.08       0.0310608      0.00381266
            1990          -0.096        0.030997      0.00381128
            1991           0.252        0.031108      0.00381098
            1992           0.176       0.0311807      0.00380976
            1993           0.108       0.0312193      0.00380804
            1994           0.104       0.0312558      0.00380631
            1995          -0.224       0.0311278      0.00380655
            1996          -0.048       0.0310882      0.00380485
            1997           -0.12       0.0310125       0.0038037
            1998           -0.04        0.030977      0.00380196
            1999           0.048       0.0309855      0.00380007
            2000          -0.196        0.030872      0.00379986
