#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         635      -0.472   -0.461518  0.00234533
         636      -0.448   -0.461497  0.00234174
         637      -0.472   -0.461513  0.00233812
         638      -0.432   -0.461467  0.00233492
         639      -0.384   -0.461346  0.00233441
         640       -0.44   -0.461312    0.002331
         641        -0.4   -0.461217  0.00232932
         642       -0.56   -0.461371  0.00233077
         643      -0.432   -0.461325   0.0023276
         644      -0.472   -0.461342  0.00232404
         645      -0.568   -0.461507  0.00232631
         646      -0.456   -0.461498  0.00232273
         647       -0.48   -0.461527  0.00231931
         648       -0.48   -0.461556  0.00231591
         649       -0.52   -0.461646  0.00231409
         650       -0.56   -0.461797  0.00231547
         651      -0.496   -0.461849  0.00231251
         652      -0.464   -0.461853  0.00230897
         653      -0.592   -0.462052  0.00231402
         654      -0.376    -0.46192  0.00231422
         655      -0.528   -0.462021  0.00231288
         656      -0.576   -0.462195  0.00231587
         657      -0.488   -0.462234  0.00231268
         658      -0.488   -0.462274   0.0023095
         659      -0.496   -0.462325  0.00230656
         660       -0.52   -0.462412  0.00230472
         661      -0.544   -0.462536  0.00230454
         662      -0.504   -0.462598  0.00230191
         663      -0.464     -0.4626  0.00229844
         664       -0.52   -0.462687   0.0022966
         665      -0.448   -0.462665  0.00229325
         666      -0.496   -0.462715  0.00229035
         667      -0.408   -0.462633  0.00228839
         668      -0.464   -0.462635  0.00228496
         669      -0.536   -0.462744  0.00228418
         670       -0.48    -0.46277  0.00228091
         671       -0.48   -0.462796  0.00227766
         672       -0.32   -0.462583  0.00228416
         673      -0.432   -0.462538  0.00228122
         674      -0.432   -0.462493  0.00227828
         675      -0.472   -0.462507  0.00227495
         676      -0.448   -0.462485  0.00227169
         677       -0.44   -0.462452  0.00226858
         678       -0.44   -0.462419  0.00226547
         679      -0.416   -0.462351  0.00226317
         680      -0.544   -0.462471  0.00226302
         681      -0.456   -0.462461  0.00225972
         682        -0.4    -0.46237  0.00225826
         683        -0.4   -0.462278   0.0022568
         684       -0.44   -0.462246  0.00225373
         685      -0.464   -0.462248  0.00225045
         686      -0.528   -0.462344  0.00224921
         687      -0.376   -0.462218  0.00224944
         688      -0.368   -0.462081  0.00225034
         689      -0.576   -0.462247  0.00225314
         690      -0.472   -0.462261  0.00224991
         691      -0.416   -0.462194  0.00224765
         692      -0.384   -0.462081  0.00224724
         693      -0.448   -0.462061  0.00224409
         694      -0.472   -0.462075  0.00224091
         695      -0.528    -0.46217  0.00223969
         696       -0.52   -0.462253  0.00223801
