#     BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
             781           0.944         1.34346       0.0379078
             782             1.5         1.34366       0.0378598
             783           1.364         1.34368       0.0378115
             784           0.732          1.3429       0.0377713
             785            0.94         1.34239       0.0377267
             786           0.604         1.34145       0.0376903
             787           0.956         1.34096       0.0376456
             788           0.808         1.34028       0.0376039
             789           0.188         1.33882       0.0375846
             790           0.748         1.33808       0.0375445
             791             0.7         1.33727       0.0375057
             792           0.808          1.3366       0.0374643
             793            2.62         1.33822        0.037452
             794           2.264         1.33939        0.037423
             795           4.044         1.34279       0.0375302
             796           1.076         1.34245       0.0374846
             797           0.704         1.34165       0.0374461
             798           0.492         1.34059       0.0374143
             799           1.052         1.34023       0.0373692
             800           2.732         1.34197        0.037363
             801           1.564         1.34224       0.0373174
             802           0.796         1.34156        0.037277
             803           1.204         1.34139        0.037231
             804           0.824         1.34075       0.0371903
             805            3.38         1.34328       0.0372302
             806           0.968         1.34281        0.037187
             807             0.3         1.34152       0.0371633
             808           0.488         1.34047       0.0371323
             809           0.768         1.33976       0.0370932
             810           0.276         1.33844       0.0370706
             811            1.04         1.33808       0.0370267
             812           1.724         1.33855       0.0369842
             813            1.28         1.33848       0.0369388
             814           0.724         1.33772       0.0369011
             815           1.436         1.33785        0.036856
             816           0.464         1.33677       0.0368264
             817           0.468         1.33571       0.0367967
             818           0.656         1.33488       0.0367611
             819           4.312         1.33852       0.0368955
             820           1.576          1.3388       0.0368516
             821           2.312         1.33999       0.0368258
             822           4.208         1.34348       0.0369459
             823           0.652         1.34264       0.0369106
             824           1.876         1.34329       0.0368715
             825           3.572         1.34599       0.0369256
             826            1.58         1.34627        0.036882
             827             0.8         1.34561       0.0368433
             828           1.156         1.34538       0.0367995
             829           1.188         1.34519       0.0367556
             830           0.692          1.3444       0.0367198
             831           2.692         1.34603       0.0367114
             832           0.836         1.34541       0.0366724
             833           1.244         1.34529       0.0366285
             834           0.452         1.34422       0.0366003
             835           0.428         1.34312       0.0365729
             836           0.412         1.34201       0.0365461
             837           0.868         1.34144       0.0365068
             838           3.724         1.34429       0.0365738
             839           0.396         1.34316       0.0365477
             840           1.824         1.34373       0.0365086
             841           0.988         1.34331       0.0364677
             842           0.632         1.34246       0.0364341
             843           1.528         1.34268       0.0363916
             844           1.016         1.34229       0.0363505
             845            2.26         1.34338       0.0363237
             846            0.82         1.34276       0.0362861
             847           0.928         1.34227       0.0362465
             848           1.904         1.34293       0.0362098
             849           0.352         1.34177        0.036186
             850           0.452         1.34072       0.0361586
             851           0.952         1.34026        0.036119
             852           0.848         1.33969       0.0360812
             853           0.908         1.33918       0.0360424
             854           1.504         1.33937       0.0360007
             855           1.332         1.33936       0.0359586
             856           0.616         1.33852       0.0359266
             857           0.792         1.33788       0.0358903
             858            1.22         1.33774       0.0358487
             859           0.556         1.33683       0.0358185
             860           0.396         1.33574       0.0357936
             861           1.564           1.336        0.035753
             862            0.46         1.33499        0.035726
             863           1.344           1.335       0.0356846
             864           3.344         1.33732        0.035719
             865           0.608         1.33648       0.0356876
             866           1.012         1.33611       0.0356484
             867             1.7         1.33653       0.0356097
             868           0.876           1.336       0.0355726
             869           0.472           1.335       0.0355456
             870             0.2          1.3337       0.0355287
             871           0.832         1.33312       0.0354926
             872           0.424         1.33208       0.0354672
             873           2.756         1.33371        0.035464
             874            1.26         1.33362       0.0354235
             875             2.1          1.3345       0.0353939
             876           1.824         1.33506       0.0353579
             877            0.58          1.3342       0.0353281
             878             0.7         1.33348       0.0352952
             879           2.356         1.33464       0.0352742
             880            0.16          1.3333       0.0352594
             881           1.408         1.33339       0.0352195
             882            1.08          1.3331       0.0351807
             883           0.452          1.3321        0.035155
             884           2.892         1.33387       0.0351595
             885           2.128         1.33477       0.0351312
             886           0.332         1.33363       0.0351098
             887           0.492         1.33269        0.035083
             888           0.912         1.33221       0.0350467
             889           1.176         1.33204       0.0350077
             890           1.452         1.33217       0.0349687
             891           0.936         1.33173       0.0349322
             892           0.864          1.3312        0.034897
             893               4         1.33419       0.0349857
             894           0.412         1.33316       0.0349617
             895           0.204          1.3319       0.0349454
             896           1.668         1.33227       0.0349084
             897            1.02         1.33192       0.0348713
             898           0.436         1.33093       0.0348467
             899           1.064         1.33063       0.0348092
             900           0.776         1.33001        0.034776
             901           1.048          1.3297       0.0347388
             902           1.796         1.33022       0.0347041
             903           0.756         1.32958       0.0346715
             904            1.82         1.33012       0.0346374
             905            0.84         1.32958       0.0346034
             906           0.804           1.329         0.03457
             907           0.556         1.32815       0.0345424
             908           1.428         1.32826       0.0345046
             909             2.5         1.32955       0.0344907
             910            0.38         1.32851       0.0344686
             911           1.436         1.32862       0.0344309
             912           1.088         1.32836       0.0343942
             913           0.212         1.32714       0.0343782
             914           1.588         1.32742       0.0343418
             915           0.764         1.32681       0.0343098
             916           1.868          1.3274       0.0342774
             917           0.644         1.32665       0.0342481
             918           1.152         1.32646       0.0342114
             919           2.372          1.3276       0.0341931
             920            1.12         1.32737       0.0341566
             921           0.208         1.32616       0.0341412
             922           0.692         1.32547       0.0341111
             923           0.604         1.32469       0.0340831
             924            1.14         1.32449       0.0340468
             925           2.216         1.32545       0.0340236
             926            0.84         1.32493       0.0339909
             927           0.668         1.32422       0.0339616
             928           1.228         1.32412       0.0339252
             929           1.652         1.32447       0.0338905
             930           0.416         1.32349       0.0338681
             931            3.64         1.32598        0.033923
             932           0.212         1.32479       0.0339077
             933           0.768         1.32419       0.0338766
             934           0.972         1.32381       0.0338424
             935           3.704         1.32636       0.0339018
             936           0.356         1.32532       0.0338814
             937            0.36         1.32429       0.0338609
             938           0.332         1.32323       0.0338414
             939           0.344         1.32219       0.0338214
             940           0.848         1.32169       0.0337892
             941           0.284         1.32058       0.0337713
             942           0.712         1.31994       0.0337416
             943           1.028         1.31963       0.0337072
             944           0.364         1.31861       0.0336867
             945           1.072         1.31835       0.0336521
             946           1.596         1.31865       0.0336178
             947           2.252         1.31963       0.0335967
             948           0.228         1.31848        0.033581
             949           2.744         1.31998       0.0335792
             950           0.372         1.31899       0.0335587
             951             0.3         1.31791       0.0335405
             952           0.484         1.31704       0.0335167
             953           0.888         1.31659       0.0334846
             954           4.368         1.31979       0.0336019
             955           1.448         1.31992        0.033567
             956           0.548         1.31911       0.0335416
             957           0.696         1.31846       0.0335128
             958           1.412         1.31856        0.033478
             959           3.004         1.32032       0.0334892
             960           0.568         1.31953       0.0334635
             961           1.252         1.31946       0.0334287
             962           0.852         1.31898       0.0333975
             963           0.652         1.31828         0.03337
             964           0.724         1.31767       0.0333411
             965           0.692         1.31702       0.0333128
             966           0.916          1.3166       0.0332809
             967           0.564         1.31583       0.0332556
             968            1.38         1.31589       0.0332213
             969           0.456         1.31501       0.0331989
             970           0.356         1.31402       0.0331794
             971           0.904         1.31359       0.0331479
             972           0.904         1.31317       0.0331165
             973           0.936         1.31279       0.0330847
             974           0.636         1.31209        0.033058
             975            3.24         1.31407       0.0330832
             976           0.368          1.3131       0.0330635
             977           0.664         1.31243       0.0330363
             978           0.532         1.31164       0.0330122
             979           7.288         1.31774       0.0335382
             980           5.676         1.32219       0.0337975
             981           2.272         1.32316       0.0337769
             982           1.516         1.32335       0.0337431
             983           0.828         1.32285       0.0337125
             984           0.476         1.32199       0.0336892
             985           0.932         1.32159       0.0336574
             986            1.76         1.32204       0.0336262
             987            0.44         1.32114        0.033604
             988           0.424         1.32023       0.0335822
             989           0.592          1.3195       0.0335563
             990           0.568         1.31874        0.033531
             991           0.492         1.31791       0.0335076
             992            0.54         1.31712        0.033483
             993           1.848         1.31766       0.0334535
             994           2.696         1.31904       0.0334486
             995            1.44         1.31916       0.0334152
             996           1.624         1.31947       0.0333831
             997             0.3         1.31845       0.0333652
             998             1.7         1.31883        0.033334
             999           5.816         1.32333       0.0336032
            1000           0.644         1.32265       0.0335765
            1001           0.736         1.32207        0.033548
            1002           0.508         1.32125       0.0335244
            1003            0.82         1.32075       0.0334947
            1004            1.12         1.32055       0.0334619
            1005           0.904         1.32014       0.0334312
            1006           2.028         1.32084       0.0334054
            1007           0.508         1.32004        0.033382
            1008           0.636         1.31936       0.0333557
            1009           0.412         1.31846       0.0333348
            1010           0.408         1.31756        0.033314
            1011           2.136         1.31837       0.0332909
            1012           0.628         1.31768        0.033265
            1013           0.712         1.31709       0.0332375
            1014            1.26         1.31703       0.0332048
            1015           3.976         1.31965       0.0332752
            1016            3.32         1.32162       0.0333007
            1017           0.712         1.32102       0.0332733
            1018           0.336         1.32005       0.0332547
            1019           0.832         1.31957       0.0332255
            1020           1.268         1.31952        0.033193
            1021           1.132         1.31934        0.033161
            1022             0.4         1.31844       0.0331407
            1023           2.216         1.31932       0.0331199
            1024           2.052         1.32003       0.0330953
            1025           0.848         1.31957       0.0330662
            1026           0.676         1.31894         0.03304
            1027           1.388         1.31901       0.0330079
            1028           2.956          1.3206       0.0330141
            1029           2.516         1.32176       0.0330025
            1030           0.304         1.32078       0.0329852
            1031           5.164          1.3245       0.0331632
            1032            3.86         1.32696        0.033222
            1033           3.324         1.32889        0.033246
            1034            0.72         1.32831       0.0332191
            1035           0.864         1.32786         0.03319
            1036           0.996         1.32754       0.0331595
            1037           2.504         1.32867       0.0331469
            1038           1.128         1.32848       0.0331156
            1039           3.692         1.33075       0.0331617
            1040            3.12         1.33247       0.0331744
            1041           0.336         1.33152       0.0331564
            1042           0.392         1.33061       0.0331368
            1043           0.584          1.3299       0.0331128
            1044           2.012         1.33055       0.0330875
            1045           0.544          1.3298       0.0330644
            1046           3.336         1.33172       0.0330884
            1047           1.848         1.33221       0.0330604
            1048           0.228         1.33116       0.0330457
            1049           4.028         1.33373        0.033114
            1050           2.124         1.33448        0.033091
            1051            0.36         1.33355       0.0330726
            1052           0.328          1.3326       0.0330549
            1053           4.444         1.33555       0.0331553
            1054             0.8         1.33504       0.0331278
            1055            3.48         1.33708       0.0331587
            1056            3.86         1.33947       0.0332133
            1057           0.852           1.339        0.033185
            1058           2.112         1.33974       0.0331617
            1059           0.656         1.33909       0.0331367
            1060           0.876         1.33865       0.0331083
            1061           2.848         1.34008       0.0331076
            1062           0.772         1.33954       0.0330808
            1063            0.54         1.33879       0.0330582
            1064            0.42         1.33792       0.0330384
            1065           1.832         1.33839       0.0330107
            1066            0.64         1.33773       0.0329862
            1067           0.516         1.33696       0.0329643
            1068           3.068         1.33858       0.0329732
            1069           0.376         1.33768       0.0329547
            1070           0.172         1.33659       0.0329419
            1071           2.696         1.33786       0.0329356
            1072           3.472         1.33985        0.032965
            1073           0.956          1.3395       0.0329362
            1074            0.38          1.3386       0.0329176
            1075            0.36         1.33769       0.0328996
            1076           2.236         1.33853       0.0328796
            1077           1.348         1.33854       0.0328491
            1078           1.744         1.33891       0.0328208
            1079             1.3         1.33888       0.0327904
            1080           3.468         1.34085       0.0328192
            1081           2.208         1.34165       0.0327986
            1082           1.272         1.34159       0.0327684
            1083           1.236         1.34149       0.0327383
            1084            0.32         1.34055       0.0327216
            1085           1.116         1.34034       0.0326921
            1086             2.9         1.34178       0.0326936
            1087           0.436         1.34094       0.0326741
            1088           0.824         1.34047       0.0326475
            1089           1.924           1.341       0.0326219
            1090           1.784         1.34141       0.0325945
            1091           1.136         1.34122       0.0325652
            1092           0.332          1.3403       0.0325485
            1093           1.456          1.3404       0.0325189
            1094            3.18         1.34208       0.0325326
            1095             1.8          1.3425       0.0325056
            1096           0.736         1.34195       0.0324807
            1097            3.72         1.34412       0.0325233
            1098           1.448         1.34421       0.0324938
            1099            0.84         1.34375       0.0324675
            1100           0.532         1.34301       0.0324464
            1101           1.084         1.34278       0.0324177
            1102           3.716         1.34493       0.0324598
            1103             1.8         1.34535        0.032433
            1104           4.464         1.34817       0.0325264
            1105           1.496          1.3483       0.0324972
            1106           0.496         1.34753        0.032477
            1107           2.116         1.34823       0.0324551
            1108            0.28         1.34726       0.0324401
            1109           0.972         1.34693       0.0324126
            1110           0.596         1.34625       0.0323905
            1111           1.264         1.34617       0.0323614
            1112           1.416         1.34624       0.0323323
            1113           0.648         1.34561       0.0323094
            1114           3.612         1.34764       0.0323444
            1115           1.672         1.34794       0.0323167
            1116           1.052         1.34767       0.0322888
            1117           0.324         1.34675       0.0322729
            1118           3.312         1.34851       0.0322919
            1119           2.288         1.34935       0.0322739
            1120           0.292         1.34841       0.0322589
            1121           1.672          1.3487       0.0322314
            1122           1.196         1.34856        0.032203
            1123            0.68         1.34796       0.0321798
            1124           0.984         1.34764       0.0321528
            1125           0.548         1.34693       0.0321321
            1126           0.632         1.34629       0.0321098
            1127           0.804         1.34581       0.0320849
            1128           1.168         1.34566       0.0320569
            1129           1.832         1.34609       0.0320314
            1130            0.18         1.34505       0.0320196
            1131           3.864         1.34728       0.0320687
            1132           1.288         1.34723       0.0320404
            1133             2.6         1.34834       0.0320312
            1134            1.64         1.34859        0.032004
            1135           0.932         1.34823       0.0319779
            1136           0.932         1.34786       0.0319518
            1137           0.568         1.34717       0.0319311
            1138           0.632         1.34654       0.0319092
            1139           2.176         1.34727       0.0318895
            1140           0.712         1.34672       0.0318664
            1141           0.332         1.34583       0.0318509
            1142           0.996         1.34552       0.0318245
            1143           1.604         1.34575       0.0317974
            1144            1.46         1.34585       0.0317698
            1145            0.12         1.34478       0.0317601
            1146           2.488         1.34577        0.031748
            1147           0.932         1.34541       0.0317224
            1148           0.104         1.34433       0.0317132
            1149           1.404         1.34438       0.0316856
            1150           0.564          1.3437       0.0316654
            1151           2.244         1.34449       0.0316475
            1152           0.756         1.34398       0.0316242
            1153           1.216         1.34386       0.0315969
            1154           2.192          1.3446       0.0315781
            1155           1.928          1.3451       0.0315548
            1156           1.072         1.34487       0.0315284
            1157           3.572         1.34679       0.0315598
            1158           0.996         1.34649        0.031534
            1159           1.912         1.34698       0.0315106
            1160           1.288         1.34693       0.0314835
            1161           2.056         1.34754       0.0314623
            1162            3.56         1.34944       0.0314928
            1163           1.068          1.3492       0.0314666
            1164           0.616         1.34857       0.0314459
            1165           0.148         1.34754       0.0314358
            1166           3.544         1.34942       0.0314652
            1167           2.416         1.35034       0.0314515
            1168            1.04         1.35007       0.0314257
            1169             2.8         1.35131       0.0314233
            1170           2.984         1.35271       0.0314274
            1171           0.588         1.35205       0.0314074
            1172           0.324         1.35118       0.0313928
            1173           2.532         1.35218       0.0313822
            1174           1.188         1.35204       0.0313558
            1175           0.348         1.35119       0.0313407
            1176            1.54         1.35135       0.0313145
            1177           2.004          1.3519       0.0312928
            1178            2.22         1.35264       0.0312749
            1179           0.948          1.3523       0.0312502
            1180           0.932         1.35194       0.0312258
            1181           4.428         1.35455       0.0313078
            1182           4.824         1.35748       0.0314186
            1183            0.48         1.35674       0.0314008
            1184           0.144         1.35572        0.031391
            1185           0.356         1.35487       0.0313758
            1186           0.992         1.35457       0.0313509
            1187           0.228         1.35362       0.0313388
            1188           0.512         1.35291       0.0313204
            1189           1.988         1.35344       0.0312986
            1190           1.988         1.35398       0.0312769
            1191           3.972         1.35617       0.0313278
            1192           0.568         1.35551       0.0313085
            1193           2.312         1.35632       0.0312925
            1194            1.08         1.35608       0.0312671
            1195           1.272         1.35601       0.0312411
            1196           0.728         1.35549       0.0312193
            1197            0.48         1.35476       0.0312018
            1198           0.616         1.35414       0.0311819
            1199           0.448         1.35338        0.031165
            1200           0.932         1.35303        0.031141
            1201           1.552          1.3532       0.0311155
            1202           0.732         1.35268        0.031094
            1203           1.428         1.35274       0.0310682
            1204           0.236         1.35182       0.0310562
            1205           0.568         1.35117       0.0310372
            1206           0.304          1.3503       0.0310237
            1207           0.724         1.34978       0.0310023
            1208           0.612         1.34917       0.0309826
            1209           0.736         1.34866       0.0309612
            1210           1.748         1.34899       0.0309373
            1211           0.528         1.34831       0.0309192
            1212           0.588         1.34769       0.0309001
            1213           0.448         1.34694       0.0308835
            1214           0.568          1.3463       0.0308647
            1215           0.168         1.34533       0.0308546
            1216           1.368         1.34535       0.0308292
            1217           0.572         1.34472       0.0308104
            1218             0.5         1.34402       0.0307929
            1219           1.708         1.34432       0.0307691
            1220            0.52         1.34365       0.0307513
            1221           1.212         1.34354       0.0307263
            1222           1.604         1.34375       0.0307019
            1223           0.496         1.34306       0.0306846
            1224           1.152          1.3429       0.0306599
            1225           0.848          1.3425       0.0306376
            1226           1.224          1.3424       0.0306127
            1227            0.22         1.34149       0.0306014
            1228             0.8         1.34105       0.0305797
            1229           0.928         1.34071       0.0305567
            1230           2.804          1.3419        0.030555
            1231           0.924         1.34156        0.030532
            1232           1.032         1.34131       0.0305083
            1233           1.884         1.34175       0.0304867
            1234           0.732         1.34125        0.030466
            1235            0.84         1.34085       0.0304441
            1236           2.084         1.34145       0.0304254
            1237           0.876         1.34107       0.0304031
            1238            0.52         1.34041       0.0303858
            1239           0.604         1.33982       0.0303671
            1240           0.632         1.33925       0.0303479
            1241           1.068         1.33903       0.0303243
            1242           1.176          1.3389       0.0303001
            1243           0.908         1.33855       0.0302777
            1244           1.192         1.33843       0.0302536
            1245           2.592         1.33944       0.0302461
            1246            1.96         1.33994       0.0302259
            1247           0.184         1.33901       0.0302159
            1248            1.02         1.33875       0.0301927
            1249            1.88         1.33919       0.0301717
            1250           1.288         1.33915       0.0301476
            1251             0.8         1.33871       0.0301266
            1252           1.632         1.33895       0.0301034
            1253             1.2         1.33884       0.0300796
            1254           0.576         1.33823       0.0300617
            1255            0.58         1.33763       0.0300439
            1256           2.132         1.33826       0.0300266
            1257           0.368         1.33749       0.0300126
            1258            0.98          1.3372       0.0299901
            1259           0.544         1.33657       0.0299729
            1260           1.504          1.3367       0.0299494
            1261            0.82          1.3363       0.0299285
            1262           1.684         1.33657        0.029906
            1263           2.356         1.33738       0.0298932
            1264           0.452         1.33668       0.0298778
            1265           1.876          1.3371       0.0298572
            1266            1.34         1.33711       0.0298336
            1267           0.408         1.33637       0.0298191
            1268           0.884         1.33602       0.0297977
            1269           0.808          1.3356       0.0297771
            1270           0.344         1.33482       0.0297639
            1271           0.576         1.33422       0.0297465
            1272            0.58         1.33363        0.029729
            1273           2.984         1.33493       0.0297339
            1274           2.804         1.33608       0.0297329
            1275           0.468          1.3354       0.0297174
            1276           1.252         1.33533       0.0296942
            1277            0.92         1.33501       0.0296727
            1278           1.332           1.335       0.0296495
            1279           0.688          1.3345       0.0296306
            1280           0.736         1.33403       0.0296112
            1281           1.276         1.33399       0.0295881
            1282            0.24         1.33313       0.0295773
            1283            2.38         1.33395       0.0295655
            1284           2.868         1.33514       0.0295666
            1285           1.944         1.33562       0.0295474
            1286           1.484         1.33573       0.0295247
            1287            1.64         1.33597       0.0295027
            1288            0.96         1.33568       0.0294812
            1289           1.076         1.33548        0.029459
            1290           0.248         1.33463       0.0294482
            1291            1.58         1.33482        0.029426
            1292           0.092         1.33386        0.029419
            1293           2.792         1.33499       0.0294178
            1294            0.48         1.33433       0.0294025
            1295            0.34         1.33356       0.0293898
            1296           0.904         1.33323        0.029369
            1297            0.98         1.33296       0.0293477
            1298           1.504         1.33309       0.0293253
            1299           1.236         1.33301       0.0293029
            1300           0.936         1.33271       0.0292819
            1301            0.58         1.33213       0.0292651
            1302           1.248         1.33206       0.0292427
            1303            0.64         1.33153       0.0292251
            1304           1.388         1.33158       0.0292027
            1305           1.092         1.33139       0.0291809
            1306            0.74         1.33094       0.0291621
            1307           0.904         1.33061       0.0291416
            1308           1.036         1.33039       0.0291202
            1309            1.24         1.33032        0.029098
            1310           1.004         1.33007       0.0290769
            1311           0.276         1.32927       0.0290658
            1312           0.804         1.32887       0.0290464
            1313           1.468         1.32897       0.0290245
            1314           0.772         1.32855       0.0290055
            1315           1.048         1.32833       0.0289842
            1316            0.82         1.32795       0.0289648
            1317           1.128          1.3278       0.0289432
            1318            1.28         1.32776       0.0289212
            1319             0.9         1.32744       0.0289011
            1320           1.908         1.32788       0.0288826
            1321           0.512         1.32726       0.0288673
            1322           0.344         1.32651       0.0288551
            1323           0.264         1.32571       0.0288444
            1324           0.228         1.32488       0.0288346
            1325           1.036         1.32466       0.0288136
            1326           1.248         1.32461       0.0287919
            1327           0.328         1.32386         0.02878
            1328           0.592          1.3233       0.0287636
            1329            2.58         1.32425       0.0287575
            1330           1.464         1.32435       0.0287361
            1331           1.992         1.32486       0.0287189
            1332            2.08         1.32542       0.0287029
            1333           0.612         1.32489       0.0286864
            1334           0.244         1.32408       0.0286763
            1335           1.216           1.324        0.028655
            1336           1.328           1.324       0.0286335
            1337           1.272         1.32396       0.0286121
            1338           1.108          1.3238       0.0285912
            1339           0.992         1.32355       0.0285709
            1340           3.264           1.325       0.0285863
            1341             1.5         1.32513       0.0285653
            1342           0.448         1.32448       0.0285514
            1343           2.128         1.32508       0.0285365
            1344           1.032         1.32486       0.0285161
            1345           1.324         1.32486       0.0284949
            1346           0.972         1.32459       0.0284749
            1347           4.256         1.32677       0.0285368
            1348           2.064         1.32732       0.0285209
            1349             1.7         1.32759       0.0285011
            1350           1.204          1.3275       0.0284801
            1351           0.396         1.32681       0.0284674
            1352           1.024         1.32659       0.0284472
            1353           0.344         1.32586       0.0284354
            1354             0.9         1.32555       0.0284162
            1355           2.256         1.32623       0.0284035
            1356           3.596         1.32791       0.0284318
            1357           1.424         1.32798        0.028411
            1358           0.228         1.32717       0.0284016
            1359           1.708         1.32745       0.0283821
            1360           2.368         1.32821       0.0283715
            1361           0.548         1.32764       0.0283564
            1362           4.028         1.32962       0.0284049
            1363           1.656         1.32986        0.028385
            1364           0.252         1.32907       0.0283752
            1365           0.704         1.32862       0.0283581
            1366           0.768          1.3282       0.0283403
            1367             2.2         1.32884       0.0283268
            1368           1.564         1.32901       0.0283066
            1369             1.1         1.32885       0.0282864
            1370           3.244         1.33025       0.0283003
            1371           5.176         1.33305       0.0284183
            1372           0.888         1.33273       0.0283995
            1373           0.672         1.33224       0.0283828
            1374           0.956         1.33197       0.0283635
            1375           0.372         1.33127       0.0283515
            1376           0.656         1.33078       0.0283351
            1377           4.088         1.33278       0.0283852
            1378           1.996         1.33327       0.0283687
            1379            0.36         1.33256       0.0283569
            1380           1.056         1.33236        0.028337
            1381           1.024         1.33214       0.0283174
            1382             0.8         1.33175       0.0282995
            1383           1.216         1.33167       0.0282792
            1384           2.692         1.33265       0.0282758
            1385           1.548         1.33281       0.0282558
            1386            0.48         1.33219       0.0282422
            1387           0.532         1.33161       0.0282277
            1388            0.66         1.33113       0.0282115
            1389           1.172         1.33102       0.0281914
            1390           1.368         1.33104       0.0281712
            1391           0.292         1.33029       0.0281608
            1392            0.92            1.33       0.0281421
            1393           1.344         1.33001       0.0281219
            1394           2.188         1.33063       0.0281085
            1395           0.884         1.33031       0.0280901
            1396           0.532         1.32973       0.0280758
            1397           1.616         1.32994       0.0280565
            1398           0.588         1.32941       0.0280414
            1399           0.288         1.32866       0.0280313
            1400           1.644         1.32889       0.0280122
            1401           2.512         1.32973       0.0280049
            1402           1.176         1.32962       0.0279851
            1403           1.016          1.3294       0.0279661
            1404           0.116         1.32854       0.0279595
            1405           0.356         1.32784       0.0279482
            1406           2.268         1.32851       0.0279363
            1407           2.076         1.32904       0.0279215
            1408           0.644         1.32856       0.0279059
            1409            0.66         1.32808       0.0278901
            1410           3.592         1.32969       0.0279165
            1411           1.508         1.32981        0.027897
            1412            2.44          1.3306       0.0278884
            1413            0.32         1.32989       0.0278778
            1414           0.884         1.32957       0.0278599
            1415           0.764         1.32917        0.027843
            1416            0.36         1.32849       0.0278318
            1417           2.656         1.32942       0.0278279
            1418            1.02          1.3292       0.0278091
            1419           1.408         1.32926       0.0277896
            1420           1.188         1.32916       0.0277702
            1421           0.564         1.32862       0.0277559
            1422           4.904         1.33114         0.02785
            1423           3.036         1.33233       0.0278562
            1424           0.712          1.3319         0.02784
            1425           5.792         1.33503       0.0279959
            1426           3.096         1.33626       0.0280035
            1427           0.596         1.33574       0.0279887
            1428            1.08         1.33557       0.0279696
            1429           1.692         1.33582       0.0279512
            1430           2.412         1.33657       0.0279418
            1431           0.644         1.33608       0.0279264
            1432           0.708         1.33565       0.0279104
            1433           2.548         1.33649       0.0279037
            1434           0.392         1.33583        0.027892
            1435           1.852         1.33619       0.0278749
            1436           2.184         1.33678       0.0278617
            1437           2.532         1.33761       0.0278548
            1438           1.048         1.33741       0.0278361
            1439           1.404         1.33746       0.0278168
            1440            1.12         1.33731       0.0277979
            1441            2.02         1.33778       0.0277827
            1442           1.156         1.33766       0.0277637
            1443           0.772         1.33726       0.0277472
            1444           2.312         1.33794       0.0277362
            1445           3.868         1.33969       0.0277722
            1446           2.744         1.34066         0.02777
            1447           0.388            1.34       0.0277586
            1448           0.596         1.33949       0.0277442
            1449           2.124         1.34003       0.0277303
            1450           0.384         1.33937        0.027719
            1451           3.988          1.3412         0.02776
            1452           2.576         1.34205       0.0277539
            1453            1.88         1.34242       0.0277372
            1454           1.028          1.3422        0.027719
            1455           1.188         1.34209       0.0277001
            1456           0.472          1.3415       0.0276876
            1457            0.14         1.34067       0.0276808
            1458           2.588         1.34153       0.0276751
            1459            2.68         1.34245       0.0276713
            1460           1.104         1.34228       0.0276528
            1461           4.164         1.34421       0.0277013
            1462           0.256         1.34347       0.0276923
            1463           1.652         1.34368       0.0276742
            1464           1.752         1.34396       0.0276567
            1465           0.296         1.34324       0.0276471
            1466               2         1.34369       0.0276318
            1467           0.604         1.34319       0.0276176
            1468           0.708         1.34275       0.0276022
            1469           1.872         1.34312       0.0275857
            1470           0.532         1.34256       0.0275725
            1471            1.42         1.34262       0.0275538
            1472           2.284         1.34326       0.0275425
            1473           0.952         1.34299       0.0275251
            1474           0.976         1.34274       0.0275075
            1475           0.396          1.3421       0.0274964
            1476           0.508         1.34153       0.0274836
            1477           3.424         1.34294       0.0275011
            1478           1.084         1.34277        0.027483
            1479           0.424         1.34215       0.0274715
            1480           0.912         1.34186       0.0274545
            1481           0.324         1.34117       0.0274445
            1482           1.868         1.34152       0.0274283
            1483            2.12         1.34205       0.0274148
            1484           0.804         1.34169       0.0273988
            1485            1.84         1.34202       0.0273824
            1486           1.116         1.34187       0.0273644
            1487           1.872         1.34223       0.0273483
            1488           0.448         1.34163       0.0273365
            1489            0.54         1.34109       0.0273234
            1490            0.24         1.34035       0.0273151
            1491           2.372         1.34104       0.0273055
            1492           1.548         1.34118       0.0272876
            1493           0.488         1.34061       0.0272753
            1494           0.212         1.33985       0.0272675
            1495            0.24         1.33912       0.0272592
            1496           1.776         1.33941       0.0272425
            1497           1.368         1.33943       0.0272243
            1498           1.976         1.33985       0.0272095
            1499           0.884         1.33955        0.027193
            1500           1.108         1.33939       0.0271753
            1501           0.596          1.3389       0.0271617
            1502            0.82         1.33855       0.0271458
            1503           3.416         1.33994        0.027163
            1504             1.1         1.33978       0.0271454
            1505           1.112         1.33963       0.0271277
            1506           0.808         1.33927        0.027112
            1507            0.62         1.33879       0.0270982
            1508           1.528         1.33892       0.0270806
            1509           1.872         1.33927       0.0270649
            1510           1.552         1.33941       0.0270474
            1511            0.84         1.33908       0.0270315
            1512           0.736         1.33869       0.0270165
            1513           1.196         1.33859       0.0269989
            1514           0.352         1.33794       0.0269889
            1515           1.372         1.33796       0.0269711
            1516             0.1         1.33715       0.0269656
            1517           0.624         1.33668        0.026952
            1518           2.004         1.33711       0.0269378
            1519           0.372         1.33648       0.0269276
            1520            1.74         1.33674       0.0269111
            1521           1.728           1.337       0.0268947
            1522            0.44         1.33641       0.0268835
            1523           0.336         1.33576       0.0268738
            1524           0.248         1.33504       0.0268657
            1525           0.616         1.33457       0.0268522
            1526           1.536          1.3347       0.0268349
            1527           0.884         1.33441        0.026819
            1528            2.16         1.33495       0.0268069
            1529           0.752         1.33457       0.0267921
            1530           2.608          1.3354       0.0267875
            1531           0.892         1.33511       0.0267715
            1532           0.248          1.3344       0.0267635
