#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         419   0.0616657   0.0598563 0.000103651
         420   0.0619544   0.0598613 0.000103525
         421   0.0610602   0.0598641 0.000103318
         422   0.0612765   0.0598675 0.000103128
         423   0.0609823   0.0598701 0.000102917
         424   0.0601642   0.0598708 0.000102677
         425   0.0608923   0.0598732 0.000102464
         426   0.0610986   0.0598761 0.000102263
         427   0.0615276     0.05988 0.000102097
         428   0.0616765   0.0598842 0.000101945
         429    0.062599   0.0598905 0.000101903
         430   0.0618185    0.059895 0.000101765
         431   0.0617354   0.0598992 0.000101618
         432   0.0608269   0.0599014 0.000101406
         433   0.0593143      0.0599 0.000101181
         434   0.0599637   0.0599002 0.000100948
         435   0.0590271   0.0598982 0.000100736
         436   0.0600737   0.0598986 0.000100505
         437   0.0609987   0.0599011 0.000100307
         438    0.060538   0.0599025 0.000100088
         439   0.0613887   0.0599059 9.99176e-05
         440   0.0612959   0.0599091 9.97405e-05
         441   0.0605353   0.0599105 9.95244e-05
         442   0.0616081   0.0599143 9.93733e-05
         443   0.0613628   0.0599176 9.92028e-05
         444   0.0625467   0.0599235 9.91559e-05
         445   0.0610628   0.0599261 9.89661e-05
         446   0.0618466   0.0599304 9.88379e-05
         447   0.0611586   0.0599331  9.8655e-05
         448   0.0607521    0.059935 9.84517e-05
         449   0.0596902   0.0599344 9.82339e-05
         450   0.0600732   0.0599347 9.80161e-05
         451   0.0590745   0.0599328 9.78173e-05
         452   0.0598988   0.0599328 9.76009e-05
         453   0.0590917   0.0599309 9.74032e-05
         454   0.0598787   0.0599308 9.71887e-05
         455    0.059863   0.0599306 9.69752e-05
         456   0.0600581   0.0599309 9.67629e-05
         457   0.0595408   0.0599301  9.6555e-05
         458   0.0602227   0.0599307 9.63463e-05
         459   0.0604484   0.0599318 9.61429e-05
         460   0.0606006   0.0599333 9.59449e-05
         461    0.061391   0.0599364 9.57889e-05
         462   0.0621421   0.0599412 9.57005e-05
         463    0.063108   0.0599481 9.57379e-05
         464   0.0624473   0.0599534 9.56829e-05
         465   0.0618552   0.0599575 9.55645e-05
         466   0.0625379   0.0599631 9.55198e-05
