#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         501   -0.453813   -0.379166  0.00271076
         502   -0.444432   -0.379296  0.00270848
         503    -0.46477   -0.379466  0.00270842
         504   -0.463009   -0.379631  0.00270811
         505   -0.493674   -0.379857  0.00271215
         506   -0.468215   -0.380032  0.00271241
         507   -0.447866   -0.380166  0.00271035
         508   -0.433423    -0.38027  0.00270704
         509   -0.424384   -0.380357  0.00270311
         510   -0.389993   -0.380376  0.00269788
         511   -0.431626   -0.380476  0.00269446
         512    -0.40964   -0.380533   0.0026898
         513    -0.45137   -0.380671   0.0026881
         514   -0.459702   -0.380825  0.00268727
         515    -0.45866   -0.380976  0.00268629
         516   -0.451243   -0.381112  0.00268454
         517   -0.462189   -0.381269  0.00268392
         518   -0.431699   -0.381367  0.00268051
         519   -0.429686    -0.38146  0.00267696
         520   -0.407339   -0.381509  0.00267227
         521   -0.424171   -0.381591   0.0026684
         522   -0.429352   -0.381683  0.00266485
         523   -0.419677   -0.381755  0.00266075
         524   -0.415302   -0.381819  0.00265644
         525   -0.458248   -0.381965  0.00265537
         526   -0.410522   -0.382019  0.00265087
         527   -0.439257   -0.382128  0.00264807
         528   -0.399676   -0.382161  0.00264326
         529   -0.416483   -0.382226  0.00263906
         530   -0.392304   -0.382245  0.00263415
         531    -0.37314   -0.382228  0.00262924
         532   -0.374658   -0.382214  0.00262434
         533   -0.381075   -0.382212  0.00261942
         534   -0.371874   -0.382192  0.00261458
         535   -0.384262   -0.382196   0.0026097
         536   -0.409172   -0.382246  0.00260532
         537   -0.402916   -0.382285  0.00260075
         538   -0.431599   -0.382377  0.00259753
         539   -0.404958   -0.382418  0.00259305
         540   -0.409079   -0.382468  0.00258872
         541   -0.348704   -0.382405  0.00258468
         542   -0.331089   -0.382311  0.00258165
         543   -0.335888   -0.382225  0.00257831
         544   -0.316091   -0.382104  0.00257643
         545   -0.343875   -0.382034  0.00257266
         546   -0.336957   -0.381951  0.00256927
         547   -0.345368   -0.381884  0.00256545
         548   -0.327914   -0.381786  0.00256265
         549   -0.330467   -0.381692  0.00255969
         550   -0.332135   -0.381602  0.00255662
         551   -0.334687   -0.381517   0.0025534
         552   -0.356949   -0.381472  0.00254916
         553   -0.315327   -0.381353  0.00254736
         554   -0.354263   -0.381304  0.00254323
         555   -0.339947   -0.381229  0.00253974
         556   -0.322136   -0.381123  0.00253739
         557   -0.319362   -0.381012  0.00253526
         558   -0.316856   -0.380897  0.00253332
         559   -0.331077   -0.380808  0.00253036
         560   -0.317457   -0.380695  0.00252836
         561   -0.345364   -0.380632  0.00252464
         562   -0.328064   -0.380538  0.00252188
         563    -0.36059   -0.380503  0.00251765
         564   -0.356654   -0.380461  0.00251354
         565   -0.350716   -0.380408  0.00250964
         566   -0.374641   -0.380398  0.00250523
         567    -0.38937   -0.380414  0.00250086
         568   -0.398951   -0.380446  0.00249667
         569   -0.405185    -0.38049  0.00249266
         570   -0.426551   -0.380571   0.0024896
         571   -0.422462   -0.380644  0.00248632
         572   -0.394439   -0.380668  0.00248209
         573    -0.38992   -0.380684  0.00247781
         574   -0.345614   -0.380623  0.00247425
         575   -0.358045   -0.380584  0.00247026
         576   -0.369683   -0.380565  0.00246604
         577   -0.365199   -0.380538  0.00246191
         578   -0.369196   -0.380519  0.00245773
         579    -0.39244   -0.380539  0.00245357
         580   -0.397579   -0.380569  0.00244952
         581   -0.377242   -0.380563  0.00244531
         582   -0.394978   -0.380588  0.00244123
         583   -0.373592   -0.380576  0.00243707
         584   -0.339921   -0.380506  0.00243389
         585   -0.364627   -0.380479  0.00242988
         586   -0.365538   -0.380453  0.00242587
         587   -0.348259   -0.380399  0.00242236
         588   -0.364785   -0.380372  0.00241839
         589   -0.373293    -0.38036  0.00241431
         590   -0.352481   -0.380313  0.00241068
         591   -0.355891   -0.380271  0.00240695
         592   -0.356489   -0.380231  0.00240322
         593   -0.364735   -0.380205  0.00239931
         594   -0.370609   -0.380189  0.00239533
         595   -0.358803   -0.380153  0.00239157
         596   -0.383233   -0.380158  0.00238757
         597   -0.379504   -0.380157  0.00238357
         598   -0.351543   -0.380109  0.00238006
         599   -0.350696    -0.38006  0.00237659
         600   -0.323485   -0.379966   0.0023745
         601    -0.36109   -0.379934  0.00237076
         602   -0.378843   -0.379933  0.00236682
         603   -0.383784   -0.379939  0.00236291
         604   -0.394276   -0.379963  0.00235911
         605   -0.422196   -0.380033  0.00235625
         606    -0.44179   -0.380135  0.00235456
         607   -0.420413   -0.380201  0.00235162
         608   -0.425895   -0.380276  0.00234895
         609   -0.410347   -0.380325  0.00234561
         610     -0.3606   -0.380293  0.00234199
         611   -0.378641    -0.38029  0.00233816
         612    -0.35412   -0.380248  0.00233473
         613   -0.337247   -0.380177  0.00233197
         614   -0.323447   -0.380085     0.00233
         615   -0.334646   -0.380011  0.00232739
         616   -0.341582   -0.379949  0.00232444
         617   -0.349407   -0.379899   0.0023212
         618   -0.364021   -0.379874  0.00231759
         619   -0.400277   -0.379907  0.00231408
         620    -0.38616   -0.379917  0.00231037
         621   -0.446855   -0.380024  0.00230916
         622    -0.41875   -0.380087  0.00230629
         623    -0.42803   -0.380164  0.00230387
         624   -0.413558   -0.380217   0.0023008
         625   -0.404187   -0.380256  0.00229744
         626   -0.404605   -0.380294   0.0022941
         627   -0.374592   -0.380285  0.00229046
         628   -0.393147   -0.380306   0.0022869
         629   -0.391697   -0.380324  0.00228334
         630   -0.373825   -0.380314  0.00227974
         631   -0.359491   -0.380281  0.00227636
         632   -0.376856   -0.380275  0.00227277
         633   -0.355252   -0.380236  0.00226952
         634   -0.378741   -0.380233  0.00226594
         635   -0.376842   -0.380228  0.00226238
         636   -0.406715    -0.38027  0.00225921
         637   -0.402878   -0.380305  0.00225594
         638   -0.367664   -0.380285  0.00225249
         639   -0.415235    -0.38034  0.00224963
         640   -0.387879   -0.380352  0.00224614
         641   -0.430698    -0.38043  0.00224401
         642   -0.397295   -0.380457  0.00224067
         643   -0.438409   -0.380547    0.002239
         644   -0.428445   -0.380621  0.00223676
         645   -0.406531   -0.380661  0.00223365
         646   -0.414112   -0.380713  0.00223079
         647   -0.390134   -0.380728  0.00222739
         648   -0.397863   -0.380754  0.00222411
         649   -0.349812   -0.380706   0.0022212
         650   -0.354458   -0.380666  0.00221814
         651   -0.334882   -0.380596  0.00221585
         652   -0.333683   -0.380524  0.00221362
         653    -0.34721   -0.380473  0.00221082
         654   -0.330012   -0.380396  0.00220878
         655   -0.338795   -0.380332  0.00220633
         656   -0.350131   -0.380286  0.00220344
         657   -0.342561   -0.380229  0.00220084
         658   -0.350902   -0.380184  0.00219794
         659   -0.358088    -0.38015  0.00219486
         660   -0.372638   -0.380139  0.00219157
