#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         547     1.76757     1.80401  0.00256354
         548     1.75018     1.80392  0.00256075
         549     1.75254     1.80382  0.00255779
         550     1.75452     1.80373  0.00255471
         551     1.75668     1.80365   0.0025515
         552     1.77921      1.8036  0.00254726
         553     1.73754     1.80348  0.00254546
         554     1.77646     1.80343  0.00254133
         555     1.76213     1.80336  0.00253784
         556     1.74437     1.80325  0.00253549
         557     1.74142     1.80314  0.00253337
         558     1.73913     1.80303  0.00253142
         559     1.75303     1.80294  0.00252848
         560     1.73975     1.80283  0.00252648
         561     1.76724     1.80276  0.00252277
         562     1.75013     1.80267  0.00252002
         563     1.78264     1.80263  0.00251579
         564     1.77873     1.80259  0.00251169
         565      1.7726     1.80254  0.00250781
         566     1.79669     1.80253   0.0025034
         567     1.81136     1.80254  0.00249903
         568     1.82095     1.80258  0.00249484
         569     1.82726     1.80262  0.00249083
         570     1.84836      1.8027  0.00248776
         571     1.84473     1.80277  0.00248449
         572     1.81641      1.8028  0.00248026
         573     1.81208     1.80281  0.00247598
         574     1.76772     1.80275  0.00247242
         575     1.78005     1.80271  0.00246844
         576     1.79174     1.80269  0.00246423
         577     1.78715     1.80267   0.0024601
         578     1.79125     1.80265  0.00245593
         579     1.81457     1.80267  0.00245177
         580     1.81976      1.8027  0.00244772
         581     1.79937     1.80269  0.00244352
         582     1.81717     1.80272  0.00243944
         583       1.796      1.8027  0.00243529
         584     1.76177     1.80263  0.00243212
         585     1.78678     1.80261  0.00242812
         586     1.78759     1.80258  0.00242411
         587      1.7705     1.80253   0.0024206
         588     1.78688      1.8025  0.00241663
         589     1.79547     1.80249  0.00241255
         590     1.77457     1.80244  0.00240893
         591     1.77838      1.8024   0.0024052
         592     1.77848     1.80236  0.00240147
         593     1.78688     1.80233  0.00239756
         594       1.793     1.80232  0.00239358
         595     1.78089     1.80228  0.00238983
         596     1.80536     1.80229  0.00238582
         597     1.80194     1.80229  0.00238183
         598     1.77389     1.80224  0.00237832
         599      1.7729     1.80219  0.00237485
         600     1.74575      1.8021  0.00237275
         601     1.78302     1.80206  0.00236902
         602     1.80101     1.80206  0.00236508
         603     1.80589     1.80207  0.00236117
         604      1.8164     1.80209  0.00235738
         605     1.84395     1.80216   0.0023545
         606     1.86406     1.80226  0.00235283
         607      1.8426     1.80233  0.00234989
         608     1.84795     1.80241  0.00234722
         609     1.83258     1.80246  0.00234389
         610     1.78274     1.80242  0.00234027
         611     1.80079     1.80242  0.00233644
         612     1.77632     1.80238  0.00233302
         613     1.75941     1.80231  0.00233026
         614     1.74557     1.80221   0.0023283
         615     1.75665     1.80214  0.00232569
         616     1.76358     1.80208  0.00232276
         617     1.77165     1.80203  0.00231952
         618     1.78577       1.802  0.00231591
         619     1.82234     1.80204   0.0023124
         620     1.80805     1.80205   0.0023087
         621     1.86904     1.80215   0.0023075
         622     1.84094     1.80222  0.00230463
         623     1.85019     1.80229  0.00230222
         624     1.83591     1.80235  0.00229916
         625     1.82617     1.80238  0.00229579
         626     1.82726     1.80242  0.00229247
         627     1.79644     1.80241  0.00228883
         628     1.81539     1.80244  0.00228528
         629     1.81412     1.80245  0.00228173
         630     1.79582     1.80244  0.00227813
         631      1.7818     1.80241  0.00227475
         632     1.79893     1.80241  0.00227116
         633     1.77753     1.80237  0.00226791
         634     1.80081     1.80236  0.00226434
         635     1.79892     1.80236  0.00226078
         636     1.82873      1.8024   0.0022576
         637     1.82509     1.80243  0.00225434
         638     1.78978     1.80242  0.00225089
         639      1.8377     1.80247  0.00224805
         640     1.80975     1.80248  0.00224456
         641     1.85288     1.80256  0.00224244
         642     1.81956     1.80259   0.0022391
         643     1.86051     1.80268  0.00223743
         644     1.85085     1.80275  0.00223521
         645     1.82854     1.80279   0.0022321
         646     1.83655     1.80284  0.00222926
         647     1.81236     1.80286  0.00222586
         648     1.82017     1.80289  0.00222258
         649     1.77228     1.80284  0.00221966
         650     1.77661      1.8028  0.00221661
         651     1.75729     1.80273  0.00221431
         652     1.75588     1.80266  0.00221208
         653     1.76945     1.80261  0.00220927
         654     1.75237     1.80253  0.00220723
         655     1.76101     1.80247  0.00220477
         656     1.77229     1.80242  0.00220189
         657     1.76487     1.80236  0.00219928
         658     1.77313     1.80232  0.00219639
         659     1.78041     1.80228  0.00219331
         660     1.79466     1.80227  0.00219001
         661     1.83378     1.80232  0.00218722
         662     1.82381     1.80235  0.00218416
         663     1.82938     1.80239  0.00218124
         664     1.82914     1.80243  0.00217833
         665     1.80277     1.80243  0.00217505
         666     1.79281     1.80242  0.00217183
         667     1.78936      1.8024  0.00216867
         668     1.78151     1.80237  0.00216565
         669     1.77085     1.80232  0.00216292
         670     1.77533     1.80228  0.00216007
         671     1.74146     1.80219  0.00215875
         672     1.74909     1.80211  0.00215698
         673     1.75136     1.80204   0.0021551
         674      1.7535     1.80196   0.0021531
         675     1.76181     1.80191  0.00215073
         676     1.74772     1.80182  0.00214904
         677      1.7829      1.8018  0.00214605
         678     1.76349     1.80174  0.00214363
         679     1.73899     1.80165  0.00214246
         680     1.75315     1.80158   0.0021405
         681     1.76618     1.80152  0.00213799
         682     1.77444     1.80149  0.00213522
         683     1.78904     1.80147  0.00213217
         684     1.79606     1.80146  0.00212907
         685     1.81857     1.80148  0.00212611
         686     1.79844     1.80148  0.00212301
         687     1.81722      1.8015  0.00212005
         688     1.80988     1.80151    0.002117
         689      1.8113     1.80153  0.00211398
         690     1.81968     1.80156  0.00211108
         691     1.80684     1.80156  0.00210803
         692     1.80736     1.80157  0.00210501
         693     1.82698     1.80161  0.00210229
         694     1.82021     1.80163  0.00209943
         695     1.83953     1.80169  0.00209712
         696     1.81429     1.80171  0.00209418
         697     1.85885     1.80179  0.00209278
         698     1.86762     1.80188  0.00209191
         699     1.84692     1.80195  0.00208991
         700     1.89823     1.80209  0.00209144
         701     1.89862     1.80222  0.00209299
         702     1.90959     1.80238  0.00209559
         703     1.94313     1.80258  0.00210215
         704     1.91767     1.80274  0.00210551
         705     1.89394     1.80287  0.00210649
         706     1.93149     1.80305  0.00211137
         707     1.90302     1.80319  0.00211311
         708     1.90353     1.80333  0.00211488
         709     1.90039     1.80347  0.00211632
         710     1.88741     1.80359  0.00211664
         711      1.9078     1.80374  0.00211873
         712     1.87733     1.80384  0.00211827
         713     1.88477     1.80395  0.00211834
         714     1.88102     1.80406  0.00211812
         715     1.89613     1.80419  0.00211907
         716      1.8915     1.80431  0.00211962
         717     1.88051     1.80442  0.00211932
         718     1.87944     1.80452  0.00211895
         719      1.8531     1.80459  0.00211708
         720     1.84775     1.80465  0.00211498
         721     1.78821     1.80463  0.00211217
         722     1.78734      1.8046  0.00210938
         723     1.77455     1.80456  0.00210687
         724     1.79722     1.80455  0.00210399
         725     1.78347     1.80452  0.00210129
         726     1.79932     1.80452  0.00209841
         727     1.81169     1.80453  0.00209554
         728     1.80881     1.80453  0.00209267
         729     1.84002     1.80458  0.00209037
