           2    0.027518 0.000503843
        1.75   0.0363756 0.000644904
         1.5   0.0515595 0.000690369
        1.25   0.0780463  0.00107908
           1    0.143544  0.00210725
        0.75     0.36214  0.00487777
         0.5    0.893882  0.00714075
