           2      1.3593  0.00311079
        1.75     1.79574    0.004361
         1.5     2.53574  0.00737269
        1.25     3.97745   0.0140038
           1     7.41681   0.0330655
        0.75     19.2132    0.143035
         0.5     79.0756    0.479492

