           2      0.1967 0.000282679
        1.75    0.239021 0.000364411
         1.5    0.293612 0.000594927
        1.25    0.357849 0.000703129
           1    0.420121  0.00103669
        0.75     0.43892  0.00192826
         0.5    0.324774  0.00417978
