#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         732    0.886938    0.904096  0.00303511
         733    0.895375    0.904084  0.00303099
         734    0.902982    0.904083  0.00302686
         735    0.909103     0.90409  0.00302275
         736    0.913146    0.904102  0.00301867
         737    0.915147    0.904117  0.00301461
         738    0.916041    0.904133  0.00301057
         739    0.917054    0.904151  0.00300655
         740    0.918716     0.90417  0.00300255
         741    0.920499    0.904192  0.00299858
         742    0.921317    0.904215  0.00299463
         743    0.920243    0.904237  0.00299067
         744    0.916898    0.904254   0.0029867
         745    0.911421    0.904264  0.00298271
         746    0.904255    0.904264  0.00297871
         747     0.89585    0.904252  0.00297474
         748     0.88639    0.904229  0.00297086
         749    0.875798    0.904191  0.00296714
         750    0.864035    0.904137  0.00296366
         751     0.85146    0.904067  0.00296055
         752    0.838897     0.90398  0.00295788
         753    0.827327    0.903878   0.0029557
         754    0.817671    0.903764  0.00295399
         755    0.810593    0.903641  0.00295266
         756    0.806686    0.903512  0.00295154
         757    0.806499    0.903384  0.00295042
         758    0.810107    0.903261  0.00294909
         759    0.816662    0.903147  0.00294741
         760    0.824529    0.903044  0.00294535
         761    0.832173    0.902951  0.00294295
         762    0.838908    0.902866  0.00294029
         763    0.844824     0.90279  0.00293742
         764    0.850341    0.902722  0.00293437
         765      0.8559    0.902661  0.00293118
         766    0.861973    0.902607  0.00292783
         767    0.869102    0.902564  0.00292434
         768    0.877806    0.902532  0.00292071
         769    0.888226    0.902513  0.00291697
         770    0.899631    0.902509  0.00291319
         771    0.910547     0.90252  0.00290943
         772      0.9193    0.902541  0.00290574
         773    0.924885     0.90257  0.00290212
         774    0.927446    0.902602  0.00289855
         775    0.928179    0.902635    0.002895
         776    0.928674    0.902669  0.00289146
         777     0.93005    0.902704  0.00288796
         778    0.932454    0.902742   0.0028845
         779    0.935168    0.902784  0.00288109
         780    0.937125    0.902828  0.00287774
         781    0.937547    0.902873   0.0028744
         782    0.936424    0.902915  0.00287104
         783    0.934407    0.902956  0.00286766
         784    0.932261    0.902993  0.00286424
         785    0.930127    0.903028   0.0028608
         786    0.927298    0.903058  0.00285733
         787    0.923072    0.903084  0.00285381
         788    0.917616    0.903102  0.00285025
         789    0.912189    0.903114  0.00284666
         790    0.908421    0.903121  0.00284306
         791     0.90732    0.903126  0.00283947
         792    0.908653    0.903133   0.0028359
         793    0.911069    0.903143  0.00283234
         794    0.912898    0.903155   0.0028288
         795    0.912954    0.903167  0.00282527
         796    0.911139    0.903178  0.00282174
         797    0.908438    0.903184   0.0028182
         798    0.906352    0.903188  0.00281467
         799    0.906112    0.903192  0.00281115
         800     0.90828    0.903198  0.00280765
         801    0.912529     0.90321  0.00280417
         802     0.91784    0.903228  0.00280073
         803    0.922886    0.903252  0.00279735
         804    0.926129    0.903281  0.00279401
         805    0.926103    0.903309  0.00279069
         806    0.921722    0.903332  0.00278732
         807    0.912764    0.903344  0.00278389
         808    0.900031     0.90334  0.00278045
         809      0.8853    0.903317   0.0027771
         810    0.870973    0.903277  0.00277396
         811    0.859524    0.903224  0.00277106
         812    0.852918    0.903162  0.00276834
         813    0.852168    0.903099  0.00276565
         814    0.857317    0.903043  0.00276282
         815     0.86782    0.902999  0.00275977
         816    0.882754    0.902975   0.0027565
         817    0.900873    0.902972  0.00275313
         818    0.920585    0.902994  0.00274984
         819    0.940077    0.903039  0.00274686
         820    0.957499    0.903105  0.00274431
         821    0.971221    0.903188  0.00274222
         822    0.979918    0.903282  0.00274048
         823    0.982766    0.903378  0.00273885
         824    0.979562    0.903471  0.00273708
         825    0.970816    0.903552  0.00273498
         826    0.957694    0.903618  0.00273246
         827    0.941652    0.903664  0.00272954
         828    0.924159    0.903688  0.00272636
         829    0.906477    0.903692  0.00272307
         830    0.889653    0.903675  0.00271984
         831    0.874629     0.90364  0.00271679
         832    0.862209     0.90359  0.00271398
         833    0.853013    0.903529   0.0027114
         834    0.847463    0.903462  0.00270899
         835    0.845673    0.903393  0.00270663
         836    0.847601    0.903326  0.00270421
         837    0.853141    0.903266  0.00270164
         838    0.862125    0.903217  0.00269887
         839    0.874212    0.903183  0.00269587
         840    0.888625    0.903165  0.00269272
         841    0.903996    0.903166  0.00268952
         842    0.918395    0.903184  0.00268638
         843    0.929773    0.903216  0.00268338
         844    0.936385    0.903255  0.00268049
         845    0.937057    0.903295  0.00267762
         846    0.931459    0.903329  0.00267466
         847    0.920032    0.903348  0.00267157
         848     0.90409    0.903349  0.00266842
         849    0.885805    0.903328  0.00266536
         850    0.867927    0.903287  0.00266255
         851    0.853235    0.903228  0.00266007
         852    0.843607    0.903158  0.00265787
         853    0.839579    0.903084   0.0026558
         854    0.840257     0.90301  0.00265371
         855    0.843866    0.902941   0.0026515
         856    0.848331    0.902877  0.00264917
         857     0.85177    0.902817  0.00264675
         858    0.852769    0.902759  0.00264431
         859    0.850568    0.902698  0.00264193
         860    0.845108    0.902631  0.00263971
         861    0.836906    0.902555  0.00263775
         862    0.826761    0.902467  0.00263615
         863    0.815559    0.902366  0.00263502
         864    0.804574    0.902253   0.0026344
         865     0.79605     0.90213  0.00263421
         866    0.793404    0.902005  0.00263416
         867    0.799752    0.901887  0.00263376
         868    0.815309    0.901787  0.00263262
         869    0.836545    0.901712  0.00263066
         870    0.858387    0.901662   0.0026281
         871    0.876968    0.901634  0.00262524
         872    0.890526    0.901621  0.00262226
         873    0.898943    0.901618  0.00261926
         874    0.902907     0.90162  0.00261626
         875    0.903309    0.901621  0.00261327
         876    0.900955    0.901621  0.00261029
         877    0.896583    0.901615  0.00260732
         878    0.890853    0.901603  0.00260438
         879    0.884351    0.901583  0.00260149
         880    0.877654    0.901556  0.00259867
         881     0.87124    0.901521  0.00259595
         882    0.865508    0.901481  0.00259333
         883     0.86066    0.901434  0.00259081
         884    0.856711    0.901384  0.00258837
         885    0.853375     0.90133  0.00258601
         886    0.850126    0.901272  0.00258374
         887     0.84645     0.90121  0.00258157
         888     0.84224    0.901144  0.00257951
         889     0.83808    0.901073  0.00257759
         890    0.835022    0.900998  0.00257576
         891    0.833818    0.900923  0.00257397
         892    0.834164    0.900848  0.00257217
         893    0.834573    0.900774  0.00257036
         894    0.833275    0.900698   0.0025686
         895    0.829288    0.900619  0.00256697
         896    0.823129    0.900532  0.00256556
         897    0.816826    0.900439  0.00256439
         898    0.813207    0.900342  0.00256338
         899    0.814816    0.900247  0.00256229
         900    0.822884    0.900161  0.00256089
         901    0.836829     0.90009  0.00255901
         902    0.854373     0.90004  0.00255667
         903    0.872405    0.900009  0.00255402
         904    0.888018    0.899996  0.00255123
         905    0.899415    0.899995  0.00254841
         906    0.906135    0.900002  0.00254561
         907    0.908973    0.900012  0.00254282
         908    0.909286    0.900022  0.00254004
         909    0.908546    0.900031  0.00253727
         910    0.907709     0.90004  0.00253449
         911    0.907094    0.900048  0.00253172
         912    0.906523    0.900055  0.00252896
         913    0.905737    0.900061  0.00252619
         914     0.90467    0.900066  0.00252343
         915    0.903551     0.90007  0.00252068
         916    0.902819    0.900073  0.00251793
         917     0.90296    0.900076  0.00251519
         918    0.904435    0.900081  0.00251245
         919    0.907611    0.900089  0.00250973
         920     0.91262    0.900102  0.00250704
         921    0.919172    0.900123   0.0025044
         922    0.926562    0.900152  0.00250185
         923    0.933709    0.900188   0.0024994
         924    0.939405    0.900231  0.00249706
         925     0.94255    0.900276  0.00249478
         926    0.942437    0.900322   0.0024925
         927     0.93892    0.900364  0.00249016
         928    0.932401    0.900398  0.00248771
         929    0.923574    0.900423  0.00248516
         930    0.913303    0.900437  0.00248253
         931    0.902629    0.900439  0.00247986
         932    0.893173    0.900431  0.00247721
         933    0.887113    0.900417   0.0024746
         934    0.886442    0.900402    0.002472
         935    0.892014    0.900393  0.00246937
         936    0.903208    0.900396  0.00246673
         937    0.918322    0.900415  0.00246417
         938    0.935079    0.900452  0.00246182
         939    0.951017    0.900506  0.00245979
         940    0.964053    0.900574   0.0024581
         941    0.972844    0.900651  0.00245669
         942    0.976779    0.900731  0.00245541
         943    0.975904    0.900811   0.0024541
         944     0.97068    0.900885  0.00245262
         945    0.961815     0.90095  0.00245087
         946    0.950081    0.901002  0.00244883
         947    0.936144    0.901039  0.00244652
         948    0.920717    0.901059  0.00244403
         949    0.905006    0.901064  0.00244146
         950    0.890854    0.901053  0.00243891
         951    0.880416    0.901031  0.00243644
         952    0.875492    0.901004  0.00243403
         953    0.876844    0.900979  0.00243161
         954    0.883933    0.900961  0.00242913
         955    0.895286    0.900955  0.00242659
         956    0.909107    0.900964  0.00242407
         957    0.923888    0.900988  0.00242165
         958     0.93858    0.901027  0.00241944
         959    0.952558    0.901081  0.00241752
         960    0.965362    0.901148  0.00241593
         961    0.976392    0.901226  0.00241468
         962    0.984872    0.901313  0.00241374
         963     0.98985    0.901405  0.00241298
         964     0.99034    0.901497  0.00241224
         965    0.985625    0.901584  0.00241131
         966    0.975411    0.901661  0.00241003
         967    0.960102    0.901721  0.00240829
         968    0.940828    0.901761  0.00240615
         969    0.919465     0.90178  0.00240373
         970    0.898258    0.901776  0.00240126
         971    0.879352    0.901753  0.00239889
         972    0.864365    0.901715  0.00239674
         973    0.854228    0.901666  0.00239477
         974    0.849361    0.901612  0.00239291
         975    0.849778    0.901559  0.00239105
         976    0.854678    0.901511  0.00238908
         977    0.862287    0.901471  0.00238697
         978    0.870225    0.901439  0.00238475
         979    0.876411    0.901413  0.00238245
         980    0.879778    0.901391  0.00238012
         981    0.880569     0.90137  0.00237779
         982    0.880051    0.901348  0.00237546
         983    0.879974    0.901326  0.00237315
         984    0.881721    0.901306  0.00237082
         985    0.885706    0.901291  0.00236847
         986    0.891375    0.901281  0.00236608
         987    0.897881    0.901277  0.00236369
         988    0.904513     0.90128   0.0023613
         989    0.910799     0.90129  0.00235893
         990    0.916287    0.901305   0.0023566
         991    0.920305    0.901324   0.0023543
         992    0.921927    0.901345  0.00235202
         993    0.920279    0.901364  0.00234972
         994    0.914781    0.901378   0.0023474
         995    0.905414    0.901382  0.00234504
         996     0.89277    0.901373  0.00234271
         997    0.878174     0.90135  0.00234047
         998    0.863617    0.901312  0.00233843
         999    0.851345    0.901262  0.00233663
        1000    0.843266    0.901204  0.00233501
        1001    0.840339    0.901143  0.00233347
        1002    0.842405    0.901085  0.00233187
        1003    0.848365    0.901032  0.00233014
        1004    0.856604    0.900988  0.00232824
        1005    0.865503    0.900952  0.00232619
        1006    0.873807    0.900925  0.00232404
        1007    0.881001    0.900906  0.00232181
        1008    0.887467    0.900892  0.00231955
        1009    0.894432    0.900886  0.00231726
        1010    0.903506    0.900889  0.00231496
        1011    0.916028    0.900904  0.00231272
        1012    0.932328    0.900935  0.00231065
        1013    0.951227    0.900984   0.0023089
        1014     0.97025    0.901053  0.00230763
        1015    0.986483    0.901137  0.00230689
        1016     0.99745    0.901232  0.00230657
        1017     1.00166     0.90133  0.00230641
        1018    0.998547    0.901426  0.00230612
        1019     0.98835    0.901511  0.00230544
        1020    0.971998     0.90158  0.00230421
        1021    0.951076    0.901629  0.00230247
        1022    0.927635    0.901654  0.00230035
        1023    0.903988    0.901656  0.00229811
        1024    0.882496    0.901638  0.00229594
        1025    0.865344    0.901602  0.00229397
        1026    0.854145    0.901556   0.0022922
        1027    0.849468    0.901505  0.00229053
        1028    0.850576    0.901456  0.00228884
        1029    0.855914    0.901411  0.00228704
        1030    0.863681    0.901375  0.00228512
        1031    0.872411    0.901347  0.00228307
        1032    0.881003    0.901327  0.00228094
        1033    0.888514    0.901315  0.00227877
        1034    0.893986    0.901308  0.00227658
        1035    0.896469    0.901303  0.00227438
        1036    0.895231    0.901297   0.0022722
        1037    0.889916    0.901286  0.00227003
        1038    0.880683    0.901266  0.00226793
        1039      0.8683    0.901234  0.00226597
        1040    0.854283    0.901189  0.00226424
        1041    0.841006    0.901132   0.0022628
        1042    0.831336    0.901065  0.00226162
        1043     0.82777    0.900994  0.00226055
        1044     0.83129    0.900927  0.00225937
        1045    0.840889     0.90087  0.00225793
        1046    0.854151    0.900825  0.00225622
        1047    0.868393    0.900794  0.00225428
        1048    0.881504    0.900776   0.0022522
        1049     0.89218    0.900768  0.00225007
        1050    0.899836    0.900767  0.00224792
        1051    0.904391     0.90077  0.00224579
        1052    0.906271    0.900776  0.00224366
        1053     0.90626    0.900781  0.00224154
        1054    0.905136    0.900785  0.00223941
        1055    0.903215    0.900787  0.00223729
        1056    0.900211    0.900787  0.00223517
        1057    0.895597    0.900782  0.00223306
        1058    0.889274    0.900771  0.00223098
        1059    0.881973    0.900753  0.00222894
        1060    0.875237    0.900729  0.00222697
        1061    0.870903    0.900701  0.00222505
        1062    0.870384    0.900672  0.00222314
        1063    0.873945    0.900647  0.00222119
        1064    0.880391    0.900628  0.00221918
        1065    0.887412    0.900616  0.00221713
        1066    0.892413    0.900608  0.00221507
        1067    0.893436    0.900601    0.002213
        1068    0.889686    0.900591  0.00221095
        1069    0.881681    0.900573  0.00220895
        1070    0.871012    0.900546  0.00220706
        1071    0.859982    0.900508  0.00220533
        1072    0.851374    0.900462  0.00220375
        1073    0.847994    0.900413  0.00220223
        1074    0.852026    0.900368  0.00220064
        1075    0.863991    0.900334  0.00219886
        1076    0.882053    0.900317  0.00219688
        1077    0.902337    0.900319  0.00219484
        1078     0.92025    0.900338  0.00219288
        1079    0.932059    0.900367  0.00219105
        1080    0.935809      0.9004  0.00218926
        1081    0.931659    0.900429  0.00218743
        1082    0.921745    0.900449   0.0021855
        1083    0.909643    0.900457   0.0021835
        1084    0.899193    0.900456  0.00218148
        1085    0.893108    0.900449  0.00217948
        1086    0.892173    0.900442  0.00217749
        1087    0.895313    0.900437  0.00217549
        1088    0.900505    0.900437  0.00217349
        1089    0.905666    0.900442   0.0021715
        1090    0.909151     0.90045  0.00216952
        1091     0.90999    0.900458  0.00216755
        1092    0.907987    0.900465  0.00216558
        1093    0.903714    0.900468   0.0021636
        1094    0.898348    0.900466  0.00216162
        1095    0.893357     0.90046  0.00215966
        1096    0.889892     0.90045  0.00215771
        1097    0.888292    0.900439  0.00215577
        1098    0.888032    0.900428  0.00215384
        1099    0.888171    0.900417   0.0021519
        1100    0.887968    0.900405  0.00214998
        1101    0.887277    0.900393  0.00214806
        1102     0.88642    0.900381  0.00214615
        1103    0.885775    0.900367  0.00214424
        1104    0.885551    0.900354  0.00214234
        1105    0.885796    0.900341  0.00214044
        1106    0.886644    0.900329  0.00213854
        1107    0.888443    0.900318  0.00213664
        1108    0.891618     0.90031  0.00213472
        1109    0.896307    0.900306   0.0021328
        1110    0.902217    0.900308  0.00213088
        1111    0.908479    0.900315  0.00212898
        1112    0.913813    0.900328   0.0021271
        1113    0.916834    0.900342  0.00212524
        1114    0.916599    0.900357  0.00212338
        1115    0.913021    0.900368  0.00212151
        1116    0.906913    0.900374  0.00211961
        1117    0.899415    0.900373  0.00211772
        1118    0.891219    0.900365  0.00211584
        1119    0.882107    0.900349  0.00211401
        1120    0.871465    0.900323  0.00211228
        1121    0.859099    0.900286  0.00211072
        1122    0.845825    0.900238  0.00210939
        1123    0.833469    0.900178  0.00210835
        1124    0.824468    0.900111  0.00210755
        1125    0.821037    0.900041  0.00210685
        1126    0.824266    0.899973  0.00210605
        1127    0.833499    0.899914  0.00210501
        1128    0.846623    0.899867  0.00210367
        1129    0.861164    0.899833  0.00210209
        1130     0.87531    0.899811  0.00210034
        1131    0.888096    0.899801  0.00209851
        1132    0.898886      0.8998  0.00209666
        1133    0.907064    0.899806  0.00209482
        1134     0.91207    0.899817    0.002093
        1135    0.913624    0.899829  0.00209119
        1136    0.911938     0.89984  0.00208937
        1137    0.907747    0.899847  0.00208755
        1138    0.902129    0.899849  0.00208571
        1139    0.896183    0.899846  0.00208389
        1140    0.890806    0.899838  0.00208207
        1141    0.886357    0.899826  0.00208028
        1142    0.882502    0.899811  0.00207852
        1143    0.878444    0.899792  0.00207678
        1144    0.873497    0.899769  0.00207509
        1145    0.867415    0.899741  0.00207347
        1146    0.860587    0.899707  0.00207195
        1147    0.853694    0.899667  0.00207053
        1148    0.847483    0.899621  0.00206922
        1149    0.842557    0.899571  0.00206802
        1150    0.839427    0.899519  0.00206688
        1151    0.838452    0.899466  0.00206577
        1152    0.839838    0.899414  0.00206462
        1153    0.843628    0.899366   0.0020634
        1154     0.84953    0.899323  0.00206206
        1155    0.856854    0.899286   0.0020606
        1156     0.86465    0.899256  0.00205904
        1157    0.871954    0.899232  0.00205739
        1158    0.878177    0.899214   0.0020557
        1159    0.883127      0.8992  0.00205397
        1160    0.886963     0.89919  0.00205223
        1161    0.890058    0.899182  0.00205047
        1162    0.892877    0.899177  0.00204872
        1163    0.895938    0.899174  0.00204696
        1164    0.899778    0.899174   0.0020452
        1165    0.904782    0.899179  0.00204345
        1166    0.911017    0.899189  0.00204172
        1167    0.918091    0.899205  0.00204004
        1168    0.924965    0.899227  0.00203841
        1169    0.930085    0.899254  0.00203684
        1170    0.931738    0.899282  0.00203528
        1171    0.928668    0.899307   0.0020337
        1172     0.92059    0.899325  0.00203205
        1173    0.908582    0.899333  0.00203033
        1174    0.894815    0.899329   0.0020286
        1175    0.882031    0.899314  0.00202693
        1176    0.872744    0.899292  0.00202533
        1177    0.868491    0.899265  0.00202378
        1178    0.869247     0.89924  0.00202222
        1179    0.873325    0.899218  0.00202063
        1180    0.877857      0.8992    0.002019
        1181    0.879994    0.899184  0.00201735
        1182    0.878092    0.899166  0.00201573
        1183    0.872427    0.899143  0.00201415
        1184    0.864915    0.899114  0.00201265
        1185    0.858219     0.89908  0.00201125
        1186    0.854547    0.899042  0.00200991
        1187    0.854728    0.899005  0.00200856
        1188    0.858088     0.89897  0.00200716
        1189    0.862952     0.89894  0.00200571
        1190    0.867548    0.898914  0.00200419
        1191    0.870715     0.89889  0.00200265
        1192    0.872166    0.898868   0.0020011
        1193    0.872363    0.898845  0.00199954
        1194    0.872183    0.898823  0.00199799
        1195    0.872413    0.898801  0.00199644
        1196    0.873515     0.89878  0.00199488
        1197    0.875531     0.89876  0.00199331
        1198    0.878232    0.898743  0.00199172
        1199    0.881219    0.898729  0.00199011
        1200    0.883923    0.898716  0.00198849
        1201    0.885598    0.898705  0.00198687
        1202    0.885256    0.898694  0.00198525
        1203     0.88183     0.89868  0.00198365
        1204    0.874431     0.89866   0.0019821
        1205    0.862696     0.89863  0.00198068
        1206    0.847052    0.898587   0.0019795
        1207    0.828893     0.89853   0.0019787
        1208    0.810654    0.898457   0.0019784
        1209    0.795453    0.898372   0.0019786
        1210    0.786199    0.898279  0.00197913
        1211      0.7845    0.898185  0.00197973
        1212    0.790259    0.898096   0.0019801
        1213    0.801987    0.898017  0.00198005
        1214    0.817468    0.897951  0.00197953
        1215    0.834558    0.897898  0.00197859
        1216    0.851492     0.89786  0.00197733
        1217    0.867067    0.897835  0.00197587
        1218    0.880643    0.897821  0.00197429
        1219     0.89201    0.897816  0.00197268
        1220    0.901282    0.897819  0.00197106
        1221    0.908778    0.897828  0.00196947
        1222     0.91503    0.897842  0.00196791
        1223    0.920611    0.897861  0.00196639
        1224    0.926018    0.897884  0.00196492
        1225    0.931597    0.897911  0.00196351
        1226    0.937479    0.897943  0.00196217
        1227    0.943468     0.89798  0.00196092
        1228    0.949078    0.898022  0.00195977
        1229    0.953563    0.898067  0.00195869
        1230    0.956206    0.898114  0.00195767
        1231    0.956618    0.898162  0.00195666
        1232    0.954991    0.898208  0.00195561
        1233    0.952069    0.898252  0.00195451
        1234    0.948858    0.898293  0.00195336
        1235    0.946266    0.898332  0.00195216
        1236    0.944742    0.898369  0.00195095
        1237    0.944199    0.898406  0.00194972
        1238    0.944073    0.898443  0.00194849
        1239    0.943529     0.89848  0.00194726
        1240    0.941774    0.898514    0.001946
        1241     0.93842    0.898547   0.0019447
        1242    0.933611    0.898575  0.00194334
        1243    0.928226    0.898599  0.00194192
        1244    0.923432    0.898619  0.00194047
        1245    0.920358    0.898636  0.00193899
        1246    0.919636    0.898653   0.0019375
        1247     0.92126    0.898671  0.00193603
        1248    0.924769    0.898692  0.00193459
        1249    0.929447    0.898717   0.0019332
        1250    0.934473    0.898745  0.00193187
        1251    0.939003    0.898777  0.00193059
        1252    0.942213    0.898812  0.00192936
        1253    0.943564    0.898848  0.00192815
        1254    0.943132    0.898883  0.00192694
        1255    0.941715    0.898917   0.0019257
        1256    0.940602     0.89895  0.00192446
        1257     0.94084    0.898984  0.00192321
        1258    0.942611    0.899018    0.001922
        1259    0.944947    0.899055  0.00192082
        1260    0.946229    0.899092  0.00191966
        1261    0.944864    0.899129  0.00191848
        1262    0.939882    0.899161  0.00191723
        1263     0.93129    0.899186  0.00191588
        1264    0.920142    0.899203  0.00191444
        1265    0.908085     0.89921  0.00191294
        1266    0.896581    0.899208  0.00191143
        1267    0.886232    0.899198  0.00190995
        1268    0.876882     0.89918  0.00190852
        1269    0.868154    0.899156  0.00190717
        1270    0.859867    0.899125  0.00190592
        1271    0.852253    0.899088  0.00190478
        1272    0.845888    0.899046  0.00190374
        1273    0.841712    0.899001  0.00190278
        1274    0.840754    0.898955  0.00190183
        1275    0.843824    0.898912  0.00190083
        1276    0.851221    0.898875  0.00189971
        1277    0.862575    0.898846  0.00189844
        1278    0.876963    0.898829  0.00189703
        1279    0.893044    0.898825  0.00189555
        1280    0.909365    0.898833  0.00189409
        1281    0.924561    0.898853  0.00189272
        1282    0.937598    0.898883  0.00189148
        1283    0.947829    0.898921  0.00189039
        1284    0.954913    0.898965  0.00188942
        1285    0.958578    0.899011  0.00188852
        1286    0.958592    0.899058  0.00188762
        1287    0.954799    0.899101  0.00188665
        1288    0.947337    0.899138  0.00188556
        1289    0.936831    0.899168  0.00188432
        1290     0.92473    0.899187  0.00188296
        1291    0.913269    0.899198  0.00188154
        1292     0.90479    0.899203  0.00188009
        1293    0.900798    0.899204  0.00187863
        1294    0.901393    0.899206  0.00187718
        1295    0.905344     0.89921  0.00187574
        1296    0.910637    0.899219  0.00187431
        1297    0.915212    0.899231  0.00187291
        1298    0.917609    0.899246  0.00187152
        1299    0.917209    0.899259  0.00187013
        1300    0.914159    0.899271  0.00186872
        1301    0.909042    0.899278   0.0018673
        1302     0.90252    0.899281  0.00186587
        1303    0.895036    0.899278  0.00186444
        1304    0.886679    0.899268  0.00186304
        1305    0.877561    0.899251  0.00186168
        1306    0.868201    0.899228  0.00186041
        1307    0.859847    0.899197  0.00185923
        1308    0.854158    0.899163  0.00185813
        1309    0.852834    0.899128  0.00185705
        1310    0.856945    0.899095  0.00185591
        1311    0.866622    0.899071  0.00185466
        1312    0.880859    0.899057   0.0018533
        1313    0.897674    0.899056  0.00185188
        1314    0.914555    0.899068  0.00185051
        1315    0.929099     0.89909  0.00184925
        1316    0.939552    0.899121   0.0018481
        1317    0.945124    0.899156  0.00184702
        1318     0.94608    0.899192  0.00184596
        1319    0.943491    0.899225  0.00184487
        1320    0.938996    0.899255  0.00184372
        1321    0.934293    0.899282  0.00184251
        1322    0.930597    0.899306  0.00184127
        1323    0.928281    0.899327  0.00184001
        1324    0.926737    0.899348  0.00183874
        1325     0.92484    0.899367  0.00183745
        1326    0.921633    0.899384  0.00183614
        1327    0.916794    0.899397  0.00183481
        1328    0.910761    0.899406  0.00183344
        1329     0.90444     0.89941  0.00183207
        1330    0.898656    0.899409  0.00183069
        1331    0.893616    0.899405  0.00182932
        1332    0.888871    0.899397  0.00182796
        1333    0.883792    0.899385  0.00182663
        1334    0.878058    0.899369  0.00182533
        1335      0.8719    0.899349  0.00182408
        1336    0.865829    0.899323  0.00182289
        1337    0.860247    0.899294  0.00182176
        1338    0.855501    0.899262  0.00182069
        1339      0.8523    0.899226  0.00181967
        1340    0.851768    0.899191  0.00181865
        1341    0.854643    0.899158   0.0018176
        1342    0.860489    0.899129  0.00181648
        1343    0.867763    0.899106  0.00181527
        1344    0.874738    0.899088  0.00181401
        1345    0.880334    0.899074  0.00181272
        1346    0.884165    0.899062  0.00181141
        1347    0.886134    0.899053  0.00181009
        1348    0.886151    0.899043  0.00180877
        1349    0.884154    0.899032  0.00180746
        1350     0.88034    0.899018  0.00180618
        1351    0.875379    0.899001  0.00180492
        1352    0.870396     0.89898  0.00180371
        1353     0.86684    0.898956  0.00180254
        1354    0.866172    0.898932  0.00180137
        1355    0.869362     0.89891  0.00180017
        1356    0.876287    0.898893  0.00179892
        1357    0.885403    0.898883  0.00179762
        1358    0.894304     0.89888   0.0017963
        1359    0.900751    0.898881  0.00179498
        1360    0.903508    0.898885  0.00179366
        1361    0.902593    0.898887  0.00179235
        1362    0.899283    0.898888  0.00179103
        1363    0.895713    0.898885  0.00178972
        1364    0.893973    0.898882  0.00178841
        1365    0.895101    0.898879   0.0017871
        1366    0.898615    0.898879  0.00178579
        1367    0.903211    0.898882  0.00178449
        1368    0.907661    0.898888   0.0017832
        1369    0.911358    0.898898  0.00178192
        1370    0.914171    0.898909  0.00178065
        1371    0.916063    0.898921   0.0017794
        1372    0.916852    0.898934  0.00177815
        1373    0.916254    0.898947   0.0017769
        1374    0.914179    0.898958  0.00177564
        1375    0.910775    0.898967  0.00177437
        1376    0.906468    0.898972  0.00177309
        1377    0.901784    0.898974   0.0017718
        1378    0.897229    0.898973  0.00177052
        1379    0.893151    0.898969  0.00176924
        1380    0.889731    0.898962  0.00176797
        1381    0.886943    0.898953  0.00176671
        1382    0.884452    0.898943  0.00176546
        1383    0.881721     0.89893  0.00176423
        1384    0.878383    0.898915  0.00176302
        1385    0.874623    0.898898  0.00176183
        1386    0.871385    0.898878  0.00176067
        1387    0.870055    0.898857  0.00175952
        1388    0.871734    0.898838  0.00175837
        1389    0.876744    0.898822  0.00175717
        1390    0.884432    0.898811  0.00175594
        1391    0.893449    0.898808  0.00175468
        1392    0.902258     0.89881  0.00175342
        1393    0.909491    0.898818  0.00175218
        1394     0.91431    0.898829  0.00175096
        1395    0.916423    0.898841  0.00174975
        1396    0.916091    0.898854  0.00174854
        1397    0.914148    0.898865  0.00174732
        1398     0.91208    0.898874   0.0017461
        1399    0.911721    0.898883  0.00174487
        1400    0.914436    0.898895  0.00174366
        1401    0.920233     0.89891  0.00174248
        1402    0.927646     0.89893  0.00174136
        1403    0.934599    0.898956  0.00174031
        1404    0.939483    0.898985  0.00173931
        1405    0.941728    0.899015  0.00173833
        1406    0.941615    0.899045  0.00173736
        1407    0.939747    0.899074  0.00173637
        1408    0.936458    0.899101  0.00173534
        1409    0.931776    0.899124  0.00173426
        1410    0.925735    0.899143  0.00173313
        1411    0.918829    0.899157  0.00173196
        1412    0.912199    0.899166  0.00173076
        1413    0.907313    0.899172  0.00172954
        1414    0.905242    0.899176  0.00172833
        1415    0.906147    0.899181  0.00172711
        1416    0.909367    0.899188  0.00172591
        1417    0.913879    0.899199  0.00172472
        1418    0.918806    0.899212  0.00172356
        1419    0.923671     0.89923  0.00172243
        1420     0.92821     0.89925  0.00172134
        1421    0.932328    0.899273  0.00172028
        1422    0.935848    0.899299  0.00171927
        1423    0.938398    0.899326  0.00171828
        1424    0.939369    0.899355   0.0017173
        1425    0.938084    0.899382  0.00171631
        1426    0.934047    0.899406  0.00171528
        1427    0.927141    0.899426  0.00171419
        1428    0.917657    0.899438  0.00171304
        1429    0.906209    0.899443  0.00171184
        1430     0.89353    0.899439  0.00171065
        1431    0.880292    0.899426  0.00170951
        1432    0.867176    0.899403  0.00170846
        1433    0.854913    0.899372  0.00170755
        1434    0.844354    0.899334  0.00170679
        1435    0.836399     0.89929  0.00170617
        1436      0.8318    0.899243  0.00170563
        1437    0.830915    0.899195   0.0017051
        1438    0.833657     0.89915  0.00170452
        1439    0.839505    0.899108  0.00170384
        1440    0.847641    0.899072  0.00170304
        1441    0.857213    0.899043   0.0017021
        1442    0.867526    0.899022  0.00170106
        1443    0.878152    0.899007  0.00169994
