#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         579    -4.97366    -5.04262  0.00780631
         580    -4.96039    -5.04248  0.00779414
         581    -4.95049    -5.04232  0.00778233
         582    -4.94134    -5.04215  0.00777089
         583     -4.9317    -5.04196  0.00775987
         584    -4.91973    -5.04175  0.00774941
         585    -4.90819    -5.04152  0.00773952
         586     -4.8982    -5.04127  0.00773018
         587    -4.89056    -5.04102  0.00772127
         588    -4.88755    -5.04076  0.00771255
         589    -4.89032     -5.0405  0.00770369
         590    -4.89959    -5.04026  0.00769433
         591    -4.91489    -5.04005  0.00768424
         592    -4.93545    -5.03987  0.00767329
         593    -4.95906    -5.03974  0.00766156
         594    -4.98276    -5.03964  0.00764926
         595    -5.00444    -5.03958  0.00763663
         596    -5.02209    -5.03955  0.00762387
         597    -5.03527    -5.03955  0.00761111
         598    -5.04532    -5.03955  0.00759839
         599    -5.05267    -5.03958  0.00758573
         600    -5.05928    -5.03961  0.00757316
         601     -5.0659    -5.03965  0.00756069
         602    -5.07267    -5.03971  0.00754833
         603     -5.0777    -5.03977  0.00753607
         604    -5.08258    -5.03984  0.00752393
         605    -5.08539    -5.03992  0.00751187
         606    -5.08585    -5.03999  0.00749985
         607    -5.08343    -5.04006  0.00748784
         608    -5.07854    -5.04013  0.00747579
         609     -5.0711    -5.04018  0.00746369
         610    -5.06485    -5.04022  0.00745156
         611    -5.06193    -5.04025  0.00743945
         612    -5.06136    -5.04029  0.00742738
         613     -5.0652    -5.04033  0.00741537
         614    -5.07271    -5.04038  0.00740348
         615    -5.08014    -5.04045  0.00739173
         616    -5.08581    -5.04052  0.00738009
         617    -5.08838     -5.0406  0.00736854
         618    -5.08571    -5.04067  0.00735698
         619    -5.07851    -5.04073  0.00734535
         620     -5.0655    -5.04077  0.00733361
         621    -5.04847    -5.04078  0.00732181
         622    -5.02848    -5.04077  0.00731006
         623    -5.00763    -5.04071  0.00729852
         624    -4.98669    -5.04063  0.00728734
         625    -4.96764    -5.04051  0.00727662
         626    -4.95028    -5.04036  0.00726642
         627     -4.9383     -5.0402  0.00725665
         628    -4.92951    -5.04003  0.00724724
         629    -4.92413    -5.03984  0.00723806
         630    -4.92419    -5.03966   0.0072289
         631    -4.92774    -5.03948  0.00721962
         632    -4.93434    -5.03931  0.00721011
         633     -4.9444    -5.03916  0.00720028
         634    -4.95579    -5.03903  0.00719012
         635    -4.96913    -5.03892  0.00717964
         636    -4.98498    -5.03884  0.00716885
         637    -5.00514    -5.03878   0.0071578
         638    -5.02869    -5.03877  0.00714659
         639    -5.05458    -5.03879  0.00713545
         640    -5.08069    -5.03886   0.0071246
         641    -5.10375    -5.03896  0.00711421
         642    -5.12223    -5.03909  0.00710431
         643    -5.13495    -5.03924  0.00709482
         644    -5.14205     -5.0394   0.0070856
         645    -5.14119    -5.03956  0.00707638
         646    -5.13351     -5.0397  0.00706692
         647    -5.12052    -5.03983   0.0070571
         648    -5.10432    -5.03993  0.00704691
         649    -5.08587       -5.04  0.00703641
         650    -5.06644    -5.04004   0.0070257
         651    -5.04669    -5.04005  0.00701491
         652    -5.02701    -5.04003  0.00700418
         653    -5.00756    -5.03998  0.00699363
         654    -4.99159     -5.0399  0.00698333
         655    -4.98093    -5.03981  0.00697325
         656    -4.97694    -5.03972  0.00696328
         657     -4.9829    -5.03963  0.00695322
         658    -4.99768    -5.03957  0.00694294
         659    -5.01799    -5.03954  0.00693248
         660    -5.03869    -5.03953  0.00692198
         661    -5.05493    -5.03956  0.00691155
