#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
         256    -3.36183    -3.36307 0.000283655
         257      -3.361    -3.36306 0.000282666
         258    -3.36152    -3.36306 0.000281634
         259    -3.36245    -3.36305 0.000280556
         260    -3.36377    -3.36306  0.00027949
         261    -3.36483    -3.36306 0.000278502
         262    -3.36533    -3.36307 0.000277573
         263    -3.36523    -3.36308 0.000276639
         264    -3.36573    -3.36309 0.000275774
         265    -3.36592     -3.3631  0.00027494
         266    -3.36559    -3.36311 0.000274065
         267    -3.36559    -3.36312 0.000273196
         268    -3.36608    -3.36313   0.0002724
         269    -3.36484    -3.36314 0.000271461
         270    -3.36517    -3.36314  0.00027056
         271    -3.36511    -3.36315 0.000269659
         272    -3.36546    -3.36316 0.000268801
         273    -3.36614    -3.36317 0.000268038
         274    -3.36654    -3.36318 0.000267341
         275    -3.36767     -3.3632 0.000266867
         276    -3.36853    -3.36322 0.000266598
         277    -3.36878    -3.36324 0.000266391
         278    -3.36865    -3.36326 0.000266142
         279    -3.36776    -3.36327 0.000265676
         280    -3.36587    -3.36328 0.000264889
         281    -3.36492    -3.36329  0.00026401
         282    -3.36344    -3.36329 0.000263075
         283    -3.36235    -3.36329 0.000262166
         284    -3.36076    -3.36328 0.000261394
         285    -3.35997    -3.36327 0.000260734
         286    -3.36006    -3.36326 0.000260063
         287    -3.36089    -3.36325 0.000259287
         288    -3.36189    -3.36324  0.00025843
         289    -3.36225    -3.36324 0.000257558
         290    -3.36292    -3.36324 0.000256672
         291    -3.36446    -3.36324 0.000255825
         292    -3.36427    -3.36325 0.000254973
         293    -3.36413    -3.36325  0.00025412
         294    -3.36354    -3.36325 0.000253258
         295     -3.3638    -3.36325 0.000252407
         296    -3.36268    -3.36325 0.000251561
         297    -3.36082    -3.36324 0.000250848
         298    -3.36013    -3.36323 0.000250223
         299    -3.36108    -3.36322  0.00024949
         300    -3.36172    -3.36322 0.000248708
         301     -3.3625    -3.36322 0.000247894
         302    -3.36294    -3.36322 0.000247074
         303     -3.3633    -3.36322 0.000246259
         304    -3.36338    -3.36322  0.00024545
         305    -3.36258    -3.36321 0.000244654
         306    -3.36215    -3.36321 0.000243879
         307    -3.36134     -3.3632 0.000243161
         308    -3.36101     -3.3632 0.000242475
         309    -3.36113    -3.36319 0.000241783
         310    -3.36139    -3.36318 0.000241074
         311    -3.36188    -3.36318 0.000240335
         312    -3.36235    -3.36318 0.000239579
         313    -3.36331    -3.36318 0.000238814
         314    -3.36336    -3.36318 0.000238054
         315    -3.36271    -3.36318 0.000237303
         316    -3.36228    -3.36317 0.000236569
         317    -3.36221    -3.36317 0.000235843
         318    -3.36252    -3.36317  0.00023511
         319    -3.36254    -3.36317 0.000234381
         320    -3.36198    -3.36316 0.000233678
         321    -3.36146    -3.36316  0.00023301
         322    -3.36049    -3.36315 0.000232433
         323     -3.3603    -3.36314 0.000231881
         324    -3.36014    -3.36313  0.00023135
         325    -3.36049    -3.36312  0.00023078
         326    -3.36071    -3.36312 0.000230191
         327     -3.3612    -3.36311 0.000229562
         328    -3.36187    -3.36311 0.000228893
         329    -3.36212     -3.3631 0.000228217
         330    -3.36146     -3.3631  0.00022758
         331    -3.36177     -3.3631 0.000226928
         332    -3.36188    -3.36309 0.000226274
         333    -3.36165    -3.36309 0.000225635
         334    -3.36167    -3.36308    0.000225
         335    -3.36161    -3.36308 0.000224371
         336     -3.3617    -3.36307 0.000223741
         337    -3.36182    -3.36307 0.000223108
         338     -3.3614    -3.36307 0.000222503
         339    -3.36152    -3.36306 0.000221894
         340    -3.36201    -3.36306 0.000221263
         341    -3.36211    -3.36306 0.000220631
         342    -3.36225    -3.36305 0.000219999
         343    -3.36215    -3.36305 0.000219373
         344    -3.36239    -3.36305 0.000218744
         345    -3.36251    -3.36305 0.000218115
         346    -3.36187    -3.36304 0.000217511
         347    -3.36049    -3.36304 0.000217009
         348    -3.35937    -3.36303 0.000216641
         349    -3.35853    -3.36301 0.000216402
         350    -3.35819      -3.363 0.000216222
         351    -3.35865    -3.36299 0.000215961
         352    -3.35884    -3.36297 0.000215669
         353    -3.35862    -3.36296 0.000215411
         354    -3.35874    -3.36295 0.000215132
         355    -3.35926    -3.36294 0.000214777
         356    -3.35915    -3.36293 0.000214438
         357    -3.35936    -3.36292 0.000214071
         358    -3.35931    -3.36291  0.00021371
         359    -3.35817     -3.3629 0.000213521
         360    -3.35838    -3.36288 0.000213296
         361    -3.35819    -3.36287 0.000213102
         362    -3.35826    -3.36286 0.000212894
         363    -3.35805    -3.36284 0.000212719
         364    -3.35741    -3.36283 0.000212658
         365    -3.35783    -3.36282 0.000212516
         366    -3.35755     -3.3628 0.000212421
         367    -3.35826    -3.36279 0.000212203
