#     GENERATION:   L1:   BEST HALF <L1>:
         681     106.478     106.478
         682     106.478     106.478
         683     106.478     106.478
         684     106.478     106.478
         685     106.478     106.478
         686     106.478     106.478
         687     106.478     106.478
         688      106.38     106.476
         689     106.285     106.457
         690     106.285     106.418
         691     106.187     106.332
         692     106.187     106.292
         693     106.187     106.246
         694     106.187     106.205
         695     106.187     106.187
         696     106.187     106.187
         697     106.187     106.187
         698     106.187     106.187
         699     106.187     106.187
         700     106.187     106.187
         701     105.885     106.181
         702     105.885     106.114
         703     105.885     106.117
         704     105.885     106.226
         705     105.885      106.35
         706     105.885     105.903
         707     105.885     105.885
         708     105.885     105.885
         709     105.885     105.885
         710     105.885     105.885
         711     105.885     105.885
         712     105.212     105.872
         713     104.392     105.734
         714     103.719     105.471
         715     103.719     105.124
         716     103.719     104.448
         717     103.719     103.865
         718     103.719     103.775
         719     103.719       103.9
         720     103.719     103.719
         721     103.719     103.719
         722     103.719     103.719
         723     103.719     103.719
         724     103.719     103.719
         725     103.719     103.719
         726     103.719     103.719
         727     103.719     103.719
         728     102.757       103.7
         729     102.757     103.584
         730     102.757     103.349
         731     102.757      102.96
         732     102.757     102.757
         733     102.346     102.749
         734     102.346     102.675
         735     102.346     102.524
         736     102.346      102.42
         737     102.346     102.387
         738     101.169     102.409
         739     101.169     102.225
         740     101.169      102.02
         741     101.169     101.622
         742     101.169     101.786
         743     101.169     101.612
         744     101.169     101.847
         745     100.874     101.163
         746     100.874     101.279
         747     100.874     101.574
         748     100.747     101.022
         749     100.747     100.948
         750     100.747     101.104
         751     100.459     100.824
         752     100.459     100.749
         753     100.459     100.634
         754     100.459     100.551
         755     100.459     100.476
         756     100.459     100.459
         757     100.459     100.459
         758     100.459     100.459
         759     100.459     100.459
         760     100.459     100.459
         761     100.459     100.459
         762     100.459     100.459
         763     100.459     100.459
         764     100.459     100.459
         765     100.459     100.459
         766     100.459     100.459
         767     99.7674     100.445
         768     99.7674     100.418
         769     99.7674     100.293
         770     99.7674     100.189
         771     99.7674     99.9749
         772     99.7674     99.7674
         773     99.7674     99.7674
         774     99.7674     99.7674
         775     99.7674     99.7674
         776     99.7674     99.7674
         777     99.7674     99.7674
         778     99.3534     99.7591
         779     99.3534     99.9308
         780     99.3534     99.6163
         781     99.3534     99.5042
         782     99.3534     99.5289
         783     99.3534     99.3534
         784     99.3534     99.3534
         785     99.3534     99.3534
         786     99.3534     99.3534
         787     99.2264     99.3508
         788     99.2264     99.3407
         789     99.2264     99.3026
         790     98.7697     99.2579
         791     98.7697     99.2012
         792     98.7697     101.076
         793     98.7697     99.8881
         794     98.7697     101.324
         795     98.7697     100.441
         796     98.7697     99.2205
         797     98.7697     99.1824
         798     98.7697     98.7697
         799     98.7697     98.7697
         800     98.7697     98.7697
         801     98.7697     98.7697
         802     98.7697     98.7697
         803     98.7697     98.7697
         804     98.7697     98.7697
         805     98.7697     98.7697
         806     98.7697     98.7697
         807     98.7697     98.7697
         808     98.7697     98.7697
         809     98.7697     98.7697
         810     98.7697     98.7697
         811     98.7697     98.7697
         812     98.7697     98.7697
         813     98.7697     98.7697
         814     98.7697     99.1476
         815     98.7697     99.0283
         816     98.7697     98.7697
         817      98.536      98.765
         818      98.536      98.737
         819      98.536     98.6575
         820      98.536     98.5874
         821      98.536     98.5594
         822     98.4911     98.5351
         823     98.4911     98.5288
         824     98.4911     98.5189
         825     98.4911      98.501
         826     98.4911     98.4938
         827     98.4911     98.4965
         828     98.4911     98.4911
         829     98.4911     98.4911
         830     98.4911     98.4911
         831     98.4911     98.4911
         832     98.4911     98.4911
         833     98.4911     98.4911
         834     98.4911     98.4911
         835      98.301     98.4873
         836      98.301     98.4378
         837      98.301     98.3504
         838      98.301     98.3048
         839      98.301      98.301
         840      98.301      98.301
         841      98.301      98.301
         842     98.2244     98.2994
         843     98.2244     98.2887
         844     98.2244     98.2594
         845     98.2244     98.2473
         846     98.2244     98.2244
         847     98.2244     98.2244
         848     98.2244     98.2244
         849     98.2244     98.2244
         850     98.2244     98.2244
         851     98.2244     98.2244
         852     98.2244     98.2244
         853     98.2244     98.2244
         854     98.2244     98.2244
         855     98.2244     98.2244
         856     98.2244     98.2244
         857     98.2244     98.2244
         858     98.2244     98.2244
         859     98.2244     98.2244
         860     98.2244     98.2244
         861     98.2244     98.2244
         862     98.2244     98.2244
         863     98.2244     98.2244
         864     98.2244     98.2244
         865     98.2244     98.2244
         866     98.2244     98.2244
         867     98.2244     98.2244
         868     98.2244     98.2244
         869     98.2244     98.2244
         870     98.2244     98.2244
         871     98.2244     98.2244
         872     98.2244     98.2244
         873     98.2244     98.2244
         874     98.2244     98.2244
         875     98.2244     98.2244
         876     98.2244     98.2244
         877     98.2244     98.2244
         878     98.2244     98.2244
         879     98.2244     98.2244
         880     98.2244     98.2244
         881     98.2244     98.2244
         882     98.2244     98.2244
         883     98.2244     98.3748
         884     98.2244     98.2572
         885     98.2244     98.2244
         886     98.2244     98.2244
         887     98.2244     98.2244
         888     98.2244     98.2244
         889     97.5898     98.2117
         890     97.5898     98.0848
