#     GENERATION:   L1:   BEST HALF <L1>:
           0     458.052      492.22
           1     452.972     474.907
           2     441.898     466.962
           3     420.766     455.657
           4     418.552      441.53
           5     408.386     427.867
           6     404.227     417.711
           7     398.813     414.473
           8     398.227     406.869
           9     397.528     404.834
          10     394.141     400.932
          11     389.078     398.393
          12     389.078     395.721
          13     386.557     393.935
          14     384.188     390.373
          15     379.454     387.017
          16     370.699     383.444
          17     361.267     376.484
          18     361.267      371.61
          19     361.267     366.799
          20     360.639     364.875
          21     359.552      361.54
          22     354.208     360.549
          23     354.208     358.542
          24     350.932     356.602
          25     350.932     355.209
          26     348.129     353.739
          27     346.636     351.944
          28     344.902     350.533
          29     344.566     349.614
          30     340.875     346.707
          31     339.827     344.978
          32     338.562     343.434
          33     336.674     341.786
          34     333.337     339.517
          35     329.599     337.081
          36      328.08     334.493
          37      328.08     333.472
          38      328.08     331.534
          39     326.027     329.403
          40     326.027     328.385
          41      324.11      327.16
          42     321.823     326.089
          43     314.065     324.836
          44     314.065     322.802
          45     310.001     319.272
          46     309.359     316.795
          47     309.222     312.013
          48     308.904     311.116
          49      304.84     310.118
          50     303.867     308.547
          51     302.238     306.221
          52       300.4     304.778
          53     296.005     304.229
          54     294.319     302.589
          55     286.081     298.764
          56     282.598     295.078
          57     282.598     290.108
          58     282.598     287.725
          59     282.598     285.466
          60     282.598     282.721
          61     275.622     282.458
          62     275.622     281.553
          63       268.6     279.298
          64       268.6     274.872
          65     266.885     273.196
          66     266.655     271.537
          67     266.655     269.746
          68     266.655     268.318
          69     261.512     267.097
          70     261.512     266.359
          71     261.512     264.276
          72     261.512     262.543
          73      258.76     261.976
          74      254.42     261.649
          75      254.42     260.268
          76      254.42     258.322
          77     252.233     256.366
          78     251.077     254.284
          79      246.54     253.275
          80     246.403     251.424
          81      245.58     250.346
          82     241.863     247.732
          83     241.009     246.377
          84     240.944     243.998
          85     240.692     242.001
          86     239.915     241.386
          87     239.693     240.981
          88     239.693     240.743
          89     233.821     239.901
          90     233.821     238.593
          91     230.125     236.345
          92     230.125     233.854
          93     229.612     232.354
          94     229.612     231.405
          95     229.612     230.655
          96     229.612     229.875
          97      227.98     229.599
          98      227.98     229.362
          99     226.178      228.68
         100     226.178     227.994
         101     225.236     227.231
         102     225.236     226.102
         103     225.236     225.814
         104     225.236      225.66
         105     224.586     225.351
         106     224.586     225.077
         107     223.644     224.888
         108     223.644     224.578
         109     220.938     224.159
         110     220.938     223.324
         111     220.938     222.873
         112     220.513     221.644
         113     219.808     220.865
         114     219.808     220.747
         115     219.573     220.538
         116     219.573     220.237
         117     219.292     219.967
         118     219.232     219.581
         119     218.211     219.964
         120     217.634     219.229
         121     217.634      218.61
         122     217.634     218.426
         123     217.504     217.918
         124     217.504     217.871
         125     214.053     217.727
         126     214.053     216.824
         127     212.542     215.982
         128     212.542     215.304
         129     211.937      214.49
         130     209.039     213.785
         131     209.039      213.28
         132     209.039     212.416
         133     205.226     210.745
         134     203.807      209.49
         135     203.395     208.152
         136     203.177     207.058
         137     202.845     205.454
         138     202.845      203.41
         139     202.626     203.062
         140     202.626     202.879
         141     202.626     202.868
         142      199.68     202.684
         143     199.129     202.092
         144     198.516     201.077
         145     196.932     200.939
         146     196.932     198.987
         147     196.932     198.286
         148     196.559      197.61
         149      194.94     197.547
         150     193.301     196.833
         151     193.301     196.321
         152     189.614     195.386
         153     189.614     194.617
         154     189.614     193.105
         155     189.571     191.431
         156     189.571     190.599
         157     189.571     190.404
         158     189.571     189.845
         159       188.9     189.566
         160       188.9     189.507
         161       188.9     189.324
         162       188.9     189.037
         163       188.9      188.97
         164       188.9       188.9
         165      188.84     188.898
         166     183.705     188.768
         167     183.705     188.018
         168     183.705     186.709
         169     183.646     185.388
         170     183.646     184.579
         171     183.646     183.776
         172     183.646     183.659
         173     183.263     183.659
         174     183.263     183.598
         175     183.263     183.709
         176     183.263     183.817
         177     183.263     183.444
         178     183.263     183.286
         179     183.263     183.263
         180     183.263     183.263
         181     182.731     183.252
         182     182.456     183.151
         183     181.308      182.81
         184     181.308     182.562
         185     180.776      182.25
         186     180.476     183.581
         187     180.476     182.989
         188     180.476     182.475
         189     180.476     181.617
         190     180.476     181.244
         191     180.476     180.617
         192     180.476     180.476
         193     180.476     180.476
         194     179.454     180.456
         195     179.454     180.292
         196      178.97     179.996
         197      178.97     179.681
         198     178.921      179.35
         199     178.812      179.13
         200     178.812     179.043
         201     178.812     179.431
         202     178.392      179.03
         203     174.632     178.691
         204     174.632     178.136
         205     174.632     177.287
         206     174.212     175.675
         207     172.386     174.868
         208     172.386     174.084
         209     171.649     173.373
         210     171.649     173.188
         211     169.565     172.653
         212     169.565     171.563
         213     169.565     170.138
         214     169.565     169.565
         215     169.404     169.562
         216     168.381     169.504
         217     168.381     169.215
         218     168.381     168.826
         219     168.381     168.435
         220     168.381     168.394
         221      167.91     168.435
         222     167.288     168.331
         223     167.288     168.087
         224     167.288     167.707
         225     167.288     167.444
         226     167.288     167.288
         227     167.288     167.288
         228     167.288     167.288
         229     167.288     167.288
         230     167.288     167.288
         231     166.395      167.27
         232     166.395     167.177
