#     GENERATION:   L1:   BEST HALF <L1>:
           0     461.043     494.592
           1     449.767     479.475
           2     449.767     465.609
           3     437.669     459.765
           4     437.669     454.106
           5     437.669      445.29
           6     426.967     439.562
           7     426.967     435.169
           8     413.717     431.005
           9     408.665     423.586
          10     401.638     419.259
          11     401.253     413.917
          12     397.669     410.776
          13     394.203     404.362
          14     394.203     400.596
          15     393.305      398.69
          16     386.273     397.282
          17     385.724     393.079
          18     383.584     389.265
          19     381.483     387.355
          20     381.483     384.794
          21     380.019     383.245
          22     371.826     381.299
          23     371.826     378.963
          24     368.472     375.222
          25     368.472     373.521
          26     366.188     371.062
          27     362.409     369.405
          28     362.409     367.865
          29      360.19     366.358
          30      360.19     363.149
          31     354.088     361.503
          32      351.87     359.272
          33     351.109     357.049
          34     351.109      355.67
          35     342.425     353.195
          36     342.425     350.309
          37     336.023     346.553
          38     336.023     342.651
          39     335.182     340.744
          40     335.125     338.189
          41     330.647     337.132
          42     330.448     334.766
          43     326.399     332.633
          44     322.357     332.271
          45     322.357      328.76
          46     317.607     326.813
          47     313.302     322.094
          48      306.71     319.659
          49      306.71     316.992
          50      306.71     314.937
          51     301.697     312.493
          52     299.883     308.646
          53     299.496     305.247
          54     296.621      301.75
          55     296.621     300.219
          56     296.621     301.321
          57     294.051     299.007
          58     291.619     297.417
          59     289.804     296.493
          60     289.804     295.232
          61     286.482     294.301
          62     284.817     292.983
          63     282.803     291.089
          64     282.803     287.871
          65     281.367     287.184
          66     279.053     283.767
          67     275.626     281.627
          68     274.172      280.03
          69     270.658     277.947
          70     268.695     275.282
          71     268.695     273.381
          72     263.583     270.689
          73     257.329     267.869
          74     257.329     264.728
          75     255.127     261.023
          76     253.663     258.711
          77      251.18     256.024
          78     249.717     253.284
          79      248.72     251.539
          80     247.217     250.741
          81     244.319     249.709
          82      244.28      249.06
          83      244.28     247.434
          84     242.174     246.729
          85     242.174     246.517
          86     242.174     244.875
          87     242.174     243.341
          88     241.546      242.61
          89     239.419     242.142
          90     238.265     241.611
          91     238.265     240.915
          92     238.265     239.979
          93       237.1      239.23
          94     236.955     238.235
          95      235.52     238.317
          96     235.254     238.421
          97     235.207     238.632
          98     235.207     237.138
          99     235.207     236.095
         100     234.595     235.617
         101     234.394     235.123
         102     233.452     234.897
         103     233.452     234.857
         104     232.638     235.675
         105     232.638      233.93
         106     232.638     233.233
         107     232.638     233.082
         108     228.914     232.591
         109     228.771     232.022
         110     228.771     231.192
         111     225.659     230.072
         112     224.468     228.474
         113     224.468     227.223
         114     223.793     226.808
         115     223.793     225.887
         116       222.5     225.118
         117       222.5     225.699
         118       222.5     225.963
         119     219.548      224.67
         120     219.548     223.485
         121     219.548     223.352
         122     219.548     222.639
         123         219     221.526
         124     217.157     220.409
         125     216.767     219.547
         126     213.417     217.955
         127     212.191     216.806
         128     211.214     215.272
         129     211.214      214.81
         130     209.246     213.849
         131     209.246     213.548
         132     206.411     211.469
         133     206.411      210.18
         134     205.561     208.359
         135     205.561     207.656
         136     203.492     206.835
         137     199.411     205.484
         138     199.411     204.366
         139     196.167     201.714
         140     196.167     200.916
         141     196.167     199.381
         142     196.167     198.021
         143     196.167     197.548
         144     196.167     196.688
         145     193.862     196.542
         146     193.862     195.769
         147     193.862     195.304
         148     193.862     194.463
         149     193.862     194.095
         150     193.862     193.862
         151     193.862     193.862
         152     193.862     193.862
         153     193.862     193.862
         154     192.876     193.837
         155     189.863     193.495
         156     189.863     192.698
         157     185.776     190.791
         158     185.776     189.734
         159     185.776     189.162
         160     185.776     186.837
         161     185.104     186.377
         162     184.765     185.689
         163     184.471     185.491
         164     184.471      185.39
         165     184.471      185.22
         166     182.952     184.917
         167     182.952     184.471
         168     182.761      183.75
         169     182.761     183.685
         170     182.761     183.872
         171     181.489     183.525
         172     181.489     183.737
         173     181.489     182.189
         174      181.11     181.727
         175      181.11     181.421
         176      181.11     181.353
         177      181.11     181.247
         178     180.606     181.154
         179     180.606      181.05
         180     179.553     181.129
         181     177.973     180.482
         182     177.973     179.888
         183      177.72      179.71
         184     176.201     179.272
         185     176.201      178.45
         186     176.201     177.736
         187     176.201     177.265
         188     176.201     176.837
         189     176.201     176.389
         190     175.487     176.753
         191     175.487      176.44
         192     174.714     176.159
         193     174.714     175.798
         194     173.757     175.417
         195     173.757     174.903
         196     173.757     174.598
         197     173.711     174.359
         198     173.711     174.247
         199     173.711     173.938
         200     171.969     174.575
         201     171.969     174.957
         202     171.969     174.272
         203     171.969     174.163
         204     171.969     173.649
         205     171.685     171.963
         206     171.652     172.043
         207     171.403     171.847
         208     171.403     171.771
         209     171.181     171.517
         210     171.181      171.38
         211     170.864     171.329
         212      170.65     171.171
         213     170.332     171.184
         214     170.332     171.723
         215     170.292     171.691
         216     169.997     173.034
         217     169.997     171.896
         218     169.174     170.615
         219     168.522     170.283
         220     168.522     169.649
         221     168.522     169.133
         222     168.464      168.65
         223     168.415     168.731
         224     168.357     168.518
         225     168.357      168.49
         226     167.899     168.409
         227     166.645     168.307
         228     166.645     167.997
         229     166.645     167.636
         230     166.645     168.022
         231     166.645     168.704
         232     166.645     167.034
         233     166.065     166.634
         234     166.065     166.541
         235     166.065     166.377
         236     166.065     166.238
         237      165.76     166.098
         238     163.569     165.954
         239     163.569     165.674
         240     162.647     164.747
         241     158.924     163.952
         242     157.516     162.818
         243     157.212     161.257
         244     157.212     159.474
         245     157.212     157.783
         246     156.628     157.447
         247     156.628     157.147
         248     156.599     156.954
         249     156.599     156.783
         250     156.599     156.617
         251     156.599     156.606
         252     156.599     156.603
         253     156.599     156.599
         254      155.96      156.58
         255      155.96     156.561
         256      155.96     156.471
         257     153.873      156.13
         258     152.887     155.427
         259     152.887     155.072
         260     152.887     154.608
         261     151.868     153.703
         262     151.868     153.156
         263     150.832     152.487
         264     150.832     152.036
         265     150.832     151.796
         266     150.832     151.441
         267     150.832     151.081
         268     150.832     150.898
         269     149.774     150.811
         270     149.774     150.787
         271     149.343     150.609
         272     149.343     150.649
         273     149.343     150.208
         274     148.343     150.676
         275     148.343     149.668
         276     148.343     148.783
         277     148.343     148.735
         278     148.343     148.412
         279     148.343     148.343
         280     148.343     148.343
         281     147.787     148.332
         282     147.717     148.239
         283     147.717     148.072
         284      146.87     148.094
         285      146.87     148.217
         286     145.813     147.826
         287     145.813     147.341
         288     145.813     146.562
         289     145.813     146.136
         290     145.313     145.803
         291     145.313     145.737
         292     145.313     145.493
         293     145.313     145.412
         294     145.313     145.313
         295     145.313     145.313
         296     145.313     145.313
         297     145.021     145.307
         298     145.021     145.283
         299     145.021     145.362
         300     144.987     145.165
         301     144.987     145.118
         302     144.987     145.012
         303     144.567     144.987
         304     144.567     144.964
         305     143.349     144.844
         306     143.349     144.554
         307     143.315      143.98
         308     143.315     143.631
         309     143.127     143.381
         310     142.302     143.276
         311     142.302     143.052
         312     142.302     142.844
         313      140.02     142.438
         314      140.02     142.253
         315      140.02     141.744
         316      140.02      141.05
         317      140.02     140.856
         318      140.02     140.324
         319      140.02     140.049
         320      140.02     140.073
         321      140.02      140.02
         322      140.02      140.02
         323      140.02      140.02
         324      140.02     140.324
         325     139.129     140.002
         326     139.129       140.7
         327     138.899         141
         328     138.899     140.684
         329     138.899     139.826
         330     138.569       139.5
         331     138.569     139.111
         332     138.569     138.906
         333     138.279     138.811
         334     138.279     138.544
         335     137.078     138.383
         336     136.789     138.186
         337     136.789     138.624
         338     136.554     137.464
         339     136.528     137.026
         340     136.528     136.701
         341     136.528     136.687
         342     136.528     136.536
         343     136.528     136.528
         344     136.528     136.528
         345     136.528     136.528
         346     136.528     136.528
         347     135.828     136.514
         348     135.828     136.472
         349     135.204     136.361
         350     135.204     136.157
         351     134.505     135.774
         352     134.505     135.208
         353     134.505     135.248
         354     134.505     134.841
         355     134.505     134.631
         356     134.505     134.505
         357     134.505     134.505
         358     134.505     134.505
         359     134.505     134.505
         360     134.505     134.505
         361     134.505     134.505
         362     134.505     134.505
         363     134.505     134.505
         364     134.505     134.505
         365      133.94     134.494
         366      133.94      134.41
         367      133.94     134.305
         368      133.94     134.141
         369      133.94     134.011
         370      133.94     133.976
         371      133.94      133.94
         372      133.94     133.984
         373      133.94      133.94
         374      133.94      133.94
         375      133.94      133.94
         376      133.94      133.94
         377      133.94      133.94
         378      133.94      133.94
         379      133.94      133.94
         380      133.94      133.94
         381     133.655     133.934
         382     133.655       133.9
         383     133.655     133.843
         384     133.655     133.746
         385     133.655     133.718
         386     133.641     133.695
         387     133.641     133.661
         388     133.641     133.653
         389     133.307     135.984
         390     132.274     134.967
         391     132.274     134.286
         392     131.925     134.634
         393     131.925      134.59
         394     131.925     133.155
         395     131.925     133.013
         396     131.925     132.471
         397      131.05     132.183
         398      131.05     131.812
         399      131.05     131.634
         400     130.912     131.341
         401     130.912      131.09
         402     130.912     130.981
         403     130.912     130.932
         404     130.912     130.912
         405     130.912     130.912
         406     130.912     130.912
         407     130.912     130.912
         408     130.912     130.912
         409     130.718     130.908
         410     130.718     130.893
         411     130.718     131.804
         412     130.718     133.694
         413     130.718      133.87
         414     130.718     135.713
         415     130.718      134.08
         416     130.718     136.275
         417     130.718     131.633
         418     130.718     130.718
         419     130.718     130.718
         420     130.718     130.718
         421     130.718     130.718
         422     130.113     130.706
         423     130.113     130.623
         424     130.113     130.524
         425     130.113     130.349
         426     130.113     130.238
         427     128.054     130.076
         428     127.449     129.665
         429     127.449     129.786
         430     127.249     128.838
         431     127.249     127.548
         432     127.249     127.401
         433     127.249     127.361
         434     127.249     127.357
         435     127.249     127.474
         436     125.751     127.271
         437     125.751      127.26
         438     124.941     127.214
         439     124.941     126.105
         440     124.941     125.499
         441     124.941     126.203
         442     124.941     126.305
         443     124.941     125.008
         444     124.941     124.941
         445     124.941     124.941
         446     124.315     124.929
         447     124.315     124.791
         448     124.315      124.59
         449     124.315     124.527
         450     124.315     124.531
         451     124.315     124.711
         452     124.315     124.412
         453     124.315     124.315
         454     124.315     124.315
         455     124.315     124.315
         456     123.949     124.308
         457     123.949     124.278
         458     123.949     124.183
         459      123.19     124.042
         460      123.19     123.932
         461      122.23      123.62
         462     122.069     123.319
         463     122.069     123.152
         464     121.138     122.553
         465     121.138      122.89
         466     121.138     121.819
         467     121.138     121.238
         468     121.138     121.274
         469     120.361     121.238
         470     120.361     121.801
         471     120.361     122.107
         472     120.361     122.255
         473     120.361     121.797
         474     120.361     121.449
         475     120.361     121.515
         476     120.361     120.467
         477     120.361     120.448
         478     120.361     120.361
         479     120.358     120.361
         480     120.358     120.361
         481     120.358     120.368
         482     120.358     120.715
         483     120.358     121.408
         484     120.358     122.741
         485     120.358     122.279
         486     120.358     120.961
         487     120.358     120.435
         488     120.358     120.455
         489     120.358     120.358
         490     120.358     120.358
         491     120.358     120.634
         492     120.358     120.358
         493     118.966      120.33
         494      118.04     120.061
         495      118.04     119.579
         496      118.04     119.423
         497      118.04     119.675
         498      118.04     118.386
         499      118.04     118.188
         500      118.04      118.04
         501      118.04      118.04
         502      118.04      118.04
         503      118.04      118.04
         504      118.04      118.04
         505      118.04      118.04
         506      118.04      118.04
         507      118.04     118.143
         508     117.841     118.036
         509     117.841     118.004
         510     117.841     117.953
         511     117.841     117.925
         512     117.841     117.865
         513     117.841     117.841
         514     117.841     117.841
         515     117.841     117.841
         516     117.841     117.842
         517     117.841     117.841
         518     117.841     117.841
         519     117.841     117.841
         520     117.841     117.841
         521     117.841     117.841
         522     117.841     117.841
         523     117.841     117.841
         524     117.841     117.841
         525     117.547     117.835
         526     117.547     117.782
         527     117.547     117.635
         528     117.547     117.547
         529     117.547     117.547
         530     116.047     117.517
         531     116.047     117.367
         532     116.047     116.857
         533     116.047     116.308
         534     115.135     116.118
         535     115.135     115.864
         536     115.135     115.499
         537     114.929     115.181
         538     114.929     115.083
         539     114.929     115.038
         540     114.929     115.175
         541     114.461     114.921
         542     114.461     114.882
         543     114.461     114.846
         544     114.461     114.731
         545     114.461     114.611
         546     114.461     114.461
         547     114.461     114.461
         548     113.515     114.438
         549     113.515     114.234
         550     113.515     113.929
         551     113.515       113.6
         552     113.515     113.515
         553     113.515     113.515
         554     113.478     113.514
         555     113.478     113.509
         556     113.478     113.496
         557     112.645     113.472
         558     112.645     113.414
         559     112.645     113.621
         560     112.645     113.905
         561     112.645      113.22
         562     112.645     112.848
         563     112.645     112.716
         564     112.645     112.645
         565     112.645     112.645
         566     112.645     112.645
         567     112.645     112.645
         568     112.645     112.645
         569     112.645     112.645
         570     112.645     112.645
         571     112.645     112.752
         572     112.645     112.645
         573     112.645     112.645
         574     112.645     112.645
         575     112.645     112.645
         576     112.645     112.645
         577     112.645     112.645
         578     112.645     112.645
         579     112.645     112.645
         580     112.645     112.645
         581     112.645     112.645
         582     112.645     112.645
         583     112.645     112.645
         584     112.645     112.645
         585     112.645     112.645
         586     112.645     112.645
         587     112.645     112.645
         588     112.645     112.645
         589     112.645     112.645
         590     112.645     112.645
         591     112.645     112.645
         592     112.645     112.645
         593     111.617     112.625
         594     110.285     112.475
         595     110.285     112.031
         596     110.285     111.443
         597     110.285     111.469
         598     110.285     111.595
         599     110.285     110.305
         600     110.285     110.285
         601     110.285     110.285
         602     110.285     110.285
         603     110.285     110.285
         604     110.285     110.285
         605     110.285     110.285
         606     110.285     110.285
         607     108.878     110.256
         608     108.878     110.088
         609     108.878     109.767
         610     108.878      109.42
         611     108.878     109.111
         612     108.878     108.963
         613     108.878     108.878
         614     108.878     108.878
         615     108.878     108.878
         616     108.878     108.878
         617     108.878     108.878
         618     108.509     108.871
         619     108.509     108.843
         620     108.509     108.941
         621     108.509     108.786
         622     108.509     108.603
         623     108.509     108.575
         624     108.509     108.509
         625     108.332     108.505
         626     108.035     108.462
         627     108.035     108.371
         628     108.035     108.195
         629     107.769     108.506
         630     107.769     108.763
         631     107.769     107.977
         632     107.769     107.907
         633     107.769     107.807
         634     107.769     107.769
         635     107.769     107.769
         636     107.769     107.769
         637     107.769     107.769
         638     107.769     107.769
         639     107.769     107.769
         640     107.538     107.765
         641     107.538     107.719
         642     107.538     107.663
         643     107.538     107.603
         644     107.538     107.538
         645     107.538     107.538
         646     107.538     107.538
         647     107.538     107.538
         648     106.878     107.525
         649     106.878     107.445
         650     106.866     107.278
         651     106.866     107.031
         652     106.866     106.874
         653     106.636     106.867
         654     106.636     106.836
         655     106.636     106.784
         656     106.636     106.729
         657     106.636     106.659
         658     106.636     106.636
         659     106.636     106.636
         660     106.405     106.632
         661     106.405     106.609
         662     106.405     106.562
         663     106.405     106.502
         664     105.608      106.44
         665     105.443     106.312
         666     105.443      106.15
         667     105.443     105.907
         668     105.443     105.545
         669     105.443      105.47
         670     105.443      105.46
         671     105.443     105.443
         672     105.443     105.443
         673     105.443     105.443
         674     105.443     105.443
         675     105.443     105.443
         676     105.443     105.443
         677     105.443     105.443
         678     105.443     105.443
         679     105.287     105.438
         680     105.287     105.415
         681     105.287     105.352
         682     105.287     105.297
         683     105.287     105.287
         684     104.248     105.266
         685     104.248     105.183
         686     104.248     104.746
         687     104.248     104.331
         688     104.248     104.476
         689     104.248     104.248
         690     104.248     104.351
         691     104.248      104.27
         692     104.248     104.248
         693     104.248     104.407
         694     104.248     104.248
         695     104.248     104.248
         696     104.248     104.248
         697     104.248     104.248
         698     104.248     104.248
         699      103.93     104.241
         700      103.93     104.241
         701      103.93     104.203
         702      103.93     104.126
         703      103.93     104.051
         704      103.93     103.969
         705      103.93     104.035
         706      103.93      103.93
         707      103.93      103.93
         708     103.903      103.93
         709     103.903     103.925
         710     103.903     103.916
         711     103.903     103.907
         712     103.903     103.904
         713     103.903     103.903
         714     103.903     103.903
         715     103.903     103.903
         716     103.903     103.903
         717     103.903     103.903
         718     103.903     103.903
         719     103.903     103.903
         720     103.903     103.903
         721     103.903     103.903
         722     103.903     103.903
         723     103.903     103.903
         724     103.903     103.903
         725     103.903     103.903
         726     103.903     103.903
         727     103.903     103.903
         728     103.903     103.903
         729     103.903     103.903
         730     103.903     103.903
